event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,RX1_gap_before_ms,RX2_gap_before_ms,status
47,36.969741750,36.977031330,36.977030670,7289.580,7288.920,0.660,,,ok
48,36.994433110,37.001719800,37.001720110,7286.690,7287.000,0.310,,,ok
49,37.019226150,37.026513220,37.026513580,7287.070,7287.430,0.360,,,ok
50,37.044839470,37.052122220,37.052126130,7282.750,7286.660,3.910,,,ok
51,37.070475060,37.077764940,37.077760450,7289.880,7285.390,4.490,,,ok
52,37.093850160,37.101137110,37.101138980,7286.950,7288.820,1.870,,,ok
53,37.119612190,37.126900640,37.126901320,7288.450,7289.130,0.680,,,ok
54,37.145247570,37.152534290,37.152535710,7286.720,7288.140,1.420,,,ok
55,37.170727390,37.178012250,37.178014070,7284.860,7286.680,1.820,,,ok
56,37.196814110,37.204105710,37.204100250,7291.600,7286.140,5.460,,,ok
57,37.221844500,37.229128820,37.229130990,7284.320,7286.490,2.170,,,ok
58,37.247058070,37.254343720,37.254344470,7285.650,7286.400,0.750,,,ok
59,37.272681250,37.279967060,37.279967250,7285.810,7286.000,0.190,,,ok
60,37.298310860,37.305555030,37.305596430,7244.170,7285.570,41.400,,,ok
61,37.323668720,37.330953870,37.330954790,7285.150,7286.070,0.920,,,ok
62,37.349292260,37.356580980,37.356578340,7288.720,7286.080,2.640,,,ok
63,37.374924130,37.382209710,37.382210850,7285.580,7286.720,1.140,,,ok
64,37.400773510,37.408059210,37.408060150,7285.700,7286.640,0.940,,,ok
65,37.426444160,37.433797070,37.433733580,7352.910,7289.420,63.490,,,ok
66,37.452219400,37.459506000,37.459507210,7286.600,7287.810,1.210,,,ok
67,37.477837390,37.485183040,37.485185450,7345.650,7348.060,2.410,,,ok
68,37.503627120,37.510912460,37.510913960,7285.340,7286.840,1.500,,,ok
69,37.529580630,37.536866180,37.536866490,7285.550,7285.860,0.310,,,ok
70,37.554860240,37.562104830,37.562144810,7244.590,7284.570,39.980,,,ok
71,37.580082250,37.587368040,37.587369360,7285.790,7287.110,1.320,,,ok
72,37.605832470,37.613121400,37.613117890,7288.930,7285.420,3.510,,,ok
73,37.631627810,37.638913930,37.638916550,7286.120,7288.740,2.620,,,ok
74,37.656683890,37.663973270,37.663969450,7289.380,7285.560,3.820,,,ok
75,37.682441010,37.689726770,37.689710110,7285.760,7269.100,16.660,,,ok
76,37.706671980,37.713960000,37.713960570,7288.020,7288.590,0.570,,,ok
77,37.732143140,37.739428470,37.739427640,7285.330,7284.500,0.830,,,ok
78,37.757809390,37.765160370,37.765098460,7350.980,7289.070,61.910,,,ok
79,37.783440300,37.790724460,37.790726180,7284.160,7285.880,1.720,,,ok
80,37.809279010,37.816568690,37.816565360,7289.680,7286.350,3.330,,,ok
81,37.834894150,37.842182130,37.842183780,7287.980,7289.630,1.650,,,ok
82,37.860588840,37.867875490,37.867876460,7286.650,7287.620,0.970,,,ok
83,37.886321200,37.893610500,37.893610720,7289.300,7289.520,0.220,,,ok
84,37.912208670,37.919494730,37.919491600,7286.060,7282.930,3.130,,,ok
85,37.937992700,37.945280860,37.945281630,7288.160,7288.930,0.770,,,ok
86,37.962926120,37.970214140,37.970215990,7288.020,7289.870,1.850,,,ok
87,37.988234850,37.995521600,37.995524320,7286.750,7289.470,2.720,,,ok
88,38.013955490,38.021240900,38.021242850,7285.410,7287.360,1.950,,,ok
89,38.039849910,38.047138510,38.047135330,7288.600,7285.420,3.180,,,ok
90,38.065637570,38.072927760,38.072924880,7290.190,7287.310,2.880,,,ok
91,38.091465120,38.098751160,38.098752370,7286.040,7287.250,1.210,,,ok
92,38.117081480,38.124369360,38.124366780,7287.880,7285.300,2.580,,,ok
93,38.142306340,38.149590220,38.149594240,7283.880,7287.900,4.020,,,ok
94,38.168064800,38.175351050,38.175352770,7286.250,7287.970,1.720,,,ok
95,38.192672140,38.199959770,38.199961160,7287.630,7289.020,1.390,,,ok
96,38.218727150,38.226013100,38.226015580,7285.950,7288.430,2.480,,,ok
97,38.242467580,38.249754990,38.249753900,7287.410,7286.320,1.090,,,ok
98,38.268035060,38.275324140,38.275319970,7289.080,7284.910,4.170,,,ok
99,38.292986090,38.300272250,38.300275790,7286.160,7289.700,3.540,,,ok
100,38.318144820,38.325430790,38.325421490,7285.970,7276.670,9.300,,,ok
101,38.343643510,38.350930130,38.350932680,7286.620,7289.170,2.550,,,ok
102,38.369311750,38.376597660,38.376599920,7285.910,7288.170,2.260,,,ok
103,38.393434750,38.400721960,38.400723870,7287.210,7289.120,1.910,,,ok
104,38.417495020,38.424777810,38.424783100,7282.790,7288.080,5.290,,,ok
105,38.443239540,38.450528760,38.450525280,7289.220,7285.740,3.480,,,ok
106,38.467626770,38.474909740,38.474918520,7282.970,7291.750,8.780,,,ok
107,38.491801710,38.499089580,38.499088190,7287.870,7286.480,1.390,,,ok
108,38.517749220,38.525039070,38.525036990,7289.850,7287.770,2.080,,,ok
109,38.542364030,38.549651360,38.549715540,7287.330,7351.510,64.180,,,ok
110,38.568393960,38.575680850,38.575683780,7286.890,7289.820,2.930,,,ok
111,38.593738150,38.601023270,38.601027140,7285.120,7288.990,3.870,,,ok
112,38.618176980,38.625466750,38.625465670,7289.770,7288.690,1.080,,,ok
113,38.642568190,38.649855860,38.649853170,7287.670,7284.980,2.690,,,ok
114,38.667592270,38.674878430,38.674881520,7286.160,7289.250,3.090,,,ok
115,38.692669670,38.699957600,38.699956170,7287.930,7286.500,1.430,,,ok
116,38.718120810,38.725405420,38.725408410,7284.610,7287.600,2.990,,,ok
117,38.742457450,38.749744380,38.749747960,7286.930,7290.510,3.580,,,ok
118,38.767582830,38.774873010,38.774868710,7290.180,7285.880,4.300,,,ok
119,38.793609340,38.800896290,38.800887890,7286.950,7278.550,8.400,,,ok
120,38.819593100,38.826878440,38.826883290,7285.340,7290.190,4.850,,,ok
121,38.843717180,38.851003030,38.851005280,7285.850,7288.100,2.250,,,ok
122,38.867460610,38.874746510,38.874749970,7285.900,7289.360,3.460,,,ok
123,38.893020970,38.900310040,38.900308590,7289.070,7287.620,1.450,,,ok
124,38.918519460,38.925807000,38.925807030,7287.540,7287.570,0.030,,,ok
125,38.943056540,38.950346900,38.950392870,7290.360,7336.330,45.970,,,ok
126,38.968856150,38.976145260,38.976143650,7289.110,7287.500,1.610,,,ok
127,38.992572380,38.999922580,38.999862490,7350.200,7290.110,60.090,,,ok
128,39.018682990,39.025971900,39.025970880,7288.910,7287.890,1.020,,,ok
129,39.043678700,39.050965490,39.050962990,7286.790,7284.290,2.500,,,ok
130,39.068162910,39.075446300,39.075452730,7283.390,7289.820,6.430,,,ok
131,39.093453640,39.100741250,39.100739750,7287.610,7286.110,1.500,,,ok
132,39.118617650,39.125905560,39.125904530,7287.910,7286.880,1.030,,,ok
133,39.142721850,39.150008150,39.150007160,7286.300,7285.310,0.990,,,ok
134,39.168578440,39.175867240,39.175866510,7288.800,7288.070,0.730,,,ok
135,39.193691860,39.200980950,39.200979910,7289.090,7288.050,1.040,,,ok
136,39.219464220,39.226753210,39.226753190,7288.990,7288.970,0.020,,,ok
137,39.243933970,39.251189190,39.251221760,7255.220,7287.790,32.570,,,ok
138,39.269879730,39.277165180,39.277163850,7285.450,7284.120,1.330,,,ok
139,39.295487780,39.302774520,39.302773610,7286.740,7285.830,0.910,,,ok
140,39.320300450,39.327587690,39.327585760,7287.240,7285.310,1.930,,,ok
141,39.344987140,39.352276250,39.352274790,7289.110,7287.650,1.460,,,ok
142,39.370761020,39.378047110,39.378048030,7286.090,7287.010,0.920,,,ok
143,39.396397570,39.403683140,39.403686580,7285.570,7289.010,3.440,,,ok
144,39.421718950,39.429006410,39.429005750,7287.460,7286.800,0.660,,,ok
145,39.445652240,39.452939880,39.452939300,7287.640,7287.060,0.580,,,ok
146,39.469364880,39.476653030,39.476652770,7288.150,7287.890,0.260,,,ok
147,39.494956090,39.502245100,39.502244960,7289.010,7288.870,0.140,,,ok
148,39.520242850,39.527529960,39.527529800,7287.110,7286.950,0.160,,,ok
149,39.545645660,39.552930860,39.552931920,7285.200,7286.260,1.060,,,ok
150,39.571377530,39.578666740,39.578665570,7289.210,7288.040,1.170,,,ok
151,39.597231890,39.604518800,39.604520100,7286.910,7288.210,1.300,,,ok
152,39.622922040,39.630207680,39.630205820,7285.640,7283.780,1.860,,,ok
153,39.648584880,39.655870880,39.655871850,7286.000,7286.970,0.970,,,ok
154,39.674312560,39.681600400,39.681599480,7287.840,7286.920,0.920,,,ok
155,39.699727210,39.707012390,39.707012760,7285.180,7285.550,0.370,,,ok
156,39.725538900,39.732827240,39.732827120,7288.340,7288.220,0.120,,,ok
157,39.749611980,39.756897980,39.756965340,7286.000,7353.360,67.360,,,ok
158,39.775649700,39.782937500,39.782938240,7287.800,7288.540,0.740,,,ok
159,39.801313810,39.808602320,39.808602440,7288.510,7288.630,0.120,,,ok
160,39.825761710,39.833049370,39.833050150,7287.660,7288.440,0.780,,,ok
161,39.851655570,39.858944160,39.858943520,7288.590,7287.950,0.640,,,ok
162,39.877604850,39.884892580,39.884892980,7287.730,7288.130,0.400,,,ok
163,39.901829410,39.909115900,39.909116380,7286.490,7286.970,0.480,,,ok
164,39.926915710,39.934203070,39.934203890,7287.360,7288.180,0.820,,,ok
165,39.950338530,39.957626770,39.957628320,7288.240,7289.790,1.550,,,ok
166,39.975756600,39.983045230,39.983041550,7288.630,7284.950,3.680,,,ok
167,39.999593950,40.006879550,40.006880200,7285.600,7286.250,0.650,,,ok
168,40.025247250,40.032530490,40.032532800,7283.240,7285.550,2.310,,,ok
169,40.051073690,40.058348600,40.058360780,7274.910,7287.090,12.180,,,ok
170,40.076897010,40.084184650,40.084184600,7287.640,7287.590,0.050,,,ok
171,40.102746900,40.110030670,40.110034050,7283.770,7287.150,3.380,,,ok
172,40.128642680,40.135931380,40.135932290,7288.700,7289.610,0.910,,,ok
173,40.152120230,40.159409850,40.159403380,7289.620,7283.150,6.470,,,ok
174,40.175838620,40.183128520,40.183122990,7289.900,7284.370,5.530,,,ok
175,40.201725590,40.209011770,40.209010230,7286.180,7284.640,1.540,,,ok
176,40.227487510,40.234775130,40.234776210,7287.620,7288.700,1.080,,,ok
177,40.252952600,40.260237600,40.260237030,7285.000,7284.430,0.570,,,ok
178,40.278625190,40.285911970,40.285868790,7286.780,7243.600,43.180,,,ok
179,40.304541220,40.311830370,40.311831530,7289.150,7290.310,1.160,,,ok
180,40.330441650,40.337728840,40.337730060,7287.190,7288.410,1.220,,,ok
181,40.356098710,40.363386990,40.363388400,7288.280,7289.690,1.410,,,ok
182,40.380448630,40.387733120,40.387736910,7284.490,7288.280,3.790,,,ok
183,40.406264450,40.413553890,40.413550250,7289.440,7285.800,3.640,,,ok
184,40.432032730,40.439321400,40.439318820,7288.670,7286.090,2.580,,,ok
185,40.457823360,40.465110780,40.465112180,7287.420,7288.820,1.400,,,ok
186,40.483609760,40.490898160,40.490895610,7288.400,7285.850,2.550,,,ok
187,40.509496310,40.516782680,40.516784070,7286.370,7287.760,1.390,,,ok
188,40.533128390,40.540414730,40.540414930,7286.340,7286.540,0.200,,,ok
189,40.556958970,40.564249400,40.564245960,7290.430,7286.990,3.440,,,ok
190,40.582678200,40.589967760,40.589963430,7289.560,7285.230,4.330,,,ok
191,40.606422820,40.613711060,40.613712790,7288.240,7289.970,1.730,,,ok
192,40.632375040,40.639664560,40.639661300,7289.520,7286.260,3.260,,,ok
193,40.655708050,40.662992900,40.662994740,7284.850,7286.690,1.840,,,ok
194,40.681275300,40.688561380,40.688563120,7286.080,7287.820,1.740,,,ok
195,40.705491110,40.712778910,40.712780590,7287.800,7289.480,1.680,,,ok
196,40.731301950,40.738588140,40.738590120,7286.190,7288.170,1.980,,,ok
197,40.755604080,40.762890610,40.762892000,7286.530,7287.920,1.390,,,ok
198,40.780920910,40.788209920,40.788207130,7289.010,7286.220,2.790,,,ok
199,40.805242830,40.812528410,40.812530330,7285.580,7287.500,1.920,,,ok
200,40.831124190,40.838410330,40.838414020,7286.140,7289.830,3.690,,,ok
201,40.855354630,40.862640000,40.862642260,7285.370,7287.630,2.260,,,ok
202,40.881243280,40.888532460,40.888530770,7289.180,7287.490,1.690,,,ok
203,40.905050310,40.912336030,40.912337830,7285.720,7287.520,1.800,,,ok
204,40.928696560,40.935985330,40.935981740,7288.770,7285.180,3.590,,,ok
205,40.954271830,40.961534120,40.961560330,7262.290,7288.500,26.210,,,ok
206,40.977909280,40.985196940,40.985199620,7287.660,7290.340,2.680,,,ok
207,41.001782090,41.009069660,41.009066990,7287.570,7284.900,2.670,,,ok
208,41.026735010,41.034021330,41.034021430,7286.320,7286.420,0.100,,,ok
209,41.051798160,41.059086040,41.059085040,7287.880,7286.880,1.000,,,ok
210,41.077165790,41.084507980,41.084453340,7342.190,7287.550,54.640,,,ok
211,41.100753760,41.108038150,41.108041830,7284.390,7288.070,3.680,,,ok
212,41.126060640,41.133347640,41.133349380,7287.000,7288.740,1.740,,,ok
213,41.151755730,41.159038330,41.159041130,7282.600,7285.400,2.800,,,ok
214,41.176465560,41.183751770,41.183752100,7286.210,7286.540,0.330,,,ok
215,41.202091860,41.209376880,41.209380420,7285.020,7288.560,3.540,,,ok
216,41.227674300,41.234960200,41.234963090,7285.900,7288.790,2.890,,,ok
217,41.252784660,41.260074390,41.260071460,7289.730,7286.800,2.930,,,ok
218,41.276592740,41.283877870,41.283880860,7285.130,7288.120,2.990,,,ok
219,41.302458280,41.309746360,41.309744280,7288.080,7286.000,2.080,,,ok
220,41.326219780,41.333509680,41.333506770,7289.900,7286.990,2.910,,,ok
221,41.352105910,41.359390550,41.359395400,7284.640,7289.490,4.850,,,ok
222,41.376437130,41.383788980,41.383724760,7351.850,7287.630,64.220,,,ok
223,41.402229180,41.409514850,41.409516830,7285.670,7287.650,1.980,,,ok
224,41.428008060,41.435292170,41.435296610,7284.110,7288.550,4.440,,,ok
225,41.452563540,41.459849200,41.459847530,7285.660,7283.990,1.670,,,ok
226,41.477107310,41.484394220,41.484393210,7286.910,7285.900,1.010,,,ok
227,41.502931900,41.510215870,41.510221840,7283.970,7289.940,5.970,,,ok
228,41.528653410,41.535941150,41.535923540,7287.740,7270.130,17.610,,,ok
229,41.554476850,41.561762780,41.561763790,7285.930,7286.940,1.010,,,ok
230,41.580038900,41.587328820,41.587327390,7289.920,7288.490,1.430,,,ok
231,41.605822050,41.613104870,41.613110670,7282.820,7288.620,5.800,,,ok
232,41.630427860,41.637712960,41.637711630,7285.100,7283.770,1.330,,,ok
233,41.655462550,41.662748920,41.662751680,7286.370,7289.130,2.760,,,ok
234,41.681239080,41.688479960,41.688525960,7240.880,7286.880,46.000,,,ok
235,41.706734300,41.714020950,41.714022990,7286.650,7288.690,2.040,,,ok
236,41.730451750,41.737738350,41.737737970,7286.600,7286.220,0.380,,,ok
237,41.755478210,41.762766080,41.762766150,7287.870,7287.940,0.070,,,ok
238,41.781299210,41.788586040,41.788583990,7286.830,7284.780,2.050,,,ok
239,41.806013380,41.813299300,41.813303310,7285.920,7289.930,4.010,,,ok
240,41.831847580,41.839132800,41.839136770,7285.220,7289.190,3.970,,,ok
241,41.857149160,41.864436160,41.864435160,7287.000,7286.000,1.000,,,ok
242,41.882870480,41.890159600,41.890158560,7289.120,7288.080,1.040,,,ok
243,41.908368240,41.915656630,41.915656380,7288.390,7288.140,0.250,,,ok
244,41.934321680,41.941611280,41.941610430,7289.600,7288.750,0.850,,,ok
245,41.960083310,41.967368820,41.967364350,7285.510,7281.040,4.470,,,ok
246,41.985090520,41.992378250,41.992377360,7287.730,7286.840,0.890,,,ok
247,42.010169670,42.017455580,42.017455720,7285.910,7286.050,0.140,,,ok
248,42.035701780,42.042989020,42.042989190,7287.240,7287.410,0.170,,,ok
249,42.061015620,42.068303530,42.068302630,7287.910,7287.010,0.900,,,ok
250,42.086769690,42.094056760,42.094054810,7287.070,7285.120,1.950,,,ok
251,42.112566220,42.119855100,42.119853520,7288.880,7287.300,1.580,,,ok
252,42.137612090,42.144898460,42.144897970,7286.370,7285.880,0.490,,,ok
253,42.163312430,42.170601090,42.170601370,7288.660,7288.940,0.280,,,ok
254,42.189073520,42.196337490,42.196359690,7263.970,7286.170,22.200,,,ok
255,42.213379040,42.220667720,42.220668320,7288.680,7289.280,0.600,,,ok
256,42.237141970,42.244378250,42.244431830,7236.280,7289.860,53.580,,,ok
257,42.261303430,42.268589650,42.268590250,7286.220,7286.820,0.600,,,ok
258,42.287216520,42.294503260,42.294503470,7286.740,7286.950,0.210,,,ok
259,42.312945090,42.320231410,42.320231290,7286.320,7286.200,0.120,,,ok
260,42.338745070,42.346021390,42.346034690,7276.320,7289.620,13.300,,,ok
261,42.364469100,42.371759160,42.371757700,7290.060,7288.600,1.460,,,ok
262,42.388939930,42.396227650,42.396227400,7287.720,7287.470,0.250,,,ok
263,42.414580020,42.421865860,42.421865820,7285.840,7285.800,0.040,,,ok
264,42.439995400,42.447283410,42.447284310,7288.010,7288.910,0.900,,,ok
265,42.464666860,42.471951810,42.471951520,7284.950,7284.660,0.290,,,ok
266,42.490515180,42.497801120,42.497800240,7285.940,7285.060,0.880,,,ok
267,42.515824790,42.523112420,42.523113850,7287.630,7289.060,1.430,,,ok
268,42.541207230,42.548492000,42.548493070,7284.770,7285.840,1.070,,,ok
269,42.567029450,42.574316490,42.574316490,7287.040,7287.040,0.000,,,ok
270,42.592885180,42.600173930,42.600174960,7288.750,7289.780,1.030,,,ok
271,42.617236120,42.624520870,42.624523260,7284.750,7287.140,2.390,,,ok
272,42.642974460,42.650261520,42.650260870,7287.060,7286.410,0.650,,,ok
273,42.667437680,42.674725150,42.674724330,7287.470,7286.650,0.820,,,ok
274,42.692955630,42.700243450,42.700309570,7287.820,7353.940,66.120,,,ok
275,42.716755810,42.724040970,42.724042260,7285.160,7286.450,1.290,,,ok
276,42.742779940,42.750062640,42.750064580,7282.700,7284.640,1.940,,,ok
277,42.768308070,42.775593670,42.775594280,7285.600,7286.210,0.610,,,ok
278,42.793730700,42.801016960,42.801016540,7286.260,7285.840,0.420,,,ok
279,42.819630730,42.826986300,42.826915810,7355.570,7285.080,70.490,,,ok
280,42.845592970,42.852878860,42.852877010,7285.890,7284.040,1.850,,,ok
281,42.871465890,42.878751290,42.878752810,7285.400,7286.920,1.520,,,ok
282,42.896534870,42.903818190,42.903818840,7283.320,7283.970,0.650,,,ok
283,42.922321420,42.929609020,42.929609680,7287.600,7288.260,0.660,,,ok
284,42.946571980,42.953862490,42.953858270,7290.510,7286.290,4.220,,,ok
285,42.972131380,42.979419930,42.979416630,7288.550,7285.250,3.300,,,ok
286,42.997161780,43.004449220,43.004450160,7287.440,7288.380,0.940,,,ok
287,43.022831290,43.030142120,43.030117640,7310.830,7286.350,24.480,,,ok
288,43.047435910,43.054723380,43.054721880,7287.470,7285.970,1.500,,,ok
289,43.072625390,43.079914550,43.079915510,7289.160,7290.120,0.960,,,ok
290,43.098312630,43.105601840,43.105598830,7289.210,7286.200,3.010,,,ok
291,43.122386230,43.129675290,43.129672320,7289.060,7286.090,2.970,,,ok
292,43.147789090,43.155073290,43.155075870,7284.200,7286.780,2.580,,,ok
293,43.173668320,43.180955730,43.181019310,7287.410,7350.990,63.580,,,ok
294,43.199399450,43.206685400,43.206687670,7285.950,7288.220,2.270,,,ok
295,43.225110360,43.232399840,43.232396060,7289.480,7285.700,3.780,,,ok
296,43.250960320,43.258248280,43.258249560,7287.960,7289.240,1.280,,,ok
297,43.276612990,43.283899040,43.283902880,7286.050,7289.890,3.840,,,ok
298,43.300553300,43.307840020,43.307841470,7286.720,7288.170,1.450,,,ok
299,43.324474460,43.331763400,43.331764750,7288.940,7290.290,1.350,,,ok
300,43.348841670,43.356197550,43.356126990,7355.880,7285.320,70.560,,,ok
301,43.374700820,43.381990120,43.381986810,7289.300,7285.990,3.310,,,ok
302,43.400456660,43.407743640,43.407743920,7286.980,7287.260,0.280,,,ok
303,43.426254590,43.433542040,43.433543590,7287.450,7289.000,1.550,,,ok
304,43.450768360,43.458055440,43.458057160,7287.080,7288.800,1.720,,,ok
305,43.475088080,43.482372950,43.482375520,7284.870,7287.440,2.570,,,ok
306,43.500366560,43.507652280,43.507654070,7285.720,7287.510,1.790,,,ok
307,43.524198660,43.531484770,43.531486700,7286.110,7288.040,1.930,,,ok
308,43.548069160,43.555354090,43.555355810,7284.930,7286.650,1.720,,,ok
309,43.573742890,43.581032510,43.581028380,7289.620,7285.490,4.130,,,ok
310,43.599183290,43.606470740,43.606472890,7287.450,7289.600,2.150,,,ok
311,43.625033740,43.632319120,43.632319940,7285.380,7286.200,0.820,,,ok
312,43.650352740,43.657637520,43.657639630,7284.780,7286.890,2.110,,,ok
313,43.676299580,43.683586230,43.683587080,7286.650,7287.500,0.850,,,ok
314,43.701712040,43.709011610,43.709001610,7299.570,7289.570,10.000,,,ok
315,43.725455180,43.732742820,43.732744880,7287.640,7289.700,2.060,,,ok
316,43.751239980,43.758526200,43.758528290,7286.220,7288.310,2.090,,,ok
317,43.776274420,43.783564560,43.783561880,7290.140,7287.460,2.680,,,ok
318,43.802092990,43.809382890,43.809379450,7289.900,7286.460,3.440,,,ok
319,43.825768000,43.833053880,43.833052830,7285.880,7284.830,1.050,,,ok
320,43.850581210,43.857869900,43.857867290,7288.690,7286.080,2.610,,,ok
321,43.875316650,43.882603450,43.882605590,7286.800,7288.940,2.140,,,ok
322,43.900877800,43.908166680,43.908164260,7288.880,7286.460,2.420,,,ok
323,43.926420890,43.933710120,43.933706400,7289.230,7285.510,3.720,,,ok
324,43.952150210,43.959438460,43.959435880,7288.250,7285.670,2.580,,,ok
325,43.975990490,43.983275740,43.983279510,7285.250,7289.020,3.770,,,ok
326,44.001782730,44.009069970,44.009083980,7287.240,7301.250,14.010,,,ok
327,44.027571630,44.034858700,44.034860360,7287.070,7288.730,1.660,,,ok
328,44.052572160,44.059859390,44.059858910,7287.230,7286.750,0.480,,,ok
329,44.078332080,44.085620420,44.085613940,7288.340,7281.860,6.480,,,ok
330,44.104132290,44.111416300,44.111420800,7284.010,7288.510,4.500,,,ok
331,44.129920610,44.137207280,44.137213660,7286.670,7293.050,6.380,,,ok
332,44.154272260,,44.161557920,,7285.660,,,,missing_rx1
333,44.180340080,44.187627850,44.187627070,7287.770,7286.990,0.780,50.421,,ok
334,44.205714350,44.213002290,44.212999580,7287.940,7285.230,2.710,,,ok
335,44.229622350,44.236910730,44.236907960,7288.380,7285.610,2.770,,,ok
336,44.255565500,44.262853110,44.262852450,7287.610,7286.950,0.660,,,ok
337,44.280780690,44.288066570,44.288065890,7285.880,7285.200,0.680,,,ok
338,44.305929740,44.313203950,44.313218500,7274.210,7288.760,14.550,,,ok
339,44.330808340,44.338093330,44.338096760,7284.990,7288.420,3.430,,,ok
340,44.356618080,44.363907500,44.363905350,7289.420,7287.270,2.150,,,ok
341,44.382376710,44.389665980,44.389664690,7289.270,7287.980,1.290,,,ok
342,44.406428390,44.413713490,44.413718010,7285.100,7289.620,4.520,,,ok
343,44.432095860,44.439382990,44.439381700,7287.130,7285.840,1.290,,,ok
344,44.455971640,44.463258850,44.463259980,7287.210,7288.340,1.130,,,ok
345,44.479647130,44.486934560,44.486930820,7287.430,7283.690,3.740,,,ok
346,44.503456110,44.510743020,44.510741990,7286.910,7285.880,1.030,,,ok
347,44.529215970,44.536501400,44.536505390,7285.430,7289.420,3.990,,,ok
348,44.553036920,44.560324970,44.560323900,7288.050,7286.980,1.070,,,ok
349,44.578792630,44.586077080,44.586081220,7284.450,7288.590,4.140,,,ok
350,44.602923260,44.610209080,44.610210850,7285.820,7287.590,1.770,,,ok
351,44.627605550,44.634895150,44.634893190,7289.600,7287.640,1.960,,,ok
352,44.653261490,44.660554010,44.660546300,7292.520,7284.810,7.710,,,ok
353,44.679064040,44.686351010,44.686351040,7286.970,7287.000,0.030,,,ok
354,44.704209850,44.711500350,44.711499250,7290.500,7289.400,1.100,,,ok
