event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,RX1_gap_before_ms,RX2_gap_before_ms,status
126,4.304258770,4.311543830,4.311547680,7285.060,7288.910,3.850,,,ok
127,4.324031090,4.331317540,4.331315100,7286.450,7284.010,2.440,,,ok
128,4.343392680,4.350680920,4.350679380,7288.240,7286.700,1.540,,,ok
129,4.364669420,4.371951740,4.371955420,7282.320,7286.000,3.680,,,ok
130,4.384238550,4.391527290,4.391525240,7288.740,7286.690,2.050,,,ok
131,4.404275550,4.411560900,4.411559660,7285.350,7284.110,1.240,,,ok
132,4.424296420,4.431584260,4.431583140,7287.840,7286.720,1.120,,,ok
133,4.444362570,4.451647430,4.451650330,7284.860,7287.760,2.900,,,ok
134,4.463368220,4.470655810,4.470652460,7287.590,7284.240,3.350,,,ok
135,4.483773810,4.491059340,4.491063190,7285.530,7289.380,3.850,,,ok
136,4.504513740,4.511802650,4.511801800,7288.910,7288.060,0.850,,,ok
137,4.524311530,4.531600120,4.531599070,7288.590,7287.540,1.050,,,ok
138,4.544340710,4.551629230,4.551628270,7288.520,7287.560,0.960,,,ok
139,4.564305110,4.571591650,4.571590850,7286.540,7285.740,0.800,,,ok
140,4.584313870,4.591599680,4.591597810,7285.810,7283.940,1.870,,,ok
141,4.604621750,4.611912010,4.611908480,7290.260,7286.730,3.530,,,ok
142,4.624202190,4.631486880,4.631485800,7284.690,7283.610,1.080,,,ok
143,4.644403410,4.651691210,4.651690370,7287.800,7286.960,0.840,,,ok
144,4.664256170,4.671543620,4.671542950,7287.450,7286.780,0.670,,,ok
145,4.683810190,4.691097870,4.691095960,7287.680,7285.770,1.910,,,ok
146,4.704581910,4.711871210,4.711870630,7289.300,7288.720,0.580,,,ok
147,4.724150190,4.731434470,4.731433130,7284.280,7282.940,1.340,,,ok
148,4.743658270,4.750942870,4.750947430,7284.600,7289.160,4.560,,,ok
149,4.763354280,4.770641270,4.770640910,7286.990,7286.630,0.360,,,ok
150,4.783828020,4.791112000,4.791114180,7283.980,7286.160,2.180,,,ok
151,4.804114860,4.811401720,4.811401370,7286.860,7286.510,0.350,,,ok
152,4.824365160,4.831651350,4.831650830,7286.190,7285.670,0.520,,,ok
153,4.844398040,4.851683710,4.851717860,7285.670,7319.820,34.150,,,ok
154,4.863492080,4.870778030,4.870777670,7285.950,7285.590,0.360,,,ok
155,4.884498680,4.891786510,4.891785320,7287.830,7286.640,1.190,,,ok
156,4.904291750,4.911579890,4.911579580,7288.140,7287.830,0.310,,,ok
157,4.924428190,4.931713210,4.931712100,7285.020,7283.910,1.110,,,ok
158,4.944343320,4.951629130,4.951630440,7285.810,7287.120,1.310,,,ok
159,4.964244040,4.971529870,4.971528900,7285.830,7284.860,0.970,,,ok
160,4.984145400,4.991432180,4.991433150,7286.780,7287.750,0.970,,,ok
161,5.004303320,5.011589230,5.011590740,7285.910,7287.420,1.510,,,ok
162,5.024017120,5.031305030,5.031304870,7287.910,7287.750,0.160,,,ok
163,5.044495860,,5.051783220,,7287.360,,,,missing_rx1
164,5.063368110,5.070653210,5.070656000,7285.100,7287.890,2.790,39.348,,ok
165,5.084483350,5.091769060,5.091770020,7285.710,7286.670,0.960,,,ok
166,5.104030350,5.111320110,5.111318550,7289.760,7288.200,1.560,,,ok
167,5.124384150,5.131673220,5.131671880,7289.070,7287.730,1.340,,,ok
168,5.144312780,5.151600700,5.151599320,7287.920,7286.540,1.380,,,ok
169,5.164312810,5.171599270,5.171597870,7286.460,7285.060,1.400,,,ok
170,5.184249860,5.191538240,5.191535810,7288.380,7285.950,2.430,,,ok
171,5.204312430,5.211620740,5.211600690,7308.310,7288.260,20.050,,,ok
172,5.224271350,5.231560000,5.231558940,7288.650,7287.590,1.060,,,ok
173,5.244420230,5.251707170,5.251706480,7286.940,7286.250,0.690,,,ok
174,5.264292990,5.271582010,5.271578420,7289.020,7285.430,3.590,,,ok
175,5.284237120,5.291525220,5.291524070,7288.100,7286.950,1.150,,,ok
176,5.304385730,5.311670850,5.311672430,7285.120,7286.700,1.580,,,ok
177,5.324121650,5.331405940,5.331410020,7284.290,7288.370,4.080,,,ok
178,5.344346200,5.351634050,5.351633000,7287.850,7286.800,1.050,,,ok
179,5.363331830,5.370618780,5.370616940,7286.950,7285.110,1.840,,,ok
180,5.384690510,5.391977080,5.391976110,7286.570,7285.600,0.970,,,ok
181,5.404260680,5.411545400,5.411548590,7284.720,7287.910,3.190,,,ok
182,5.424012330,5.431298650,5.431296990,7286.320,7284.660,1.660,,,ok
183,5.444487380,5.451772050,5.451776410,7284.670,7289.030,4.360,,,ok
184,5.464354220,5.471640790,5.471639790,7286.570,7285.570,1.000,,,ok
185,5.484370870,5.491657580,5.491657230,7286.710,7286.360,0.350,,,ok
186,5.503988420,5.511276110,5.511276630,7287.690,7288.210,0.520,,,ok
187,5.524403840,5.531690530,5.531689210,7286.690,7285.370,1.320,,,ok
188,5.543694870,5.550983060,5.550983210,7288.190,7288.340,0.150,,,ok
189,5.564544270,5.571832060,5.571830820,7287.790,7286.550,1.240,,,ok
190,5.583752840,5.591038110,5.591039030,7285.270,7286.190,0.920,,,ok
191,5.604478410,5.611762630,5.611763410,7284.220,7285.000,0.780,,,ok
192,5.624290750,5.631577370,5.631576870,7286.620,7286.120,0.500,,,ok
193,5.644434400,5.651720750,5.651720370,7286.350,7285.970,0.380,,,ok
194,5.664314300,5.671602780,5.671602440,7288.480,7288.140,0.340,,,ok
195,5.684468100,5.691756780,5.691757130,7288.680,7289.030,0.350,,,ok
196,5.704207940,5.711494550,5.711495360,7286.610,7287.420,0.810,,,ok
197,5.724117360,5.731403270,5.731404030,7285.910,7286.670,0.760,,,ok
198,5.743873910,5.751160000,5.751162300,7286.090,7288.390,2.300,,,ok
199,5.764081790,5.771370900,5.771357240,7289.110,7275.450,13.660,,,ok
200,5.784517190,5.791804160,5.791803230,7286.970,7286.040,0.930,,,ok
201,5.804223260,5.811512580,5.811509980,7289.320,7286.720,2.600,,,ok
202,5.824315540,5.831663350,5.831598360,7347.810,7282.820,64.990,,,ok
203,5.843701730,5.850988430,5.850989570,7286.700,7287.840,1.140,,,ok
204,5.864460240,5.871747530,5.871746740,7287.290,7286.500,0.790,,,ok
205,5.884273160,5.891560100,5.891558550,7286.940,7285.390,1.550,,,ok
206,5.904310060,5.911593040,5.911599510,7282.980,7289.450,6.470,,,ok
207,5.924032530,5.931317630,5.931318060,7285.100,7285.530,0.430,,,ok
208,5.944461510,5.951746220,5.951746350,7284.710,7284.840,0.130,,,ok
209,5.964451120,5.971739410,5.971738810,7288.290,7287.690,0.600,,,ok
210,5.984312150,5.991596600,5.991600670,7284.450,7288.520,4.070,,,ok
211,6.004303120,6.011590360,6.011591500,7287.240,7288.380,1.140,,,ok
212,6.024412930,6.031699610,6.031697530,7286.680,7284.600,2.080,,,ok
213,6.044363270,6.051647780,6.051647300,7284.510,7284.030,0.480,,,ok
214,6.064174470,6.071460410,6.071461010,7285.940,7286.540,0.600,,,ok
215,6.084488350,6.091773620,6.091775140,7285.270,7286.790,1.520,,,ok
216,6.103615580,6.110902900,6.110902310,7287.320,7286.730,0.590,,,ok
217,6.124601440,6.131886360,6.131887080,7284.920,7285.640,0.720,,,ok
218,6.144192640,6.151479660,6.151480170,7287.020,7287.530,0.510,,,ok
219,6.164469910,6.171757910,6.171757440,7288.000,7287.530,0.470,,,ok
220,6.184425020,6.191710420,6.191711260,7285.400,7286.240,0.840,,,ok
221,6.204326380,6.211613740,6.211614650,7287.360,7288.270,0.910,,,ok
222,6.223763740,6.231047330,6.231016220,7283.590,7252.480,31.110,,,ok
223,6.244797170,6.252086490,6.252082450,7289.320,7285.280,4.040,,,ok
224,6.264328670,6.271615020,6.271614430,7286.350,7285.760,0.590,,,ok
225,6.284378550,6.291667380,6.291663140,7288.830,7284.590,4.240,,,ok
226,6.304267040,6.311551510,6.311552600,7284.470,7285.560,1.090,,,ok
227,6.324513880,6.331799160,6.331800900,7285.280,7287.020,1.740,,,ok
228,6.343781030,6.351065730,6.351068210,7284.700,7287.180,2.480,,,ok
229,6.364099100,6.371386670,6.371386650,7287.570,7287.550,0.020,,,ok
230,6.383963680,6.391249110,6.391313320,7285.430,7349.640,64.210,,,ok
231,6.403638270,6.410923490,6.410924570,7285.220,7286.300,1.080,,,ok
232,6.423516300,6.430800450,6.430802890,7284.150,7286.590,2.440,,,ok
233,6.444488390,,6.451773740,,7285.350,,,,missing_rx1
234,6.464262730,6.471548190,6.471546370,7285.460,7283.640,1.820,40.748,,ok
235,6.484217280,6.491505630,6.491502960,7288.350,7285.680,2.670,,,ok
236,6.504262070,6.511549840,6.511551460,7287.770,7289.390,1.620,,,ok
237,6.524410690,6.531698120,6.531694880,7287.430,7284.190,3.240,,,ok
238,6.544313320,6.551601730,6.551595710,7288.410,7282.390,6.020,,,ok
239,6.564294630,6.571580130,6.571581860,7285.500,7287.230,1.730,,,ok
240,6.584307040,6.591593360,6.591594070,7286.320,7287.030,0.710,,,ok
241,6.604246560,6.611530370,6.611530910,7283.810,7284.350,0.540,,,ok
242,6.624278050,6.631564350,6.631566760,7286.300,7288.710,2.410,,,ok
243,6.644336910,6.651623520,6.651625200,7286.610,7288.290,1.680,,,ok
244,6.663974350,6.671261920,6.671263710,7287.570,7289.360,1.790,,,ok
245,6.684634320,6.691920260,6.691920600,7285.940,7286.280,0.340,,,ok
246,6.703685980,6.710973620,6.710970480,7287.640,7284.500,3.140,,,ok
247,6.724035530,6.731321000,6.731323940,7285.470,7288.410,2.940,,,ok
248,6.744475140,6.751760440,6.751761320,7285.300,7286.180,0.880,,,ok
249,6.764375000,6.771662650,6.771660760,7287.650,7285.760,1.890,,,ok
250,6.784058990,6.791347090,6.791343930,7288.100,7284.940,3.160,,,ok
251,6.803979030,,6.811266220,,7287.190,,,,missing_rx1
252,6.823628640,6.830913480,6.830913430,7284.840,7284.790,0.050,39.566,,ok
253,6.844490030,6.851776810,6.851779290,7286.780,7289.260,2.480,,,ok
254,6.864492780,6.871780250,6.871775140,7287.470,7282.360,5.110,,,ok
255,6.884260890,6.891548570,6.891545020,7287.680,7284.130,3.550,,,ok
256,6.904323730,6.911600430,6.911609580,7276.700,7285.850,9.150,,,ok
257,6.924291650,6.931580390,6.931576380,7288.740,7284.730,4.010,,,ok
258,6.944480910,6.951766170,6.951768920,7285.260,7288.010,2.750,,,ok
259,6.964530310,6.971817050,6.971814730,7286.740,7284.420,2.320,,,ok
260,6.984278630,6.991565570,6.991567170,7286.940,7288.540,1.600,,,ok
261,7.004377590,7.011661240,7.011664990,7283.650,7287.400,3.750,,,ok
262,7.024624930,7.031912040,7.031909820,7287.110,7284.890,2.220,,,ok
263,7.044306210,7.051595310,7.051591990,7289.100,7285.780,3.320,,,ok
264,7.064467150,7.071751260,7.071756310,7284.110,7289.160,5.050,,,ok
265,7.084179420,7.091467130,7.091464120,7287.710,7284.700,3.010,,,ok
266,7.104813430,7.112099590,7.112098250,7286.160,7284.820,1.340,,,ok
267,7.124227250,7.131513080,7.131511020,7285.830,7283.770,2.060,,,ok
268,7.143498460,7.150787340,7.150785420,7288.880,7286.960,1.920,,,ok
269,7.164617380,7.171905710,7.171885250,7288.330,7267.870,20.460,,,ok
270,7.184357200,7.191644090,7.191641130,7286.890,7283.930,2.960,,,ok
271,7.204425460,7.211712350,7.211710420,7286.890,7284.960,1.930,,,ok
272,7.224346980,7.231635660,7.231633760,7288.680,7286.780,1.900,,,ok
273,7.244279860,7.251568900,7.251566450,7289.040,7286.590,2.450,,,ok
274,7.263640950,7.270927300,7.270922990,7286.350,7282.040,4.310,,,ok
275,7.284748440,7.292035670,7.292031760,7287.230,7283.320,3.910,,,ok
276,7.304210790,7.311499100,7.311497370,7288.310,7286.580,1.730,,,ok
277,7.324209900,7.331497410,7.331493580,7287.510,7283.680,3.830,,,ok
278,7.344331950,7.351620810,7.351619250,7288.860,7287.300,1.560,,,ok
279,7.364331040,7.371618210,7.371617630,7287.170,7286.590,0.580,,,ok
280,7.384009920,7.391296590,7.391295960,7286.670,7286.040,0.630,,,ok
281,7.403973320,7.411260970,7.411258550,7287.650,7285.230,2.420,,,ok
282,7.424383720,7.431669350,7.431672730,7285.630,7289.010,3.380,,,ok
283,7.444286930,7.451587230,7.451575260,7300.300,7288.330,11.970,,,ok
284,7.464372560,7.471661150,7.471659670,7288.590,7287.110,1.480,,,ok
285,7.484466340,7.491754500,7.491752220,7288.160,7285.880,2.280,,,ok
286,7.504207990,7.511492650,7.511495590,7284.660,7287.600,2.940,,,ok
287,7.524627040,7.531918680,7.531914890,7291.640,7287.850,3.790,,,ok
288,7.544240710,7.551529390,7.551528180,7288.680,7287.470,1.210,,,ok
289,7.564433360,7.571722830,7.571720180,7289.470,7286.820,2.650,,,ok
290,7.584327570,7.591616130,7.591614160,7288.560,7286.590,1.970,,,ok
291,7.604198640,7.611484650,7.611480830,7286.010,7282.190,3.820,,,ok
292,7.624092000,7.631376890,7.631374480,7284.890,7282.480,2.410,,,ok
293,7.644382340,7.651671240,7.651670040,7288.900,7287.700,1.200,,,ok
294,7.663895630,7.671184560,7.671183610,7288.930,7287.980,0.950,,,ok
295,7.684481680,7.691767850,7.691766090,7286.170,7284.410,1.760,,,ok
296,7.703866410,7.711151400,7.711155210,7284.990,7288.800,3.810,,,ok
297,7.724518290,7.731803740,7.731803780,7285.450,7285.490,0.040,,,ok
298,7.744435550,7.751722140,7.751722240,7286.590,7286.690,0.100,,,ok
299,7.764369530,7.771656390,7.771655720,7286.860,7286.190,0.670,,,ok
300,7.783950350,7.791233500,7.791238820,7283.150,7288.470,5.320,,,ok
301,7.803888410,7.811173130,7.811175100,7284.720,7286.690,1.970,,,ok
302,7.824450130,7.831735150,7.831735950,7285.020,7285.820,0.800,,,ok
303,7.844362010,7.851649030,7.851648240,7287.020,7286.230,0.790,,,ok
304,7.864270370,7.871558260,7.871557310,7287.890,7286.940,0.950,,,ok
305,7.884359390,7.891646520,7.891645980,7287.130,7286.590,0.540,,,ok
306,7.904352190,7.911639960,7.911638310,7287.770,7286.120,1.650,,,ok
307,7.924514680,7.931803210,7.931802560,7288.530,7287.880,0.650,,,ok
308,7.944386080,7.951668860,7.951671110,7282.780,7285.030,2.250,,,ok
309,7.964089850,7.971374840,7.971374570,7284.990,7284.720,0.270,,,ok
310,7.984376610,7.991661010,7.991660300,7284.400,7283.690,0.710,,,ok
311,8.004244420,8.011531770,8.011530340,7287.350,7285.920,1.430,,,ok
312,8.024207840,8.031495040,8.031494840,7287.200,7287.000,0.200,,,ok
313,8.044252450,8.051538290,8.051537130,7285.840,7284.680,1.160,,,ok
314,8.064176770,8.071461610,8.071461470,7284.840,7284.700,0.140,,,ok
315,8.084488150,8.091774890,8.091774820,7286.740,7286.670,0.070,,,ok
316,8.104265150,8.111553560,8.111553510,7288.410,7288.360,0.050,,,ok
317,8.124202330,8.131484430,8.131484260,7282.100,7281.930,0.170,,,ok
318,8.144492690,8.151843750,8.151778850,7351.060,7286.160,64.900,,,ok
319,8.164481610,8.171767750,8.171768500,7286.140,7286.890,0.750,,,ok
320,8.184279190,8.191566780,8.191565870,7287.590,7286.680,0.910,,,ok
321,8.204295410,8.211579260,8.211580310,7283.850,7284.900,1.050,,,ok
322,8.224275560,8.231563580,8.231561250,7288.020,7285.690,2.330,,,ok
323,8.243769710,8.251055540,8.251056270,7285.830,7286.560,0.730,,,ok
324,8.264383010,8.271670350,8.271670560,7287.340,7287.550,0.210,,,ok
325,8.284413240,8.291698630,8.291696420,7285.390,7283.180,2.210,,,ok
326,8.304280200,8.311565920,8.311567320,7285.720,7287.120,1.400,,,ok
327,8.324273500,8.331560490,8.331559800,7286.990,7286.300,0.690,,,ok
328,8.344374980,8.351663990,8.351659050,7289.010,7284.070,4.940,,,ok
329,8.364285820,8.371572250,8.371572490,7286.430,7286.670,0.240,,,ok
330,8.384397720,8.391684600,8.391685820,7286.880,7288.100,1.220,,,ok
331,8.403608120,8.410893820,8.410894280,7285.700,7286.160,0.460,,,ok
332,8.424526920,8.431811360,8.431812890,7284.440,7285.970,1.530,,,ok
333,8.444313210,8.451599630,8.451598760,7286.420,7285.550,0.870,,,ok
334,8.464389890,8.471678970,8.471674330,7289.080,7284.440,4.640,,,ok
335,8.484323410,8.491612220,8.491613060,7288.810,7289.650,0.840,,,ok
336,8.504552770,8.511840560,8.511841180,7287.790,7288.410,0.620,,,ok
337,8.524365730,8.531654090,8.531653720,7288.360,7287.990,0.370,,,ok
338,8.544067630,8.551352090,8.551353210,7284.460,7285.580,1.120,,,ok
339,8.563964180,8.571250800,8.571251410,7286.620,7287.230,0.610,,,ok
340,8.584833000,8.592117660,8.592118460,7284.660,7285.460,0.800,,,ok
341,8.604348230,8.611648910,8.611632230,7300.680,7284.000,16.680,,,ok
342,8.624315530,8.631600850,8.631601610,7285.320,7286.080,0.760,,,ok
343,8.644245280,8.651534020,8.651534210,7288.740,7288.930,0.190,,,ok
344,8.664402140,8.671686500,8.671687570,7284.360,7285.430,1.070,,,ok
345,8.683731870,8.691020090,8.691021860,7288.220,7289.990,1.770,,,ok
346,8.703904750,8.711189030,8.711189360,7284.280,7284.610,0.330,,,ok
347,8.724411110,8.731697510,8.731697740,7286.400,7286.630,0.230,,,ok
348,8.744296800,8.751585930,8.751579590,7289.130,7282.790,6.340,,,ok
349,8.764290810,8.771579080,8.771580470,7288.270,7289.660,1.390,,,ok
350,8.784197100,8.791482520,8.791547630,7285.420,7350.530,65.110,,,ok
351,8.804347610,8.811634530,8.811631320,7286.920,7283.710,3.210,,,ok
352,8.824378780,8.831664400,8.831663220,7285.620,7284.440,1.180,,,ok
353,8.844234470,8.851522570,8.851519120,7288.100,7284.650,3.450,,,ok
354,8.864274660,8.871560220,8.871561680,7285.560,7287.020,1.460,,,ok
355,8.884384000,8.891669460,8.891668260,7285.460,7284.260,1.200,,,ok
