Time [s],Tx,Rx1,Rx2
36.766857060,1,0,0
36.773862980,0,0,0
36.774143310,0,1,0
36.774144080,0,1,1
36.774158430,0,0,1
36.774159350,0,0,0
36.792614010,1,0,0
36.799619910,0,0,0
36.799901360,0,0,1
36.799902460,0,1,1
36.799916630,0,1,0
36.799917730,0,0,0
36.818210250,1,0,0
36.825215750,0,0,0
36.825493380,0,1,0
36.825495740,0,1,1
36.825508570,0,0,1
36.825510890,0,0,0
36.843969520,1,0,0
36.850972610,0,0,0
36.851215200,0,1,0
36.851230430,0,0,0
36.851258480,0,0,1
36.851273580,0,0,0
36.867584080,1,0,0
36.874590480,0,0,0
36.874872710,0,1,0
36.874872820,0,1,1
36.874887970,0,0,1
36.874888110,0,0,0
36.893158710,1,0,0
36.900167150,0,0,0
36.900446070,0,1,0
36.900446120,0,1,1
36.900461170,0,0,1
36.900461350,0,0,0
36.918343260,1,0,0
36.925349220,0,0,0
36.925629510,0,1,0
36.925644820,0,0,0
36.925684760,0,0,1
36.925699960,0,0,0
36.944016330,1,0,0
36.951022100,0,0,0
36.951302120,0,1,0
36.951303200,0,1,1
36.951317280,0,0,1
36.951318300,0,0,0
36.969741750,1,0,0
36.976747510,0,0,0
36.977030670,0,0,1
36.977031330,0,1,1
36.977045770,0,1,0
36.977046520,0,0,0
36.994433110,1,0,0
37.001439110,0,0,0
37.001719800,0,1,0
37.001720110,0,1,1
37.001734940,0,0,1
37.001735340,0,0,0
37.019226150,1,0,0
37.026232110,0,0,0
37.026513220,0,1,0
37.026513580,0,1,1
37.026528490,0,0,1
37.026528870,0,0,0
37.044839470,1,0,0
37.051843870,0,0,0
37.052122220,0,1,0
37.052126130,0,1,1
37.052137370,0,0,1
37.052141280,0,0,0
37.070475060,1,0,0
37.077481110,0,0,0
37.077760450,0,0,1
37.077764940,0,1,1
37.077775680,0,1,0
37.077780180,0,0,0
37.093850160,1,0,0
37.100853410,0,0,0
37.101137110,0,1,0
37.101138980,0,1,1
37.101152360,0,0,1
37.101154120,0,0,0
37.119612190,1,0,0
37.126618250,0,0,0
37.126900640,0,1,0
37.126901320,0,1,1
37.126915800,0,0,1
37.126916510,0,0,0
37.145247570,1,0,0
37.152251970,0,0,0
37.152534290,0,1,0
37.152535710,0,1,1
37.152549450,0,0,1
37.152550890,0,0,0
37.170727390,1,0,0
37.177733850,0,0,0
37.178012250,0,1,0
37.178014070,0,1,1
37.178027410,0,0,1
37.178029280,0,0,0
37.196814110,1,0,0
37.203820280,0,0,0
37.204100250,0,0,1
37.204105710,0,1,1
37.204115390,0,1,0
37.204120940,0,0,0
37.221844500,1,0,0
37.228847550,0,0,0
37.229128820,0,1,0
37.229130990,0,1,1
37.229143990,0,0,1
37.229146210,0,0,0
37.247058070,1,0,0
37.254063990,0,0,0
37.254343720,0,1,0
37.254344470,0,1,1
37.254358930,0,0,1
37.254359660,0,0,0
37.272681250,1,0,0
37.279687600,0,0,0
37.279967060,0,1,0
37.279967250,0,1,1
37.279982250,0,0,1
37.279982540,0,0,0
37.298310860,1,0,0
37.305316880,0,0,0
37.305555030,0,1,0
37.305570170,0,0,0
37.305596430,0,0,1
37.305611680,0,0,0
37.323668720,1,0,0
37.330671680,0,0,0
37.330953870,0,1,0
37.330954790,0,1,1
37.330969090,0,0,1
37.330970040,0,0,0
37.349292260,1,0,0
37.356298370,0,0,0
37.356578340,0,0,1
37.356580980,0,1,1
37.356593650,0,1,0
37.356596160,0,0,0
37.374924130,1,0,0
37.381929650,0,0,0
37.382209710,0,1,0
37.382210850,0,1,1
37.382224980,0,0,1
37.382226060,0,0,0
37.400773510,1,0,0
37.407779780,0,0,0
37.408059210,0,1,0
37.408060150,0,1,1
37.408074400,0,0,1
37.408075420,0,0,0
37.426444160,1,0,0
37.433450040,0,0,0
37.433733580,0,0,1
37.433748700,0,0,0
37.433797070,0,1,0
37.433812380,0,0,0
37.452219400,1,0,0
37.459223650,0,0,0
37.459506000,0,1,0
37.459507210,0,1,1
37.459521180,0,0,1
37.459522460,0,0,0
37.477837390,1,0,0
37.484903640,0,0,0
37.485183040,0,1,0
37.485185450,0,1,1
37.485198290,0,0,1
37.485200680,0,0,0
37.503627120,1,0,0
37.510633230,0,0,0
37.510912460,0,1,0
37.510913960,0,1,1
37.510927630,0,0,1
37.510929210,0,0,0
37.529580630,1,0,0
37.536586660,0,0,0
37.536866180,0,1,0
37.536866490,0,1,1
37.536881400,0,0,1
37.536881700,0,0,0
37.554860240,1,0,0
37.561866440,0,0,0
37.562104830,0,1,0
37.562119970,0,0,0
37.562144810,0,0,1
37.562159980,0,0,0
37.580082250,1,0,0
37.587088170,0,0,0
37.587368040,0,1,0
37.587369360,0,1,1
37.587383210,0,0,1
37.587384550,0,0,0
37.605832470,1,0,0
37.612838550,0,0,0
37.613117890,0,0,1
37.613121400,0,1,1
37.613133120,0,1,0
37.613136570,0,0,0
37.631627810,1,0,0
37.638636210,0,0,0
37.638913930,0,1,0
37.638916550,0,1,1
37.638929090,0,0,1
37.638931690,0,0,0
37.656683890,1,0,0
37.663690110,0,0,0
37.663969450,0,0,1
37.663973270,0,1,1
37.663984680,0,1,0
37.663988390,0,0,0
37.682441010,1,0,0
37.689446890,0,0,0
37.689710110,0,0,1
37.689725370,0,0,0
37.689726770,0,1,0
37.689741980,0,0,0
37.706671980,1,0,0
37.713677970,0,0,0
37.713960000,0,1,0
37.713960570,0,1,1
37.713975250,0,0,1
37.713975860,0,0,0
37.732143140,1,0,0
37.739149160,0,0,0
37.739427640,0,0,1
37.739428470,0,1,1
37.739442850,0,1,0
37.739443490,0,0,0
37.757809390,1,0,0
37.764815650,0,0,0
37.765098460,0,0,1
37.765113710,0,0,0
37.765160370,0,1,0
37.765175620,0,0,0
37.783440300,1,0,0
37.790446300,0,0,0
37.790724460,0,1,0
37.790726180,0,1,1
37.790739600,0,0,1
37.790741370,0,0,0
37.809279010,1,0,0
37.816285290,0,0,0
37.816565360,0,0,1
37.816568690,0,1,1
37.816580540,0,1,0
37.816583900,0,0,0
37.834894150,1,0,0
37.841900050,0,0,0
37.842182130,0,1,0
37.842183780,0,1,1
37.842197320,0,0,1
37.842199030,0,0,0
37.860588840,1,0,0
37.867596970,0,0,0
37.867875490,0,1,0
37.867876460,0,1,1
37.867890600,0,0,1
37.867891600,0,0,0
37.886321200,1,0,0
37.893327310,0,0,0
37.893610500,0,1,0
37.893610720,0,1,1
37.893625790,0,0,1
37.893625860,0,0,0
37.912208670,1,0,0
37.919214900,0,0,0
37.919491600,0,0,1
37.919494730,0,1,1
37.919506870,0,1,0
37.919510020,0,0,0
37.937992700,1,0,0
37.944998660,0,0,0
37.945280860,0,1,0
37.945281630,0,1,1
37.945296090,0,0,1
37.945296880,0,0,0
37.962926120,1,0,0
37.969932000,0,0,0
37.970214140,0,1,0
37.970215990,0,1,1
37.970229340,0,0,1
37.970231140,0,0,0
37.988234850,1,0,0
37.995240980,0,0,0
37.995521600,0,1,0
37.995524320,0,1,1
37.995536790,0,0,1
37.995539480,0,0,0
38.013955490,1,0,0
38.020961680,0,0,0
38.021240900,0,1,0
38.021242850,0,1,1
38.021256020,0,0,1
38.021258090,0,0,0
38.039849910,1,0,0
38.046856040,0,0,0
38.047135330,0,0,1
38.047138510,0,1,1
38.047150620,0,1,0
38.047153610,0,0,0
38.065637570,1,0,0
38.072643690,0,0,0
38.072924880,0,0,1
38.072927760,0,1,1
38.072939970,0,1,0
38.072943110,0,0,0
38.091465120,1,0,0
38.098469700,0,0,0
38.098751160,0,1,0
38.098752370,0,1,1
38.098766370,0,0,1
38.098767540,0,0,0
38.117081480,1,0,0
38.124087360,0,0,0
38.124366780,0,0,1
38.124369360,0,1,1
38.124381900,0,1,0
38.124384560,0,0,0
38.142306340,1,0,0
38.149312130,0,0,0
38.149590220,0,1,0
38.149594240,0,1,1
38.149605400,0,0,1
38.149609510,0,0,0
38.168064800,1,0,0
38.175071010,0,0,0
38.175351050,0,1,0
38.175352770,0,1,1
38.175366260,0,0,1
38.175367980,0,0,0
38.192672140,1,0,0
38.199677890,0,0,0
38.199959770,0,1,0
38.199961160,0,1,1
38.199975100,0,0,1
38.199976380,0,0,0
38.218727150,1,0,0
38.225732860,0,0,0
38.226013100,0,1,0
38.226015580,0,1,1
38.226028350,0,0,1
38.226030830,0,0,0
38.242467580,1,0,0
38.249473560,0,0,0
38.249753900,0,0,1
38.249754990,0,1,1
38.249769190,0,1,0
38.249770280,0,0,0
38.268035060,1,0,0
38.275041130,0,0,0
38.275319970,0,0,1
38.275324140,0,1,1
38.275335180,0,1,0
38.275339240,0,0,0
38.292986090,1,0,0
38.299990490,0,0,0
38.300272250,0,1,0
38.300275790,0,1,1
38.300287470,0,0,1
38.300291080,0,0,0
38.318144820,1,0,0
38.325147950,0,0,0
38.325421490,0,0,1
38.325430790,0,1,1
38.325436670,0,1,0
38.325446170,0,0,0
38.343643510,1,0,0
38.350646600,0,0,0
38.350930130,0,1,0
38.350932680,0,1,1
38.350945320,0,0,1
38.350947790,0,0,0
38.369311750,1,0,0
38.376316630,0,0,0
38.376597660,0,1,0
38.376599920,0,1,1
38.376612820,0,0,1
38.376615110,0,0,0
38.393434750,1,0,0
38.400440860,0,0,0
38.400721960,0,1,0
38.400723870,0,1,1
38.400737200,0,0,1
38.400739070,0,0,0
38.417495020,1,0,0
38.424500810,0,0,0
38.424777810,0,1,0
38.424783100,0,1,1
38.424793040,0,0,1
38.424798290,0,0,0
38.443239540,1,0,0
38.450235940,0,0,0
38.450525280,0,0,1
38.450528760,0,1,1
38.450540460,0,1,0
38.450543960,0,0,0
38.467626770,1,0,0
38.474631230,0,0,0
38.474909740,0,1,0
38.474918520,0,1,1
38.474924950,0,0,1
38.474933740,0,0,0
38.491801710,1,0,0
38.498804730,0,0,0
38.499088190,0,0,1
38.499089580,0,1,1
38.499103370,0,1,0
38.499104790,0,0,0
38.517749220,1,0,0
38.524755160,0,0,0
38.525036990,0,0,1
38.525039070,0,1,1
38.525052110,0,1,0
38.525054330,0,0,0
38.542364030,1,0,0
38.549372220,0,0,0
38.549651360,0,1,0
38.549666530,0,0,0
38.549715540,0,0,1
38.549730790,0,0,0
38.568393960,1,0,0
38.575398420,0,0,0
38.575680850,0,1,0
38.575683780,0,1,1
38.575695930,0,0,1
38.575698960,0,0,0
38.593738150,1,0,0
38.600744110,0,0,0
38.601023270,0,1,0
38.601027140,0,1,1
38.601038410,0,0,1
38.601042350,0,0,0
38.618176980,1,0,0
38.625183130,0,0,0
38.625465670,0,0,1
38.625466750,0,1,1
38.625480870,0,1,0
38.625481920,0,0,0
38.642568190,1,0,0
38.649574230,0,0,0
38.649853170,0,0,1
38.649855860,0,1,1
38.649868420,0,1,0
38.649871030,0,0,0
38.667592270,1,0,0
38.674644610,0,0,0
38.674878430,0,1,0
38.674881520,0,1,1
38.674893610,0,0,1
38.674896760,0,0,0
38.692669670,1,0,0
38.699673660,0,0,0
38.699956170,0,0,1
38.699957600,0,1,1
38.699971420,0,1,0
38.699972810,0,0,0
38.718120810,1,0,0
38.725125270,0,0,0
38.725405420,0,1,0
38.725408410,0,1,1
38.725420650,0,0,1
38.725423610,0,0,0
38.742457450,1,0,0
38.749525330,0,0,0
38.749744380,0,1,0
38.749747960,0,1,1
38.749759590,0,0,1
38.749763180,0,0,0
38.767582830,1,0,0
38.774587920,0,0,0
38.774868710,0,0,1
38.774873010,0,1,1
38.774883960,0,1,0
38.774888200,0,0,0
38.793609340,1,0,0
38.800615300,0,0,0
38.800887890,0,0,1
38.800896290,0,1,1
38.800903010,0,1,0
38.800911430,0,0,0
38.819593100,1,0,0
38.826599500,0,0,0
38.826878440,0,1,0
38.826883290,0,1,1
38.826893670,0,0,1
38.826898460,0,0,0
38.843717180,1,0,0
38.850726100,0,0,0
38.851003030,0,1,0
38.851005280,0,1,1
38.851018340,0,0,1
38.851020590,0,0,0
38.867460610,1,0,0
38.874466610,0,0,0
38.874746510,0,1,0
38.874749970,0,1,1
38.874761660,0,0,1
38.874765180,0,0,0
38.893020970,1,0,0
38.900027040,0,0,0
38.900308590,0,0,1
38.900310040,0,1,1
38.900323840,0,1,0
38.900325290,0,0,0
38.918519460,1,0,0
38.925525920,0,0,0
38.925807000,0,1,0
38.925807030,0,1,1
38.925822250,0,0,1
38.925822260,0,0,0
38.943056540,1,0,0
38.950061360,0,0,0
38.950346900,0,1,0
38.950362090,0,0,0
38.950392870,0,0,1
38.950407980,0,0,0
38.968856150,1,0,0
38.975859110,0,0,0
38.976143650,0,0,1
38.976145260,0,1,1
38.976158980,0,1,0
38.976160550,0,0,0
38.992572380,1,0,0
38.999575650,0,0,0
38.999862490,0,0,1
38.999877680,0,0,0
38.999922580,0,1,0
38.999937770,0,0,0
39.018682990,1,0,0
39.025687720,0,0,0
39.025970880,0,0,1
39.025971900,0,1,1
39.025985980,0,1,0
39.025987170,0,0,0
39.043678700,1,0,0
39.050683200,0,0,0
39.050962990,0,0,1
39.050965490,0,1,1
39.050978300,0,1,0
39.050980690,0,0,0
39.068162910,1,0,0
39.075168850,0,0,0
39.075446300,0,1,0
39.075452730,0,1,1
39.075461510,0,0,1
39.075467890,0,0,0
39.093453640,1,0,0
39.100459730,0,0,0
39.100739750,0,0,1
39.100741250,0,1,1
39.100754980,0,1,0
39.100756470,0,0,0
39.118617650,1,0,0
39.125626190,0,0,0
39.125904530,0,0,1
39.125905560,0,1,1
39.125919820,0,1,0
39.125920750,0,0,0
39.142721850,1,0,0
39.149725670,0,0,0
39.150007160,0,0,1
39.150008150,0,1,1
39.150022350,0,1,0
39.150023340,0,0,0
39.168578440,1,0,0
39.175584450,0,0,0
39.175866510,0,0,1
39.175867240,0,1,1
39.175881690,0,1,0
39.175882430,0,0,0
39.193691860,1,0,0
39.200697830,0,0,0
39.200979910,0,0,1
39.200980950,0,1,1
39.200995050,0,1,0
39.200996220,0,0,0
39.219464220,1,0,0
39.226470230,0,0,0
39.226753190,0,0,1
39.226753210,0,1,1
39.226768420,0,0,1
39.226768440,0,0,0
39.243933970,1,0,0
39.250938390,0,0,0
39.251189190,0,1,0
39.251204380,0,0,0
39.251221760,0,0,1
39.251237010,0,0,0
39.269879730,1,0,0
39.276888150,0,0,0
39.277163850,0,0,1
39.277165180,0,1,1
39.277179120,0,1,0
39.277180360,0,0,0
39.295487780,1,0,0
39.302494160,0,0,0
39.302773610,0,0,1
39.302774520,0,1,1
39.302788820,0,1,0
39.302789580,0,0,0
39.320300450,1,0,0
39.327303750,0,0,0
39.327585760,0,0,1
39.327587690,0,1,1
39.327600930,0,1,0
39.327602890,0,0,0
39.344987140,1,0,0
39.351991700,0,0,0
39.352274790,0,0,1
39.352276250,0,1,1
39.352289890,0,1,0
39.352291500,0,0,0
39.370761020,1,0,0
39.377767090,0,0,0
39.378047110,0,1,0
39.378048030,0,1,1
39.378062490,0,0,1
39.378063170,0,0,0
39.396397570,1,0,0
39.403403800,0,0,0
39.403683140,0,1,0
39.403686580,0,1,1
39.403698430,0,0,1
39.403701720,0,0,0
39.421718950,1,0,0
39.428724740,0,0,0
39.429005750,0,0,1
39.429006410,0,1,1
39.429020920,0,1,0
39.429021540,0,0,0
39.445652240,1,0,0
39.452656760,0,0,0
39.452939300,0,0,1
39.452939880,0,1,1
39.452954470,0,1,0
39.452955000,0,0,0
39.469364880,1,0,0
39.476370780,0,0,0
39.476652770,0,0,1
39.476653030,0,1,1
39.476667970,0,1,0
39.476668320,0,0,0
39.494956090,1,0,0
39.501961990,0,0,0
39.502244960,0,0,1
39.502245100,0,1,1
39.502260110,0,1,0
39.502324240,0,0,0
39.520242850,1,0,0
39.527248700,0,0,0
39.527529800,0,0,1
39.527529960,0,1,1
39.527545010,0,1,0
39.527545180,0,0,0
39.545645660,1,0,0
39.552650060,0,0,0
39.552930860,0,1,0
39.552931920,0,1,1
39.552946060,0,0,1
39.552947100,0,0,0
39.571377530,1,0,0
39.578383800,0,0,0
39.578665570,0,0,1
39.578666740,0,1,1
39.578680960,0,1,0
39.578682050,0,0,0
39.597231890,1,0,0
39.604236500,0,0,0
39.604518800,0,1,0
39.604520100,0,1,1
39.604534050,0,0,1
39.604535240,0,0,0
39.622922040,1,0,0
39.629925000,0,0,0
39.630205820,0,0,1
39.630207680,0,1,1
39.630221020,0,1,0
39.630222910,0,0,0
39.648584880,1,0,0
39.655591090,0,0,0
39.655870880,0,1,0
39.655871850,0,1,1
39.655886060,0,0,1
39.655887070,0,0,0
39.674312560,1,0,0
39.681318440,0,0,0
39.681599480,0,0,1
39.681600400,0,1,1
39.681614710,0,1,0
39.681615520,0,0,0
39.699727210,1,0,0
39.706733360,0,0,0
39.707012390,0,1,0
39.707012760,0,1,1
39.707027610,0,0,1
39.707028050,0,0,0
39.725538900,1,0,0
39.732595970,0,0,0
39.732827120,0,0,1
39.732827240,0,1,1
39.732842350,0,1,0
39.732842470,0,0,0
39.749611980,1,0,0
39.756617990,0,0,0
39.756897980,0,1,0
39.756913270,0,0,0
39.756965340,0,0,1
39.756980480,0,0,0
39.775649700,1,0,0
39.782655680,0,0,0
39.782937500,0,1,0
39.782938240,0,1,1
39.782952710,0,0,1
39.782953410,0,0,0
39.801313810,1,0,0
39.808319900,0,0,0
39.808602320,0,1,0
39.808602440,0,1,1
39.808617550,0,0,1
39.808617710,0,0,0
39.825761710,1,0,0
39.832765980,0,0,0
39.833049370,0,1,0
39.833050150,0,1,1
39.833064600,0,0,1
39.833065360,0,0,0
39.851655570,1,0,0
39.858661410,0,0,0
39.858943520,0,0,1
39.858944160,0,1,1
39.858958800,0,1,0
39.858959470,0,0,0
39.877604850,1,0,0
39.884610920,0,0,0
39.884892580,0,1,0
39.884892980,0,1,1
39.884907790,0,0,1
39.884908080,0,0,0
39.901829410,1,0,0
39.908897790,0,0,0
39.909115900,0,1,0
39.909116380,0,1,1
39.909131090,0,0,1
39.909131760,0,0,0
39.926915710,1,0,0
39.933924110,0,0,0
39.934203070,0,1,0
39.934203890,0,1,1
39.934218150,0,0,1
39.934219080,0,0,0
39.950338530,1,0,0
39.957343040,0,0,0
39.957626770,0,1,0
39.957628320,0,1,1
39.957641970,0,0,1
39.957643460,0,0,0
39.975756600,1,0,0
39.982762440,0,0,0
39.983041550,0,0,1
39.983045230,0,1,1
39.983056780,0,1,0
39.983060480,0,0,0
39.999593950,1,0,0
40.006600120,0,0,0
40.006879550,0,1,0
40.006880200,0,1,1
40.006894880,0,0,1
40.006895450,0,0,0
40.025247250,1,0,0
40.032253730,0,0,0
40.032530490,0,1,0
40.032532800,0,1,1
40.032545780,0,0,1
40.032548060,0,0,0
40.051073690,1,0,0
40.058078430,0,0,0
40.058348600,0,1,0
40.058360780,0,1,1
40.058363870,0,0,1
40.058376090,0,0,0
40.076897010,1,0,0
40.083901480,0,0,0
40.084184600,0,0,1
40.084184650,0,1,1
40.084199850,0,1,0
40.084199910,0,0,0
40.102746900,1,0,0
40.109752210,0,0,0
40.110030670,0,1,0
40.110034050,0,1,1
40.110045850,0,0,1
40.110049260,0,0,0
40.128642680,1,0,0
40.135651030,0,0,0
40.135931380,0,1,0
40.135932290,0,1,1
40.135946590,0,0,1
40.135947520,0,0,0
40.152120230,1,0,0
40.159125960,0,0,0
40.159403380,0,0,1
40.159409850,0,1,1
40.159418520,0,1,0
40.159425120,0,0,0
40.175838620,1,0,0
40.182844650,0,0,0
40.183122990,0,0,1
40.183128520,0,1,1
40.183138190,0,1,0
40.183143730,0,0,0
40.201725590,1,0,0
40.208731780,0,0,0
40.209010230,0,0,1
40.209011770,0,1,1
40.209025410,0,1,0
40.209026980,0,0,0
40.227487510,1,0,0
40.234493370,0,0,0
40.234775130,0,1,0
40.234776210,0,1,1
40.234790380,0,0,1
40.234791480,0,0,0
40.252952600,1,0,0
40.259958380,0,0,0
40.260237030,0,0,1
40.260237600,0,1,1
40.260252140,0,1,0
40.260252860,0,0,0
40.278625190,1,0,0
40.285629590,0,0,0
40.285868790,0,0,1
40.285884060,0,0,0
40.285911970,0,1,0
40.285927140,0,0,0
40.304541220,1,0,0
40.311547700,0,0,0
40.311830370,0,1,0
40.311831530,0,1,1
40.311845600,0,0,1
40.311846710,0,0,0
40.330441650,1,0,0
40.337447860,0,0,0
40.337728840,0,1,0
40.337730060,0,1,1
40.337744110,0,0,1
40.337745220,0,0,0
40.356098710,1,0,0
40.363135720,0,0,0
40.363386990,0,1,0
40.363388400,0,1,1
40.363402260,0,0,1
40.363403650,0,0,0
40.380448630,1,0,0
40.387454530,0,0,0
40.387733120,0,1,0
40.387736910,0,1,1
40.387748280,0,0,1
40.387752010,0,0,0
40.406264450,1,0,0
40.413270720,0,0,0
40.413550250,0,0,1
40.413553890,0,1,1
40.413565410,0,1,0
40.413569160,0,0,0
40.432032730,1,0,0
40.439037560,0,0,0
40.439318820,0,0,1
40.439321400,0,1,1
40.439334010,0,1,0
40.439336520,0,0,0
40.457823360,1,0,0
40.464829490,0,0,0
40.465110780,0,1,0
40.465112180,0,1,1
40.465125960,0,0,1
40.465127310,0,0,0
40.483609760,1,0,0
40.490615680,0,0,0
40.490895610,0,0,1
40.490898160,0,1,1
40.490910770,0,1,0
40.490913200,0,0,0
40.509496310,1,0,0
40.516502320,0,0,0
40.516782680,0,1,0
40.516784070,0,1,1
40.516797800,0,0,1
40.516799220,0,0,0
40.533128390,1,0,0
40.540134310,0,0,0
40.540414730,0,1,0
40.540414930,0,1,1
40.540429910,0,0,1
40.540430100,0,0,0
40.556958970,1,0,0
40.563965200,0,0,0
40.564245960,0,0,1
40.564249400,0,1,1
40.564261210,0,1,0
40.564264560,0,0,0
40.582678200,1,0,0
40.589684160,0,0,0
40.589963430,0,0,1
40.589967760,0,1,1
40.589978680,0,1,0
40.589982990,0,0,0
40.606422820,1,0,0
40.613428390,0,0,0
40.613711060,0,1,0
40.613712790,0,1,1
40.613726280,0,0,1
40.613728120,0,0,0
40.632375040,1,0,0
40.639381190,0,0,0
40.639661300,0,0,1
40.639664560,0,1,1
40.639676480,0,1,0
40.639679740,0,0,0
40.655708050,1,0,0
40.662714260,0,0,0
40.662992900,0,1,0
40.662994740,0,1,1
40.663008150,0,0,1
40.663009840,0,0,0
40.681275300,1,0,0
40.688283850,0,0,0
40.688561380,0,1,0
40.688563120,0,1,1
