event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,RX1_gap_before_ms,RX2_gap_before_ms,status
23817,483.993810270,484.001100780,484.001098580,7290.510,7288.310,2.200,,,ok
23818,484.015039910,484.022327990,484.022327060,7288.080,7287.150,0.930,,,ok
23819,484.034147380,484.041437600,484.041434370,7290.220,7286.990,3.230,,,ok
23820,484.055033280,484.062320820,484.062323620,7287.540,7290.340,2.800,,,ok
23821,484.074839690,484.082128180,484.082140630,7288.490,7300.940,12.450,,,ok
23822,484.094843480,484.102132720,484.102130360,7289.240,7286.880,2.360,,,ok
23823,484.114453370,484.121739970,484.121743720,7286.600,7290.350,3.750,,,ok
23824,484.134822880,484.142113220,484.142112140,7290.340,7289.260,1.080,,,ok
23825,484.154941150,484.162229970,484.162296310,7288.820,7355.160,66.340,,,ok
23826,484.174796190,484.182085090,484.182084040,7288.900,7287.850,1.050,,,ok
23827,484.194767560,484.202053150,484.202057190,7285.590,7289.630,4.040,,,ok
23828,484.214200340,484.221487680,484.221489610,7287.340,7289.270,1.930,,,ok
23829,484.234983170,484.242270820,484.242268860,7287.650,7285.690,1.960,,,ok
23830,484.254681480,484.261968240,484.261967530,7286.760,7286.050,0.710,,,ok
23831,484.273940410,484.281226640,484.281229810,7286.230,7289.400,3.170,,,ok
23832,484.295020470,484.302310070,484.302309120,7289.600,7288.650,0.950,,,ok
23833,484.314827430,484.322114220,484.322117390,7286.790,7289.960,3.170,,,ok
23834,484.334495710,484.341779990,484.341784980,7284.280,7289.270,4.990,,,ok
23835,484.354810090,484.362095820,484.362099360,7285.730,7289.270,3.540,,,ok
23836,484.374777500,484.382130610,484.382067760,7353.110,7290.260,62.850,,,ok
23837,484.394835830,,484.402125200,,7289.370,,,,missing_rx1
23838,484.414667380,484.421954320,484.421954430,7286.940,7287.050,0.110,39.824,,ok
23839,484.434791880,484.442078950,484.442082810,7287.070,7290.930,3.860,,,ok
23840,484.454384580,484.461671470,484.461672160,7286.890,7287.580,0.690,,,ok
23841,484.474897180,484.482184380,484.482184560,7287.200,7287.380,0.180,,,ok
23842,484.494763640,484.502053070,484.502053110,7289.430,7289.470,0.040,,,ok
23843,484.514790740,484.522077400,484.522076460,7286.660,7285.720,0.940,,,ok
23844,484.534802040,484.542090610,484.542088720,7288.570,7286.680,1.890,,,ok
23845,484.554308790,,484.561595680,,7286.890,,,,missing_rx1
23846,484.574906620,484.582197030,484.582195540,7290.410,7288.920,1.490,40.106,,ok
23847,484.594765800,484.602054700,484.602054060,7288.900,7288.260,0.640,,,ok
23848,484.614807420,484.622093800,484.622071020,7286.380,7263.600,22.780,,,ok
23849,484.634790130,484.642077280,484.642076750,7287.150,7286.620,0.530,,,ok
23850,484.654749960,484.662039360,484.662040110,7289.400,7290.150,0.750,,,ok
23851,484.674775450,484.682063920,484.682062380,7288.470,7286.930,1.540,,,ok
23852,484.694519900,484.701805930,484.701805930,7286.030,7286.030,0.000,,,ok
23853,484.714881650,484.722169510,484.722167600,7287.860,7285.950,1.910,,,ok
23854,484.734782110,484.742068740,484.742068580,7286.630,7286.470,0.160,,,ok
23855,484.754767770,484.762057200,484.762056790,7289.430,7289.020,0.410,,,ok
23856,484.773837840,484.781124550,484.781125360,7286.710,7287.520,0.810,,,ok
23857,484.795050180,484.802337940,484.802338480,7287.760,7288.300,0.540,,,ok
23858,484.814810920,484.822097190,484.822097030,7286.270,7286.110,0.160,,,ok
23859,484.834569060,484.841921950,484.841854470,7352.890,7285.410,67.480,,,ok
23860,484.854788140,484.862078920,484.862078790,7290.780,7290.650,0.130,,,ok
23861,484.874820820,484.882107260,484.882107230,7286.440,7286.410,0.030,,,ok
23862,484.894125780,484.901414590,484.901414750,7288.810,7288.970,0.160,,,ok
23863,484.914033190,484.921318950,484.921382650,7285.760,7349.460,63.700,,,ok
23864,484.934575420,484.941861240,484.941862240,7285.820,7286.820,1.000,,,ok
23865,484.954984290,484.962270550,484.962269780,7286.260,7285.490,0.770,,,ok
23866,484.974085240,484.981373950,484.981373140,7288.710,7287.900,0.810,,,ok
23867,484.995222300,485.002505880,485.002512450,7283.580,7290.150,6.570,,,ok
23868,485.014876920,485.022165650,485.022165850,7288.730,7288.930,0.200,,,ok
23869,485.034703390,485.041992900,485.041994170,7289.510,7290.780,1.270,,,ok
23870,485.055013410,485.062300920,485.062302750,7287.510,7289.340,1.830,,,ok
23871,485.074834430,485.082120510,485.082121010,7286.080,7286.580,0.500,,,ok
23872,485.094864280,485.102153800,485.102154400,7289.520,7290.120,0.600,,,ok
23873,485.114794520,485.122081970,485.122081740,7287.450,7287.220,0.230,,,ok
23874,485.134792980,485.142079360,485.142081220,7286.380,7288.240,1.860,,,ok
23875,485.154794010,485.162083740,485.162029810,7289.730,7235.800,53.930,,,ok
23876,485.174356840,485.181647050,485.181647210,7290.210,7290.370,0.160,,,ok
23877,485.194836740,485.202124070,485.202126340,7287.330,7289.600,2.270,,,ok
23878,485.214093440,485.221383720,485.221379690,7290.280,7286.250,4.030,,,ok
23879,485.234989810,485.242277050,485.242229470,7287.240,7239.660,47.580,,,ok
23880,485.254324870,485.261614700,485.261611570,7289.830,7286.700,3.130,,,ok
23881,485.274805030,485.282093760,485.282093550,7288.730,7288.520,0.210,,,ok
23882,485.294798920,485.302085860,485.302088160,7286.940,7289.240,2.300,,,ok
23883,485.314765880,485.322055360,485.322056750,7289.480,7290.870,1.390,,,ok
23884,485.334773230,485.342063920,485.342059830,7290.690,7286.600,4.090,,,ok
23885,485.354418740,485.361706220,485.361707500,7287.480,7288.760,1.280,,,ok
23886,485.375114510,485.382398000,485.382400920,7283.490,7286.410,2.920,,,ok
23887,485.394643230,485.401931380,485.401927470,7288.150,7284.240,3.910,,,ok
23888,485.414907230,485.422197130,485.422193890,7289.900,7286.660,3.240,,,ok
23889,485.434835660,485.442124530,485.442121930,7288.870,7286.270,2.600,,,ok
23890,485.454789760,485.462111240,485.462079390,7321.480,7289.630,31.850,,,ok
23891,485.474815760,485.482102170,485.482103560,7286.410,7287.800,1.390,,,ok
23892,485.494781860,485.502069570,485.502070650,7287.710,7288.790,1.080,,,ok
23893,485.514738150,485.522028740,485.522025510,7290.590,7287.360,3.230,,,ok
23894,485.534926700,485.542277920,485.542213860,7351.220,7287.160,64.060,,,ok
23895,485.554800410,485.562087840,485.562086370,7287.430,7285.960,1.470,,,ok
23896,485.574815170,485.582103780,485.582105450,7288.610,7290.280,1.670,,,ok
23897,485.594792530,485.602082210,485.602078950,7289.680,7286.420,3.260,,,ok
23898,485.614776500,485.622065480,485.622067270,7288.980,7290.770,1.790,,,ok
23899,485.634798950,485.642086510,485.642088290,7287.560,7289.340,1.780,,,ok
23900,485.654298260,485.661585860,485.661589010,7287.600,7290.750,3.150,,,ok
23901,485.674901650,485.682190360,485.682192510,7288.710,7290.860,2.150,,,ok
23902,485.694285840,485.701572950,485.701574870,7287.110,7289.030,1.920,,,ok
23903,485.714801810,485.722092250,485.722089240,7290.440,7287.430,3.010,,,ok
23904,485.734801540,485.742090340,485.742087500,7288.800,7285.960,2.840,,,ok
23905,485.753879570,485.761168760,485.761165960,7289.190,7286.390,2.800,,,ok
23906,485.775103130,485.782392170,485.782389270,7289.040,7286.140,2.900,,,ok
23907,485.793994920,485.801285380,485.801281820,7290.460,7286.900,3.560,,,ok
23908,485.814973790,485.822263840,485.822259800,7290.050,7286.010,4.040,,,ok
23909,485.834550850,485.841836110,485.841839390,7285.260,7288.540,3.280,,,ok
23910,485.854283760,485.861569530,485.861573060,7285.770,7289.300,3.530,,,ok
23911,485.875048200,485.882338770,485.882334850,7290.570,7286.650,3.920,,,ok
23912,485.894657880,485.901947130,485.901944750,7289.250,7286.870,2.380,,,ok
23913,485.914851540,485.922139090,485.922138040,7287.550,7286.500,1.050,,,ok
23914,485.934795700,485.942082800,485.942083900,7287.100,7288.200,1.100,,,ok
23915,485.954884720,485.962171170,485.962172170,7286.450,7287.450,1.000,,,ok
23916,485.974815280,485.982104590,485.982103010,7289.310,7287.730,1.580,,,ok
23917,485.994265020,486.001553690,486.001538780,7288.670,7273.760,14.910,,,ok
23918,486.014870670,486.022157170,486.022159850,7286.500,7289.180,2.680,,,ok
23919,486.034822430,486.042110400,486.042112080,7287.970,7289.650,1.680,,,ok
23920,486.054855010,486.062142420,486.062140750,7287.410,7285.740,1.670,,,ok
23921,486.074842690,486.082198110,486.082130190,7355.420,7287.500,67.920,,,ok
23922,486.094841090,486.102130480,486.102128420,7289.390,7287.330,2.060,,,ok
23923,486.114803540,486.122093840,486.122091720,7290.300,7288.180,2.120,,,ok
23924,486.134636720,486.141927250,486.141925140,7290.530,7288.420,2.110,,,ok
23925,486.153891590,486.161180490,486.161178560,7288.900,7286.970,1.930,,,ok
23926,486.174197110,486.181482880,486.181484120,7285.770,7287.010,1.240,,,ok
23927,486.195025670,486.202312190,486.202314310,7286.520,7288.640,2.120,,,ok
23928,486.214636600,486.221925420,486.221922880,7288.820,7286.280,2.540,,,ok
23929,486.234430580,486.241718940,486.241716190,7288.360,7285.610,2.750,,,ok
23930,486.254656380,486.261947130,486.261945380,7290.750,7289.000,1.750,,,ok
23931,486.274775130,486.282065380,486.282063870,7290.250,7288.740,1.510,,,ok
23932,486.294929610,486.302218750,486.302216990,7289.140,7287.380,1.760,,,ok
23933,486.314764500,486.322051300,486.322049500,7286.800,7285.000,1.800,,,ok
23934,486.334823530,486.342110480,486.342113120,7286.950,7289.590,2.640,,,ok
23935,486.354791260,486.362076400,486.362076020,7285.140,7284.760,0.380,,,ok
23936,486.374782380,486.382072190,486.382069530,7289.810,7287.150,2.660,,,ok
23937,486.394757790,486.402045610,486.402042700,7287.820,7284.910,2.910,,,ok
23938,486.414807370,486.422091540,486.422097410,7284.170,7290.040,5.870,,,ok
23939,486.434709280,486.441996960,486.441995180,7287.680,7285.900,1.780,,,ok
23940,486.454769900,486.462060360,486.462059290,7290.460,7289.390,1.070,,,ok
23941,486.474825690,486.482113750,486.482112600,7288.060,7286.910,1.150,,,ok
23942,486.494816770,486.502106150,486.502105840,7289.380,7289.070,0.310,,,ok
23943,486.514455930,486.521742000,486.521744340,7286.070,7288.410,2.340,,,ok
23944,486.534860930,486.542153670,486.542146920,7292.740,7285.990,6.750,,,ok
23945,486.554348340,486.561634630,486.561636090,7286.290,7287.750,1.460,,,ok
23946,486.573916790,486.581205400,486.581204330,7288.610,7287.540,1.070,,,ok
23947,486.595061500,486.602347850,486.602347830,7286.350,7286.330,0.020,,,ok
23948,486.614765830,486.622051150,486.622055140,7285.320,7289.310,3.990,,,ok
23949,486.635111240,486.642399670,486.642399650,7288.430,7288.410,0.020,,,ok
23950,486.654762490,486.662048730,486.662053030,7286.240,7290.540,4.300,,,ok
23951,486.674775750,486.682060830,486.682060150,7285.080,7284.400,0.680,,,ok
23952,486.694798190,486.702084080,486.702083780,7285.890,7285.590,0.300,,,ok
23953,486.714783660,486.722073860,486.722073240,7290.200,7289.580,0.620,,,ok
23954,486.734583620,486.741871360,486.741870560,7287.740,7286.940,0.800,,,ok
23955,486.754359360,486.761645690,486.761647270,7286.330,7287.910,1.580,,,ok
23956,486.774863500,486.782152560,486.782153290,7289.060,7289.790,0.730,,,ok
23957,486.794791690,486.802079580,486.802080480,7287.890,7288.790,0.900,,,ok
23958,486.814885220,486.822174440,486.822174860,7289.220,7289.640,0.420,,,ok
23959,486.834802640,486.842092940,486.842093530,7290.300,7290.890,0.590,,,ok
23960,486.854324940,486.861612230,486.861611720,7287.290,7286.780,0.510,,,ok
23961,486.874786270,486.882075330,486.882074180,7289.060,7287.910,1.150,,,ok
23962,486.894891710,486.902176350,486.902176020,7284.640,7284.310,0.330,,,ok
23963,486.914773680,486.922062250,486.922061900,7288.570,7288.220,0.350,,,ok
23964,486.934793740,486.942079540,486.942077440,7285.800,7283.700,2.100,,,ok
23965,486.954803820,486.962093830,486.962093720,7290.010,7289.900,0.110,,,ok
23966,486.974857690,486.982147270,486.982146970,7289.580,7289.280,0.300,,,ok
23967,486.994771830,487.002060230,487.002060280,7288.400,7288.450,0.050,,,ok
23968,487.014636890,487.021923830,487.021923700,7286.940,7286.810,0.130,,,ok
23969,487.034772450,487.042061170,487.042061210,7288.720,7288.760,0.040,,,ok
23970,487.054303780,487.061590500,487.061589460,7286.720,7285.680,1.040,,,ok
23971,487.074887190,487.082173750,487.082172940,7286.560,7285.750,0.810,,,ok
23972,487.094408640,487.101697250,487.101694650,7288.610,7286.010,2.600,,,ok
23973,487.114820680,487.122110600,487.122109860,7289.920,7289.180,0.740,,,ok
23974,487.134798120,487.142088040,487.142083910,7289.920,7285.790,4.130,,,ok
23975,487.154678700,487.161967000,487.161967540,7288.300,7288.840,0.540,,,ok
23976,487.174664920,487.181954500,487.181948230,7289.580,7283.310,6.270,,,ok
23977,487.194825710,487.202113620,487.202113290,7287.910,7287.580,0.330,,,ok
23978,487.214780390,487.222066210,487.222067630,7285.820,7287.240,1.420,,,ok
23979,487.234461390,487.241750420,487.241743380,7289.030,7281.990,7.040,,,ok
23980,487.254838320,487.262128940,487.262123280,7290.620,7284.960,5.660,,,ok
23981,487.274633840,487.281922330,487.281922600,7288.490,7288.760,0.270,,,ok
23982,487.294310870,487.301597790,487.301601140,7286.920,7290.270,3.350,,,ok
23983,487.314810810,487.322097810,487.322099560,7287.000,7288.750,1.750,,,ok
23984,487.334772490,487.342062140,487.342062750,7289.650,7290.260,0.610,,,ok
23985,487.354765490,487.362053060,487.362051130,7287.570,7285.640,1.930,,,ok
23986,487.374852840,487.382138680,487.382139610,7285.840,7286.770,0.930,,,ok
23987,487.394755160,487.402042180,487.402110070,7287.020,7354.910,67.890,,,ok
23988,487.414646930,487.421933040,487.421934950,7286.110,7288.020,1.910,,,ok
23989,487.434959950,487.442248020,487.442249680,7288.070,7289.730,1.660,,,ok
23990,487.454672110,487.461961000,487.461961790,7288.890,7289.680,0.790,,,ok
23991,487.474810250,487.482099200,487.482095730,7288.950,7285.480,3.470,,,ok
23992,487.494848330,487.502138890,487.502134840,7290.560,7286.510,4.050,,,ok
23993,487.514833280,487.522122040,487.522122320,7288.760,7289.040,0.280,,,ok
23994,487.534796840,487.542085790,487.542086400,7288.950,7289.560,0.610,,,ok
23995,487.554788360,487.562074120,487.562074070,7285.760,7285.710,0.050,,,ok
23996,487.574783170,487.582070890,487.582073330,7287.720,7290.160,2.440,,,ok
23997,487.594072520,487.601360390,487.601360890,7287.870,7288.370,0.500,,,ok
23998,487.614806890,487.622092930,487.622094250,7286.040,7287.360,1.320,,,ok
23999,487.634828300,487.642117160,487.642117400,7288.860,7289.100,0.240,,,ok
24000,487.654780360,487.662069250,487.662069300,7288.890,7288.940,0.050,,,ok
24001,487.674756130,487.682043020,487.682045320,7286.890,7289.190,2.300,,,ok
24002,487.694745730,487.702098910,487.702032320,7353.180,7286.590,66.590,,,ok
24003,487.714772510,487.722057910,487.722062080,7285.400,7289.570,4.170,,,ok
24004,487.734866610,487.742153910,487.742155430,7287.300,7288.820,1.520,,,ok
24005,487.754764800,487.762052220,487.762052750,7287.420,7287.950,0.530,,,ok
24006,487.774789500,487.782078120,487.782076310,7288.620,7286.810,1.810,,,ok
24007,487.794021240,487.801308620,487.801310630,7287.380,7289.390,2.010,,,ok
24008,487.814997580,487.822286200,487.822287630,7288.620,7290.050,1.430,,,ok
24009,487.834769180,487.842055390,487.842054660,7286.210,7285.480,0.730,,,ok
24010,487.854759280,487.862048930,487.862045530,7289.650,7286.250,3.400,,,ok
24011,487.874918830,487.882207180,487.882208060,7288.350,7289.230,0.880,,,ok
24012,487.894914810,487.902200470,487.902201560,7285.660,7286.750,1.090,,,ok
24013,487.914812620,487.922098930,487.922100690,7286.310,7288.070,1.760,,,ok
24014,487.934497200,487.941787140,487.941849000,7289.940,7351.800,61.860,,,ok
24015,487.954352610,487.961639500,487.961641690,7286.890,7289.080,2.190,,,ok
24016,487.974926250,487.982213950,487.982215930,7287.700,7289.680,1.980,,,ok
24017,487.994767730,488.002056220,488.002053470,7288.490,7285.740,2.750,,,ok
24018,488.014813530,488.022100390,488.022104580,7286.860,7291.050,4.190,,,ok
24019,488.034782510,488.042068800,488.042071120,7286.290,7288.610,2.320,,,ok
24020,488.054098070,488.061384470,488.061384480,7286.400,7286.410,0.010,,,ok
24021,488.075087730,488.082374620,488.082377900,7286.890,7290.170,3.280,,,ok
24022,488.094661620,488.101947760,488.101951320,7286.140,7289.700,3.560,,,ok
24023,488.114800450,488.122085970,488.122088280,7285.520,7287.830,2.310,,,ok
24024,488.134600150,488.141890450,488.141887930,7290.300,7287.780,2.520,,,ok
24025,488.153881900,488.161168830,488.161170080,7286.930,7288.180,1.250,,,ok
24026,488.174669830,488.181957260,488.181959850,7287.430,7290.020,2.590,,,ok
24027,488.193759030,488.201045600,488.201048130,7286.570,7289.100,2.530,,,ok
24028,488.215060970,488.222348780,488.222350730,7287.810,7289.760,1.950,,,ok
24029,488.234787280,488.242137450,488.242073420,7350.170,7286.140,64.030,,,ok
24030,488.254749380,488.262034260,488.262037150,7284.880,7287.770,2.890,,,ok
24031,488.274805500,488.282093760,488.282091610,7288.260,7286.110,2.150,,,ok
24032,488.294826850,488.302117240,488.302113950,7290.390,7287.100,3.290,,,ok
24033,488.314123240,488.321409510,488.321423060,7286.270,7299.820,13.550,,,ok
24034,488.334434190,488.341723830,488.341719420,7289.640,7285.230,4.410,,,ok
24035,488.354323770,488.361612100,488.361608830,7288.330,7285.060,3.270,,,ok
24036,488.374980770,488.382267820,488.382271020,7287.050,7290.250,3.200,,,ok
24037,488.394763060,488.402053640,488.402051860,7290.580,7288.800,1.780,,,ok
24038,488.414746660,488.422037050,488.422037860,7290.390,7291.200,0.810,,,ok
24039,488.434777360,488.442064610,488.442063550,7287.250,7286.190,1.060,,,ok
24040,488.454834540,488.462122800,488.462120810,7288.260,7286.270,1.990,,,ok
24041,488.474872080,488.482162260,488.482159480,7290.180,7287.400,2.780,,,ok
24042,488.494787160,488.502075450,488.502072600,7288.290,7285.440,2.850,,,ok
24043,488.514788090,488.522077930,488.522077230,7289.840,7289.140,0.700,,,ok
24044,488.534745510,488.542032180,488.542034070,7286.670,7288.560,1.890,,,ok
24045,488.554073560,488.561360350,488.561364030,7286.790,7290.470,3.680,,,ok
24046,488.575044210,488.582331240,488.582332360,7287.030,7288.150,1.120,,,ok
24047,488.594814220,488.602101930,488.602100640,7287.710,7286.420,1.290,,,ok
24048,488.614761530,488.622047840,488.622046750,7286.310,7285.220,1.090,,,ok
24049,488.634669670,488.641958840,488.642021580,7289.170,7351.910,62.740,,,ok
24050,488.654328370,488.661616220,488.661615710,7287.850,7287.340,0.510,,,ok
24051,488.674004140,488.681289620,488.681293480,7285.480,7289.340,3.860,,,ok
24052,488.694217160,488.701502970,488.701507610,7285.810,7290.450,4.640,,,ok
24053,488.714822840,488.722111010,488.722175360,7288.170,7352.520,64.350,,,ok
24054,488.734754190,488.742040380,488.742044640,7286.190,7290.450,4.260,,,ok
24055,488.754339940,488.761628780,488.761627740,7288.840,7287.800,1.040,,,ok
24056,488.774802040,488.782098570,488.782091210,7296.530,7289.170,7.360,,,ok
24057,488.794859640,488.802153150,488.802148580,7293.510,7288.940,4.570,,,ok
24058,488.814670550,488.821958780,488.821957710,7288.230,7287.160,1.070,,,ok
24059,488.834712360,488.842002320,488.842001230,7289.960,7288.870,1.090,,,ok
24060,488.854929920,488.862287070,488.862217280,7357.150,7287.360,69.790,,,ok
24061,488.874734580,488.882023650,488.882020510,7289.070,7285.930,3.140,,,ok
24062,488.894377450,488.901666260,488.901665390,7288.810,7287.940,0.870,,,ok
24063,488.914889320,488.922174440,488.922174830,7285.120,7285.510,0.390,,,ok
24064,488.934770790,488.942058030,488.942057190,7287.240,7286.400,0.840,,,ok
24065,488.954792980,488.962080720,488.962080520,7287.740,7287.540,0.200,,,ok
24066,488.974816020,488.982105570,488.982105000,7289.550,7288.980,0.570,,,ok
24067,488.994941930,489.002228840,489.002233110,7286.910,7291.180,4.270,,,ok
24068,489.014794380,489.022081260,489.022080610,7286.880,7286.230,0.650,,,ok
24069,489.034772770,489.042059530,489.042059950,7286.760,7287.180,0.420,,,ok
24070,489.055091060,489.062378840,489.062378450,7287.780,7287.390,0.390,,,ok
24071,489.074607350,489.081896280,489.081896810,7288.930,7289.460,0.530,,,ok
24072,489.093821940,489.101110430,489.101109400,7288.490,7287.460,1.030,,,ok
24073,489.115154210,489.122442980,489.122440960,7288.770,7286.750,2.020,,,ok
24074,489.133991210,489.141277150,489.141281920,7285.940,7290.710,4.770,,,ok
24075,489.154345470,489.161690400,489.161637800,7344.930,7292.330,52.600,,,ok
24076,489.174882910,489.182171250,489.182173780,7288.340,7290.870,2.530,,,ok
24077,489.194777380,489.202067000,489.202067010,7289.620,7289.630,0.010,,,ok
24078,489.214770190,489.222060270,489.222059560,7290.080,7289.370,0.710,,,ok
24079,489.234649600,489.241910670,489.241938040,7261.070,7288.440,27.370,,,ok
24080,489.253902280,489.261192010,489.261191290,7289.730,7289.010,0.720,,,ok
24081,489.275007550,489.282295460,489.282294690,7287.910,7287.140,0.770,,,ok
24082,489.294772510,489.302057980,489.302058010,7285.470,7285.500,0.030,,,ok
24083,489.314827940,489.322100050,489.322114700,7272.110,7286.760,14.650,,,ok
24084,489.334751330,489.342039570,489.342040620,7288.240,7289.290,1.050,,,ok
24085,489.354806910,489.362093900,489.362093020,7286.990,7286.110,0.880,,,ok
24086,489.374769590,489.382057150,489.382057460,7287.560,7287.870,0.310,,,ok
24087,489.394887460,489.402241920,489.402175940,7354.460,7288.480,65.980,,,ok
24088,489.414681830,489.421967500,489.421969190,7285.670,7287.360,1.690,,,ok
24089,489.434773750,489.442059800,489.442061690,7286.050,7287.940,1.890,,,ok
24090,489.454762780,489.462049590,489.462050970,7286.810,7288.190,1.380,,,ok
24091,489.474906170,489.482193730,489.482194360,7287.560,7288.190,0.630,,,ok
24092,489.494738150,489.502027170,489.502027850,7289.020,7289.700,0.680,,,ok
24093,489.514764890,489.522054150,489.522051040,7289.260,7286.150,3.110,,,ok
24094,489.534787600,489.542072500,489.542073580,7284.900,7285.980,1.080,,,ok
24095,489.554328680,489.561617300,489.561618000,7288.620,7289.320,0.700,,,ok
24096,489.574997260,489.582284060,489.582286130,7286.800,7288.870,2.070,,,ok
24097,489.594468250,489.601753880,489.601753570,7285.630,7285.320,0.310,,,ok
24098,489.614842290,489.622132270,489.622130280,7289.980,7287.990,1.990,,,ok
24099,489.634664760,489.641955540,489.641950430,7290.780,7285.670,5.110,,,ok
24100,489.654756050,489.662043880,489.662044580,7287.830,7288.530,0.700,,,ok
24101,489.674781360,489.682067210,489.682066730,7285.850,7285.370,0.480,,,ok
24102,489.694772880,489.702060460,489.702061350,7287.580,7288.470,0.890,,,ok
24103,489.714189470,489.721478770,489.721478650,7289.300,7289.180,0.120,,,ok
24104,489.734876510,489.742164670,489.742162230,7288.160,7285.720,2.440,,,ok
24105,489.754754050,489.762040520,489.762040220,7286.470,7286.170,0.300,,,ok
24106,489.774806440,489.782091230,489.782094950,7284.790,7288.510,3.720,,,ok
24107,489.794478910,489.801767110,489.801768140,7288.200,7289.230,1.030,,,ok
24108,489.814839040,489.822125580,489.822125770,7286.540,7286.730,0.190,,,ok
24109,489.834486840,489.841773900,489.841774000,7287.060,7287.160,0.100,,,ok
24110,489.854925400,489.862212120,489.862212560,7286.720,7287.160,0.440,,,ok
24111,489.874835790,489.882125540,489.882187770,7289.750,7351.980,62.230,,,ok
24112,489.894108560,489.901398790,489.901394200,7290.230,7285.640,4.590,,,ok
24113,489.914743910,489.922032170,489.922033490,7288.260,7289.580,1.320,,,ok
24114,489.934769070,489.942054560,489.942057050,7285.490,7287.980,2.490,,,ok
24115,489.954347320,489.961631520,489.961635290,7284.200,7287.970,3.770,,,ok
24116,489.974883460,489.982172040,489.982172890,7288.580,7289.430,0.850,,,ok
24117,489.995044410,490.002330370,490.002331270,7285.960,7286.860,0.900,,,ok
24118,490.013811280,490.021098710,490.021166400,7287.430,7355.120,67.690,,,ok
24119,490.034955450,490.042241190,490.042243900,7285.740,7288.450,2.710,,,ok
24120,490.054630880,490.061919390,490.061917260,7288.510,7286.380,2.130,,,ok
24121,490.073802290,490.081155540,490.081090780,7353.250,7288.490,64.760,,,ok
24122,490.094358410,490.101647080,490.101646620,7288.670,7288.210,0.460,,,ok
24123,490.114926990,490.122213080,490.122217600,7286.090,7290.610,4.520,,,ok
24124,490.134730760,490.142018730,490.142020850,7287.970,7290.090,2.120,,,ok
24125,490.155067560,490.162356390,490.162353270,7288.830,7285.710,3.120,,,ok
24126,490.174201870,490.181490460,490.181559110,7288.590,7357.240,68.650,,,ok
24127,490.194832410,490.202118890,490.202118490,7286.480,7286.080,0.400,,,ok
24128,490.214743300,490.222031270,490.222033410,7287.970,7290.110,2.140,,,ok
24129,490.234750960,490.242040390,490.242035030,7289.430,7284.070,5.360,,,ok
24130,490.254740730,490.262028790,490.262029720,7288.060,7288.990,0.930,,,ok
24131,490.274797950,490.282086290,490.282083080,7288.340,7285.130,3.210,,,ok
24132,490.294150590,490.301440440,490.301437710,7289.850,7287.120,2.730,,,ok
24133,490.315333780,490.322622720,490.322620210,7288.940,7286.430,2.510,,,ok
24134,490.334157920,490.341446390,490.341443780,7288.470,7285.860,2.610,,,ok
24135,490.354917020,490.362205390,490.362202900,7288.370,7285.880,2.490,,,ok
24136,490.374772240,490.382058890,490.382060450,7286.650,7288.210,1.560,,,ok
24137,490.394757200,490.401992540,490.402043370,7235.340,7286.170,50.830,,,ok
24138,490.414734960,490.422024140,490.422023230,7289.180,7288.270,0.910,,,ok
24139,490.434022710,490.441309080,490.441310040,7286.370,7287.330,0.960,,,ok
24140,490.453957970,490.461246230,490.461244880,7288.260,7286.910,1.350,,,ok
24141,490.475021680,490.482318390,490.482307210,7296.710,7285.530,11.180,,,ok
24142,490.494776190,490.502063930,490.502066630,7287.740,7290.440,2.700,,,ok
24143,490.514831360,490.522117330,490.522118610,7285.970,7287.250,1.280,,,ok
24144,490.534752830,490.542040680,490.542043310,7287.850,7290.480,2.630,,,ok
24145,490.554792530,490.562077770,490.562081770,7285.240,7289.240,4.000,,,ok
24146,490.574773720,490.582061950,490.582058850,7288.230,7285.130,3.100,,,ok
24147,490.594764480,490.602048140,490.602052440,7283.660,7287.960,4.300,,,ok
24148,490.614751660,490.622038910,490.622041880,7287.250,7290.220,2.970,,,ok
24149,490.634652970,490.641941120,490.641940240,7288.150,7287.270,0.880,,,ok
24150,490.654417420,490.661702770,490.661702220,7285.350,7284.800,0.550,,,ok
24151,490.674095980,490.681382910,490.681382030,7286.930,7286.050,0.880,,,ok
24152,490.693930060,490.701216120,490.701220370,7286.060,7290.310,4.250,,,ok
24153,490.714369640,490.721655540,490.721657980,7285.900,7288.340,2.440,,,ok
24154,490.734992850,490.742276320,490.742282060,7283.470,7289.210,5.740,,,ok
24155,490.754672920,490.761962140,490.761959290,7289.220,7286.370,2.850,,,ok
24156,490.774632440,490.781920310,490.781918860,7287.870,7286.420,1.450,,,ok
24157,490.794855310,490.802143030,490.802141400,7287.720,7286.090,1.630,,,ok
24158,490.814061180,490.821347120,490.821353140,7285.940,7291.960,6.020,,,ok
24159,490.833766280,490.841055330,490.841052660,7289.050,7286.380,2.670,,,ok
24160,490.855015530,490.862303970,490.862302270,7288.440,7286.740,1.700,,,ok
24161,490.874762500,490.882052220,490.882048540,7289.720,7286.040,3.680,,,ok
24162,490.894809730,490.902095450,490.902099020,7285.720,7289.290,3.570,,,ok
24163,490.914771100,490.922057910,490.922056610,7286.810,7285.510,1.300,,,ok
24164,490.934792070,490.942082120,490.942080900,7290.050,7288.830,1.220,,,ok
