event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,RX1_gap_before_ms,RX2_gap_before_ms,status
152,19.631728780,19.639014430,19.639014290,7285.650,7285.510,0.140,,,ok
153,19.657093840,19.664379260,19.664380080,7285.420,7286.240,0.820,,,ok
154,19.682245880,19.689510730,19.689530860,7264.850,7284.980,20.130,,,ok
155,19.707892650,19.715178480,19.715179520,7285.830,7286.870,1.040,,,ok
156,19.731875200,19.739164180,19.739160360,7288.980,7285.160,3.820,,,ok
157,19.757694010,19.764982660,19.764981250,7288.650,7287.240,1.410,,,ok
158,19.783098930,19.790385950,19.790383900,7287.020,7284.970,2.050,,,ok
159,19.807744460,19.815029280,19.815033070,7284.820,7288.610,3.790,,,ok
160,19.832880730,19.840167840,19.840166530,7287.110,7285.800,1.310,,,ok
161,19.857744080,19.865031400,19.865029880,7287.320,7285.800,1.520,,,ok
162,19.882837150,19.890124390,19.890187930,7287.240,7350.780,63.540,,,ok
163,19.907108960,19.914397890,19.914396860,7288.930,7287.900,1.030,,,ok
164,19.932879580,19.940164970,19.940164280,7285.390,7284.700,0.690,,,ok
165,19.958753020,19.966037010,19.966038530,7283.990,7285.510,1.520,,,ok
166,19.984487600,19.991772750,19.991775050,7285.150,7287.450,2.300,,,ok
167,20.010203000,20.017491390,20.017489470,7288.390,7286.470,1.920,,,ok
168,20.035924250,20.043208740,20.043212680,7284.490,7288.430,3.940,,,ok
169,20.061517600,20.068803180,20.068807350,7285.580,7289.750,4.170,,,ok
170,20.087204950,20.094491400,20.094489870,7286.450,7284.920,1.530,,,ok
171,20.112922800,20.120209920,20.120209120,7287.120,7286.320,0.800,,,ok
172,20.136518270,20.143803210,20.143802700,7284.940,7284.430,0.510,,,ok
173,20.160866140,20.168151600,20.168156020,7285.460,7289.880,4.420,,,ok
174,20.186583510,20.193868970,20.193869480,7285.460,7285.970,0.510,,,ok
175,20.211493340,20.218777530,20.218782870,7284.190,7289.530,5.340,,,ok
176,20.235893350,20.243179180,20.243181370,7285.830,7288.020,2.190,,,ok
177,20.261712540,20.268999070,20.268998560,7286.530,7286.020,0.510,,,ok
178,20.287246930,20.294530960,20.294530620,7284.030,7283.690,0.340,,,ok
179,20.313056370,20.320341640,20.320341480,7285.270,7285.110,0.160,,,ok
180,20.338636370,20.345925080,20.345924040,7288.710,7287.670,1.040,,,ok
181,20.364418430,20.371703670,20.371702330,7285.240,7283.900,1.340,,,ok
182,20.390216360,20.397502040,20.397565810,7285.680,7349.450,63.770,,,ok
183,20.415933110,20.423220270,20.423219960,7287.160,7286.850,0.310,,,ok
184,20.441921160,20.449208580,20.449208590,7287.420,7287.430,0.010,,,ok
185,20.466043940,20.473331140,20.473331070,7287.200,7287.130,0.070,,,ok
186,20.491866920,20.499154550,20.499145530,7287.630,7278.610,9.020,,,ok
187,20.515840450,20.523128710,20.523127860,7288.260,7287.410,0.850,,,ok
188,20.541434650,20.548722210,20.548722190,7287.560,7287.540,0.020,,,ok
189,20.566220960,20.573510540,20.573505690,7289.580,7284.730,4.850,,,ok
190,20.591158500,20.598443870,20.598444130,7285.370,7285.630,0.260,,,ok
191,20.617064330,20.624349800,20.624352380,7285.470,7288.050,2.580,,,ok
192,20.642158030,20.649445740,20.649444550,7287.710,7286.520,1.190,,,ok
193,20.667582320,20.674868960,20.674866880,7286.640,7284.560,2.080,,,ok
194,20.692838340,20.700127410,20.700127760,7289.070,7289.420,0.350,,,ok
195,20.718574530,20.725860720,20.725859910,7286.190,7285.380,0.810,,,ok
196,20.744261980,20.751549090,20.751549550,7287.110,7287.570,0.460,,,ok
197,20.769957340,20.777242490,20.777242860,7285.150,7285.520,0.370,,,ok
198,20.794342780,20.801629860,20.801631450,7287.080,7288.670,1.590,,,ok
199,20.819321670,20.826609150,20.826608490,7287.480,7286.820,0.660,,,ok
200,20.845020220,20.852307390,20.852308240,7287.170,7288.020,0.850,,,ok
201,20.868885240,20.876168540,20.876170620,7283.300,7285.380,2.080,,,ok
202,20.894579390,20.901863990,20.901864950,7284.600,7285.560,0.960,,,ok
203,20.919991430,20.927277780,20.927278600,7286.350,7287.170,0.820,,,ok
204,20.945649550,20.952935810,20.953001310,7286.260,7351.760,65.500,,,ok
205,20.971714110,,20.978999370,,7285.260,,,,missing_rx1
206,20.996995070,21.004280160,21.004283660,7285.090,7288.590,3.500,51.344,,ok
207,21.022127440,21.029413360,21.029417180,7285.920,7289.740,3.820,,,ok
208,21.047309870,21.054592920,21.054604450,7283.050,7294.580,11.530,,,ok
209,21.073060250,21.080347600,21.080349000,7287.350,7288.750,1.400,,,ok
210,21.098550310,21.105833460,21.105836390,7283.150,7286.080,2.930,,,ok
211,21.124385890,21.131673620,21.131670870,7287.730,7284.980,2.750,,,ok
212,21.150145800,21.157433110,21.157432950,7287.310,7287.150,0.160,,,ok
213,21.175865110,21.183149920,21.183152580,7284.810,7287.470,2.660,,,ok
214,21.201556630,21.208842100,21.208845140,7285.470,7288.510,3.040,,,ok
215,21.226658400,21.233942890,21.233944410,7284.490,7286.010,1.520,,,ok
216,21.252244580,21.259562970,21.259532960,7318.390,7288.380,30.010,,,ok
217,21.276247070,21.283533840,21.283536210,7286.770,7289.140,2.370,,,ok
218,21.301933720,21.309218110,21.309218770,7284.390,7285.050,0.660,,,ok
219,21.327783650,21.335070410,21.335073230,7286.760,7289.580,2.820,,,ok
220,21.353190900,21.360479830,21.360474040,7288.930,7283.140,5.790,,,ok
221,21.376926280,21.384213180,21.384215080,7286.900,7288.800,1.900,,,ok
222,21.402799160,21.410085630,21.410087060,7286.470,7287.900,1.430,,,ok
223,21.428451700,21.435803960,21.435736830,7352.260,7285.130,67.130,,,ok
224,21.453084060,21.460372350,21.460385960,7288.290,7301.900,13.610,,,ok
225,21.479064600,21.486351660,21.486352830,7287.060,7288.230,1.170,,,ok
226,21.503953450,21.511240010,21.511242110,7286.560,7288.660,2.100,,,ok
227,21.529517410,21.536802440,21.536805480,7285.030,7288.070,3.040,,,ok
228,21.554962220,21.562246860,21.562247860,7284.640,7285.640,1.000,,,ok
229,21.580591860,21.587880230,21.587877290,7288.370,7285.430,2.940,,,ok
230,21.606368050,21.613652640,21.613655920,7284.590,7287.870,3.280,,,ok
231,21.632128650,21.639415860,21.639414150,7287.210,7285.500,1.710,,,ok
232,21.657877650,21.665165380,21.665162820,7287.730,7285.170,2.560,,,ok
233,21.682729190,21.690017730,21.690073070,7288.540,7343.880,55.340,,,ok
234,21.707742580,21.715029500,21.715029400,7286.920,7286.820,0.100,,,ok
235,21.733466030,21.740750530,21.740751550,7284.500,7285.520,1.020,,,ok
236,21.759193800,21.766478780,21.766479820,7284.980,7286.020,1.040,,,ok
237,21.785030380,21.792317080,21.792318610,7286.700,7288.230,1.530,,,ok
238,21.810643760,21.817929350,21.817933110,7285.590,7289.350,3.760,,,ok
239,21.835524290,21.842808850,21.842811590,7284.560,7287.300,2.740,,,ok
240,21.861268770,21.868555950,21.868552550,7287.180,7283.780,3.400,,,ok
241,21.885739260,21.893025630,21.893083480,7286.370,7344.220,57.850,,,ok
242,21.910925650,21.918213020,21.918210920,7287.370,7285.270,2.100,,,ok
243,21.936455150,21.943742330,21.943744980,7287.180,7289.830,2.650,,,ok
244,21.961420400,21.968704910,21.968708710,7284.510,7288.310,3.800,,,ok
245,21.986571620,21.993859090,21.993856110,7287.470,7284.490,2.980,,,ok
246,22.012297810,22.019582400,22.019585400,7284.590,7287.590,3.000,,,ok
247,22.038080200,22.045365040,22.045367960,7284.840,7287.760,2.920,,,ok
248,22.063789850,22.071078260,22.071077190,7288.410,7287.340,1.070,,,ok
249,22.089565410,22.096852700,22.096850590,7287.290,7285.180,2.110,,,ok
250,22.115171720,22.122461090,22.122459030,7289.370,7287.310,2.060,,,ok
251,22.140920990,22.148209230,22.148207570,7288.240,7286.580,1.660,,,ok
252,22.166164460,22.173450040,22.173449610,7285.580,7285.150,0.430,,,ok
253,22.191479040,22.198766260,22.198763440,7287.220,7284.400,2.820,,,ok
254,22.217120870,22.224409320,22.224386840,7288.450,7265.970,22.480,,,ok
255,22.242840580,22.250127870,22.250123670,7287.290,7283.090,4.200,,,ok
256,22.267775950,22.275060350,22.275063610,7284.400,7287.660,3.260,,,ok
257,22.293494450,22.300778430,22.300783090,7283.980,7288.640,4.660,,,ok
258,22.319355760,22.326642860,22.326638690,7287.100,7282.930,4.170,,,ok
259,22.343122680,22.350409960,22.350408920,7287.280,7286.240,1.040,,,ok
260,22.368729490,22.376014460,22.376018130,7284.970,7288.640,3.670,,,ok
261,22.394481970,22.401767910,22.401770650,7285.940,7288.680,2.740,,,ok
262,22.419396780,22.426686550,22.426685150,7289.770,7288.370,1.400,,,ok
263,22.445266630,22.452553940,22.452553420,7287.310,7286.790,0.520,,,ok
264,22.469859460,22.477121750,22.477147150,7262.290,7287.690,25.400,,,ok
265,22.494890760,22.502175460,22.502161470,7284.700,7270.710,13.990,,,ok
266,22.519804860,22.527089890,22.527091190,7285.030,7286.330,1.300,,,ok
267,22.544968400,22.552258260,22.552257030,7289.860,7288.630,1.230,,,ok
268,22.570837210,22.578126710,22.578125530,7289.500,7288.320,1.180,,,ok
269,22.596397390,22.603685100,22.603689740,7287.710,7292.350,4.640,,,ok
270,22.622253250,22.629538240,22.629541440,7284.990,7288.190,3.200,,,ok
271,22.647779410,22.655066740,22.655064840,7287.330,7285.430,1.900,,,ok
272,22.673481780,22.680769060,22.680769190,7287.280,7287.410,0.130,,,ok
273,22.699111130,22.706397620,22.706397720,7286.490,7286.590,0.100,,,ok
274,22.724833590,22.732121930,22.732118760,7288.340,7285.170,3.170,,,ok
275,22.750407630,22.757695110,22.757692070,7287.480,7284.440,3.040,,,ok
276,22.776088420,22.783373500,22.783372070,7285.080,7283.650,1.430,,,ok
277,22.801852710,22.809136980,22.809140090,7284.270,7287.380,3.110,,,ok
278,22.827689250,22.834976180,22.834974650,7286.930,7285.400,1.530,,,ok
279,22.852125220,22.859413800,22.859413170,7288.580,7287.950,0.630,,,ok
280,22.877588070,22.884877070,22.884876690,7289.000,7288.620,0.380,,,ok
281,22.903924320,22.911209120,22.911210090,7284.800,7285.770,0.970,,,ok
282,22.928941020,22.936292430,22.936227490,7351.410,7286.470,64.940,,,ok
283,22.954732080,22.962016950,22.962016880,7284.870,7284.800,0.070,,,ok
284,22.980427240,22.987714610,22.987713920,7287.370,7286.680,0.690,,,ok
285,23.005837010,23.013123730,23.013123780,7286.720,7286.770,0.050,,,ok
286,23.031627590,23.038912200,23.038917170,7284.610,7289.580,4.970,,,ok
287,23.057363550,23.064649800,23.064649530,7286.250,7285.980,0.270,,,ok
288,23.083139940,23.090429020,23.090427840,7289.080,7287.900,1.180,,,ok
289,23.108962440,23.116252450,23.116316480,7290.010,7354.040,64.030,,,ok
290,23.132937840,23.140225950,23.140223400,7288.110,7285.560,2.550,,,ok
291,23.158700450,23.165968900,23.165989090,7268.450,7288.640,20.190,,,ok
292,23.184490440,23.191777670,23.191777500,7287.230,7287.060,0.170,,,ok
293,23.210386730,23.217676040,23.217675110,7289.310,7288.380,0.930,,,ok
294,23.236231020,23.243518070,23.243518460,7287.050,7287.440,0.390,,,ok
295,23.262103790,23.269390280,23.269392940,7286.490,7289.150,2.660,,,ok
296,23.287714520,23.294999790,23.294998630,7285.270,7284.110,1.160,,,ok
297,23.313011020,23.320298520,23.320299000,7287.500,7287.980,0.480,,,ok
298,23.338183070,23.345467930,23.345473110,7284.860,7290.040,5.180,,,ok
299,23.363909180,23.371195090,23.371195500,7285.910,7286.320,0.410,,,ok
300,23.387843890,23.395129670,23.395129980,7285.780,7286.090,0.310,,,ok
301,23.411802300,23.419085650,23.419087000,7283.350,7284.700,1.350,,,ok
302,23.437145480,23.444430580,23.444430830,7285.100,7285.350,0.250,,,ok
303,23.462938170,23.470223470,23.470224130,7285.300,7285.960,0.660,,,ok
304,23.488542560,23.495828130,23.495828630,7285.570,7286.070,0.500,,,ok
305,23.514307790,23.521596540,23.521596790,7288.750,7289.000,0.250,,,ok
306,23.538109920,23.545394120,23.545394650,7284.200,7284.730,0.530,,,ok
307,23.563932090,23.571216870,23.571219020,7284.780,7286.930,2.150,,,ok
308,23.587802180,23.595090610,23.595092270,7288.430,7290.090,1.660,,,ok
309,23.613719160,23.621004090,23.621005790,7284.930,7286.630,1.700,,,ok
310,23.639319700,23.646614620,23.646607810,7294.920,7288.110,6.810,,,ok
311,23.665116090,23.672401530,23.672400160,7285.440,7284.070,1.370,,,ok
312,23.690483000,23.697768670,23.697770870,7285.670,7287.870,2.200,,,ok
313,23.716303650,23.723590940,23.723589310,7287.290,7285.660,1.630,,,ok
314,23.742097600,23.749385430,23.749382910,7287.830,7285.310,2.520,,,ok
315,23.765829970,23.773114200,23.773115120,7284.230,7285.150,0.920,,,ok
316,23.790559690,23.797847470,23.797843730,7287.780,7284.040,3.740,,,ok
317,23.816224480,23.823509300,23.823512020,7284.820,7287.540,2.720,,,ok
318,23.841246550,23.848534420,23.848536350,7287.870,7289.800,1.930,,,ok
319,23.864993710,23.872278710,23.872279850,7285.000,7286.140,1.140,,,ok
320,23.888889960,23.896176020,23.896229850,7286.060,7339.890,53.830,,,ok
321,23.914788300,23.922075430,23.922076490,7287.130,7288.190,1.060,,,ok
322,23.940593270,23.947877900,23.947880200,7284.630,7286.930,2.300,,,ok
323,23.964155260,23.971442110,23.971442620,7286.850,7287.360,0.510,,,ok
324,23.988915540,23.996197920,23.996201890,7282.380,7286.350,3.970,,,ok
325,24.013998890,24.021283830,24.021282970,7284.940,7284.080,0.860,,,ok
326,24.039860970,24.047202110,24.047148640,7341.140,7287.670,53.470,,,ok
327,24.065590120,24.072875670,24.072877160,7285.550,7287.040,1.490,,,ok
328,24.091441680,24.098728950,24.098728120,7287.270,7286.440,0.830,,,ok
329,24.117217960,24.124506390,24.124504070,7288.430,7286.110,2.320,,,ok
330,24.142999110,24.150285670,24.150287300,7286.560,7288.190,1.630,,,ok
331,24.167627450,24.174913170,24.174913240,7285.720,7285.790,0.070,,,ok
332,24.193511200,24.200797390,24.200755490,7286.190,7244.290,41.900,,,ok
333,24.219427260,24.226715970,24.226712660,7288.710,7285.400,3.310,,,ok
334,24.244134340,24.251416460,24.251420900,7282.120,7286.560,4.440,,,ok
335,24.267864780,24.275151420,24.275146970,7286.640,7282.190,4.450,,,ok
336,24.291961750,24.299251060,24.299245260,7289.310,7283.510,5.800,,,ok
337,24.315897490,24.323184370,24.323186380,7286.880,7288.890,2.010,,,ok
338,24.341945530,24.349231850,24.349234740,7286.320,7289.210,2.890,,,ok
339,24.367793990,24.375081070,24.375081670,7287.080,7287.680,0.600,,,ok
340,24.391381220,24.398668400,24.398666610,7287.180,7285.390,1.790,,,ok
341,24.417295470,24.424581580,24.424584210,7286.110,7288.740,2.630,,,ok
342,24.442794280,24.450081100,24.450082170,7286.820,7287.890,1.070,,,ok
343,24.468557530,24.475843130,24.475846690,7285.600,7289.160,3.560,,,ok
344,24.494092840,24.501375400,24.501380300,7282.560,7287.460,4.900,,,ok
345,24.517784450,24.525071230,24.525073690,7286.780,7289.240,2.460,,,ok
346,24.543569150,24.550854510,24.550856960,7285.360,7287.810,2.450,,,ok
347,24.569518150,,24.576805480,,7287.330,,,,missing_rx1
348,24.593129910,24.600417150,24.600417610,7287.240,7287.700,0.460,49.563,,ok
349,24.618924240,24.626211290,24.626212330,7287.050,7288.090,1.040,,,ok
350,24.644272230,24.651559870,24.651560710,7287.640,7288.480,0.840,,,ok
351,24.670254610,24.677549420,24.677544150,7294.810,7289.540,5.270,,,ok
352,24.695953520,24.703241560,24.703241600,7288.040,7288.080,0.040,,,ok
353,24.719854970,24.727139770,24.727141060,7284.800,7286.090,1.290,,,ok
354,24.743561730,24.750847290,24.750913460,7285.560,7351.730,66.170,,,ok
