tx_time,rx_time,tx_time_ns,rx_time_ns,latency_us,latency_ms,tx_port,rx_port,rx_seq,data_hex
2026-09-15T21:40:07.541008+08:00,2026-09-15T21:40:07.572374+08:00,1789479607541008000,1789479607572374000,31366.000,31.366000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,159,16B4646885C4465550FB98593C882E677A2710645DE20ACAC807EFFF58EA
2026-09-15T21:40:08.625516+08:00,2026-09-15T21:40:08.655045+08:00,1789479608625516000,1789479608655045000,29529.000,29.529000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,160,16B66DD28E83BCACBDFFA5B8631EA1CDFD53487D50685A3659F68B1BF99F
2026-09-15T21:40:09.167527+08:00,2026-09-15T21:40:09.195851+08:00,1789479609167527000,1789479609195851000,28324.000,28.324000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,161,16B712A05D12F0E82FBC01DE7E4FC4156EF4EA609F4FA0315E369CB28E31
2026-09-15T21:40:09.710065+08:00,2026-09-15T21:40:09.741729+08:00,1789479609710065000,1789479609741729000,31664.000,31.664000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,162,16B8E9A554B173FC85115237D14DD682AC85578A0030B923941FC19B3A38
2026-09-15T21:40:10.252239+08:00,2026-09-15T21:40:10.281990+08:00,1789479610252239000,1789479610281990000,29751.000,29.751000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,163,16B91BDBBBF02743838587430D0169BA0CEF950F5EDA3610B289688DF3FD
2026-09-15T21:40:10.794457+08:00,2026-09-15T21:40:10.823357+08:00,1789479610794457000,1789479610823357000,28900.000,28.900000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,164,16BA85B37B272F2AF9691DEE1ED3A7EE0A1A0F667A5795FDAE86399E1BB9
2026-09-15T21:40:11.336590+08:00,2026-09-15T21:40:11.364418+08:00,1789479611336590000,1789479611364418000,27828.000,27.828000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,165,16BB4E16D51FC372BBB8311660D6A49EBC53297597941C36B1402EC5B2C0
2026-09-15T21:40:11.878792+08:00,2026-09-15T21:40:11.910096+08:00,1789479611878792000,1789479611910096000,31304.000,31.304000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,166,16BC382CD477C33752BE53D090A67818076D9249F6BC674ECAA6661F4A61
2026-09-15T21:40:12.420963+08:00,2026-09-15T21:40:12.451257+08:00,1789479612420963000,1789479612451257000,30294.000,30.294000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,167,16BDB8DE82C20CB3757A1F6882130EC392A85BA70767C1E964C8B8F3BC8A
2026-09-15T21:40:12.963266+08:00,2026-09-15T21:40:12.992411+08:00,1789479612963266000,1789479612992411000,29145.000,29.145000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,168,16BEC61BDC728CC138C38C2B967CBB207C54CA465A76343C78FC08769E2D
2026-09-15T21:40:13.505474+08:00,2026-09-15T21:40:13.533621+08:00,1789479613505474000,1789479613533621000,28147.000,28.147000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,169,16BF74DC85771522002B00E5EAFB908BCE33EED759BA614E80C85B4D7164
2026-09-15T21:40:14.047753+08:00,2026-09-15T21:40:14.079459+08:00,1789479614047753000,1789479614079459000,31706.000,31.706000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,170,16C03FE73BA5F3803CA52A2B4E436EC3B1A1F0CBB6591006317DAAD69C55
