tx_time,rx_time,tx_time_ns,rx_time_ns,latency_us,latency_ms,tx_port,rx_port,tx_local_tick,tx_local_us,rx_local_tick,rx_local_us,rx_seq,data_hex
2026-09-15T22:38:59.265515+08:00,2026-09-15T22:38:59.277275+08:00,1789483139265515000,1789483139277275000,11760.000,11.760000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,3923624,,3443636,,58,004C4ACD4FA0B872C7AD96F4A9C4C43AE5883A816D4790F89FF7491C79F2
2026-09-15T22:38:59.805985+08:00,2026-09-15T22:38:59.818285+08:00,1789483139805985000,1789483139818285000,12300.000,12.300000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,3975251,,3495217,,59,004DE3D27B719F465BCA10856B6966DCCB9078F04ECE939A2D4004886E8B
2026-09-15T22:39:00.347152+08:00,2026-09-15T22:39:00.359631+08:00,1789483140347152000,1789483140359631000,12479.000,12.479000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4026872,,3546808,,60,004E67951295AEE30106F0BEB682F730AAA3886482B870BBF73F53B08924
2026-09-15T22:39:00.888128+08:00,2026-09-15T22:39:00.900763+08:00,1789483140888128000,1789483140900763000,12635.000,12.635000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4078500,,3598396,,61,004F346CE3B8C3280D706A475462162FF97FC6EB9C91D48266F40614F914
2026-09-15T22:39:01.429208+08:00,2026-09-15T22:39:01.441736+08:00,1789483141429208000,1789483141441736000,12528.000,12.528000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4130127,,3649986,,62,005054BA19AA771B17B536CE013A70748BBCE890BC7BD32D586C232E11FB
2026-09-15T22:39:01.970053+08:00,2026-09-15T22:39:01.982858+08:00,1789483141970053000,1789483141982858000,12805.000,12.805000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4181764,,3701589,,63,005191736C836DB17489250E22BC977F87AD16E2BF4E3EDA962C786EF76C
2026-09-15T22:39:02.511124+08:00,2026-09-15T22:39:02.522777+08:00,1789483142511124000,1789483142522777000,11653.000,11.653000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4233388,,3753171,,64,00524C6119876A4F67C5768C337B96BC1B04BD323780B609084FF005204C
2026-09-15T22:39:03.052108+08:00,2026-09-15T22:39:03.064125+08:00,1789483143052108000,1789483143064125000,12017.000,12.017000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4285021,,3804759,,65,00530C2791C92712164FE72004124743EE36239E1BC483DFA96AA7627DF6
2026-09-15T22:39:04.134168+08:00,2026-09-15T22:39:04.146057+08:00,1789483144134168000,1789483144146057000,11889.000,11.889000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4388270,,3907925,,66,00554165377DC9DAA3B461DF147A53CF537231837EADA228B7EBEEDB8F90
2026-09-15T22:39:04.675062+08:00,2026-09-15T22:39:04.687079+08:00,1789483144675062000,1789483144687079000,12017.000,12.017000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4439904,,3959513,,67,005647093167DD894E1AA076CC6DD3CE2E3E55CCC13DAE058C6BDC44F554
2026-09-15T22:39:05.216239+08:00,2026-09-15T22:39:05.228501+08:00,1789483145216239000,1789483145228501000,12262.000,12.262000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4491528,,4011101,,68,0057DC27330BF77677EAD146DA0733D205759314A23F69278625315C9B14
2026-09-15T22:39:05.756988+08:00,2026-09-15T22:39:05.769317+08:00,1789483145756988000,1789483145769317000,12329.000,12.329000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4543162,,4062685,,69,00583E1E8F6745863EE0A5BDE0647715F27A5AE6E582FB2A89B567D838E0
2026-09-15T22:39:06.298130+08:00,2026-09-15T22:39:06.314437+08:00,1789483146298130000,1789483146314437000,16307.000,16.307000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4594786,,4114264,,70,00591001C2E0A0AB1CDC8171C74529D7028F266EAFACEDAB054D6288FBD7
2026-09-15T22:39:06.838932+08:00,2026-09-15T22:39:06.851445+08:00,1789483146838932000,1789483146851445000,12513.000,12.513000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4646410,,4165852,,71,005A27D87027A56B1A06DBE5356BE95FE7735BBB752136C728D5C519FD8E
2026-09-15T22:39:07.380016+08:00,2026-09-15T22:39:07.392790+08:00,1789483147380016000,1789483147392790000,12774.000,12.774000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4698053,,4217448,,72,005B20A40FDF811EC5B24612BBC0C5C472CCD4C8B6A21361D3D3009A772D
2026-09-15T22:39:08.462137+08:00,2026-09-15T22:39:08.474505+08:00,1789483148462137000,1789483148474505000,12368.000,12.368000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4801305,,4320630,,73,005DDA5FB1ECA0CDD45102FC807D645E297511F937CC0B4EB6E493EEC0E3
2026-09-15T22:39:09.003127+08:00,2026-09-15T22:39:09.015359+08:00,1789483149003127000,1789483149015359000,12232.000,12.232000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4852932,,4372221,,74,005E77D5AA771E8DF14A5403E344D6280D849D47681CEB29428E16EAEE0A
2026-09-15T22:39:10.085143+08:00,2026-09-15T22:39:10.097589+08:00,1789483150085143000,1789483150097589000,12446.000,12.446000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,4956190,,4475402,,75,0060320BA9E37FA1A4C813F3493B4105DEC3810240E4FBD44617D585F68D
2026-09-15T22:39:10.626160+08:00,2026-09-15T22:39:10.638630+08:00,1789483150626160000,1789483150638630000,12470.000,12.470000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5007817,,4526993,,76,00613D596AA435A78026227B454412EE1F55D040BC4EAABABE00FD462315
2026-09-15T22:39:11.167265+08:00,2026-09-15T22:39:11.179770+08:00,1789483151167265000,1789483151179770000,12505.000,12.505000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5059445,,4578584,,77,006285CA76C86649B767F9B90B8A57A22311A87B6EDF29C4FE58FEE23B9B
2026-09-15T22:39:11.708197+08:00,2026-09-15T22:39:11.719928+08:00,1789483151708197000,1789483151719928000,11731.000,11.731000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5111069,,4630172,,78,0063BDBF4A7FB61E3B4F04BEF5465536E1C9798B5966AB92CF90A209BD18
2026-09-15T22:39:12.249107+08:00,2026-09-15T22:39:12.260996+08:00,1789483152249107000,1789483152260996000,11889.000,11.889000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5162696,,4681759,,79,00645773506B95B7D48E4277DEDA6F313B7721189C99DDB0FD7DF52CDA22
2026-09-15T22:39:12.790138+08:00,2026-09-15T22:39:12.801738+08:00,1789483152790138000,1789483152801738000,11600.000,11.600000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5214327,,4733350,,80,0065958711C88D64952ADCA7D97A00CFF620001AA2333557D1B4DC89288D
2026-09-15T22:39:13.871994+08:00,2026-09-15T22:39:13.884167+08:00,1789483153871994000,1789483153884167000,12173.000,12.173000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5317582,,4836513,,81,0067CF8DF2CDBCC74DC54711D7D4EC480F50174CB2C9735BE9C2F02B322C
2026-09-15T22:39:14.412899+08:00,2026-09-15T22:39:14.424885+08:00,1789483154412899000,1789483154424885000,11986.000,11.986000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5369209,,4888098,,82,006896C910A60D347277E8B8E547B50C78A0C52B7328BCF3B79CD77EF38C
2026-09-15T22:39:14.953868+08:00,2026-09-15T22:39:14.966259+08:00,1789483154953868000,1789483154966259000,12391.000,12.391000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5420836,,4939686,,83,006900448CD993ED49EEEEF7C2C1BB0C8688FD200F3CDB4E66CF2F70962C
2026-09-15T22:39:15.494961+08:00,2026-09-15T22:39:15.507202+08:00,1789483155494961000,1789483155507202000,12241.000,12.241000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5472470,,4991273,,84,006ACE80D2F295B265F0384D5E60CA4DF7E40CBAC94275C6B2DE05A982FB
2026-09-15T22:39:16.035955+08:00,2026-09-15T22:39:16.048049+08:00,1789483156035955000,1789483156048049000,12094.000,12.094000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,5524097,,5042852,,85,006BCA3D68B12F591FAD08EDD8AB5DE2E6B4FAAF2C18B3BB462B77767ABF
2026-09-15T22:39:35.410765+08:00,2026-09-15T22:39:35.422796+08:00,1789483175410765000,1789483175422796000,12031.000,12.031000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,825955,,43204,,0,00108C32D4DA7FD81657E1A6CE7DC1AE62BF13E4874C3AC1B30C59994758
2026-09-15T22:39:35.951807+08:00,2026-09-15T22:39:35.964271+08:00,1789483175951807000,1789483175964271000,12464.000,12.464000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,877571,,94877,,1,00115ABD787CBA5001ED1BEA8A4988EED61485ABB02CDE3593112D011CD7
2026-09-15T22:39:36.493267+08:00,2026-09-15T22:39:36.505075+08:00,1789483176493267000,1789483176505075000,11808.000,11.808000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,929195,,146535,,2,0012284330E7B008ED79991351D23A77AD3DB4F8C7CA0322D2C9C6270F04
2026-09-15T22:39:37.034536+08:00,2026-09-15T22:39:37.046310+08:00,1789483177034536000,1789483177046310000,11774.000,11.774000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,980810,,198193,,3,0013CE7A3FC0682CCF726A09C24200725E4134F896693FBD3A58918BE1CC
2026-09-15T22:39:37.575878+08:00,2026-09-15T22:39:37.587532+08:00,1789483177575878000,1789483177587532000,11654.000,11.654000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1032422,,249851,,4,0014A2B192DD77A135FEF34BBCB1E337110DC765BEF161E55E06FF35C776
2026-09-15T22:39:38.117335+08:00,2026-09-15T22:39:38.128748+08:00,1789483178117335000,1789483178128748000,11413.000,11.413000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1084047,,301524,,5,0015895DF46E4ACCB5547EF115C8A0998F5C700BEF14C6E50A9C19B41D4C
2026-09-15T22:39:38.658879+08:00,2026-09-15T22:39:38.669778+08:00,1789483178658879000,1789483178669778000,10899.000,10.899000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1135674,,353203,,6,0016CE5606DC421125E7966F0F213DDFF957470DDF2B6AFC778DD5E9D9F9
2026-09-15T22:39:39.200436+08:00,2026-09-15T22:39:39.210872+08:00,1789483179200436000,1789483179210872000,10436.000,10.436000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1187308,,404892,,7,0017B5E0EB72841A8E42141D8A6E5F923AFB0BE5F6E4C09F45D62A83BFB1
2026-09-15T22:39:39.741772+08:00,2026-09-15T22:39:39.756795+08:00,1789483179741772000,1789483179756795000,15023.000,15.023000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1238929,,456574,,8,0018CD6AC4BF8CDEDFB2F779F76057FC3B3D7B2ECB9C417B27A5E3485815
2026-09-15T22:39:40.283304+08:00,2026-09-15T22:39:40.295183+08:00,1789483180283304000,1789483180295183000,11879.000,11.879000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1290562,,508256,,9,00190717E0B9855F63A8F6291243006ADBEE6424528BC43B5DBB3518A2D3
2026-09-15T22:39:40.824918+08:00,2026-09-15T22:39:40.836593+08:00,1789483180824918000,1789483180836593000,11675.000,11.675000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1342184,,559930,,10,001A89FFB2A05930F2DBD5C14D6A4B369C5D78E6D0A3920DE59011B0860F
2026-09-15T22:39:41.366317+08:00,2026-09-15T22:39:41.377729+08:00,1789483181366317000,1789483181377729000,11412.000,11.412000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1393811,,611603,,11,001B413480A689BDE92F78470D5095871BBFE37F943736E46F39382F0C83
2026-09-15T22:39:41.908009+08:00,2026-09-15T22:39:41.918959+08:00,1789483181908009000,1789483181918959000,10950.000,10.950000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1445451,,663291,,12,001C3A85DF51BC48D956BB799579BDD448509DA9655D177C130B125C4F67
2026-09-15T22:39:42.449365+08:00,2026-09-15T22:39:42.460067+08:00,1789483182449365000,1789483182460067000,10702.000,10.702000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1497072,,714958,,13,001DB004E19E18B3003AFECBC41CF72B50387E4EBB13C520C3FE3DA4300F
2026-09-15T22:39:42.991199+08:00,2026-09-15T22:39:42.991330+08:00,1789483182991199000,1789483182991330000,131.000,0.131000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,1548708,,766634,,14,001EE4470AE452017A17813180805F355A2D15CCB022152D80D1E6E4CC58
