event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,status
373,202.054701760,202.063098140,202.063104320,8396.380,8402.560,6.180,ok
374,202.596871210,202.605273970,202.605272850,8402.760,8401.640,1.120,ok
375,203.138888970,203.147294950,203.147296310,8405.980,8407.340,1.360,ok
376,203.680908520,203.689310310,203.689314650,8401.790,8406.130,4.340,ok
377,204.223064300,204.231466430,204.231467850,8402.130,8403.550,1.420,ok
378,204.765169860,204.773572320,204.773571560,8402.460,8401.700,0.760,ok
379,205.307274350,205.315678100,205.315674440,8403.750,8400.090,3.660,ok
380,205.849450370,205.857854120,205.857853420,8403.750,8403.050,0.700,ok
381,206.391520140,206.399924620,206.399926720,8404.480,8406.580,2.100,ok
382,206.933574290,206.941975650,206.941975240,8401.360,8400.950,0.410,ok
383,207.475701310,207.484101470,207.484103410,8400.160,8402.100,1.940,ok
384,208.017815180,208.026222400,208.026221680,8407.220,8406.500,0.720,ok
385,208.559846970,208.568247940,208.568250150,8400.970,8403.180,2.210,ok
386,209.101922800,209.110278620,209.110328550,8355.820,8405.750,49.930,ok
387,209.643962010,209.652364660,209.652362310,8402.650,8400.300,2.350,ok
388,210.186009330,210.194410650,210.194410600,8401.320,8401.270,0.050,ok
389,210.728068370,210.736466310,210.736468550,8397.940,8400.180,2.240,ok
390,211.270139570,211.278540820,211.278542440,8401.250,8402.870,1.620,ok
391,211.812207690,211.820613110,211.820610490,8405.420,8402.800,2.620,ok
392,212.354331870,212.362733820,212.362734130,8401.950,8402.260,0.310,ok
393,212.896456300,212.904859700,212.904857360,8403.400,8401.060,2.340,ok
394,213.438506000,213.446909130,213.446910800,8403.130,8404.800,1.670,ok
395,213.980637510,213.989041580,213.989039010,8404.070,8401.500,2.570,ok
396,214.522696160,214.531102070,214.531102490,8405.910,8406.330,0.420,ok
397,215.064741490,215.073142990,215.073145980,8401.500,8404.490,2.990,ok
398,215.606878120,215.615283760,215.615284400,8405.640,8406.280,0.640,ok
399,216.148938920,,,,,,missing_rx1_rx2
400,216.690975160,216.699379600,216.699380520,8404.440,8405.360,0.920,ok
401,217.233078020,217.241480790,217.241479400,8402.770,8401.380,1.390,ok
402,217.775198210,217.783611400,217.783607800,8413.190,8409.590,3.600,ok
403,218.317297740,218.325702300,218.325700880,8404.560,8403.140,1.420,ok
404,218.859421570,218.867822980,218.867824360,8401.410,8402.790,1.380,ok
405,219.401613720,219.410013840,219.410075420,8400.120,8461.700,61.580,ok
406,219.943648640,219.952049890,219.952051230,8401.250,8402.590,1.340,ok
407,220.485739460,220.494140900,220.494144360,8401.440,8404.900,3.460,ok
408,221.027852810,221.036251410,221.036252500,8398.600,8399.690,1.090,ok
409,221.569854210,221.578257080,221.578256270,8402.870,8402.060,0.810,ok
410,222.111904560,222.120308060,222.120309930,8403.500,8405.370,1.870,ok
411,222.653952830,222.662358620,222.662330450,8405.790,8377.620,28.170,ok
412,223.195985390,223.204389470,223.204391330,8404.080,8405.940,1.860,ok
413,223.738206740,223.746615450,223.746614720,8408.710,8407.980,0.730,ok
414,224.280289900,224.288701210,224.288698040,8411.310,8408.140,3.170,ok
415,224.822387130,224.830791700,224.830791350,8404.570,8404.220,0.350,ok
416,225.364552060,225.372957440,225.372954740,8405.380,8402.680,2.700,ok
417,225.906651380,225.915116330,225.915057940,8464.950,8406.560,58.390,ok
418,226.448743710,226.457149360,226.457146820,8405.650,8403.110,2.540,ok
419,226.990899070,226.999299940,226.999300190,8400.870,8401.120,0.250,ok
420,227.532957940,227.541370460,227.541368180,8412.520,8410.240,2.280,ok
421,228.074998010,228.083401410,228.083401810,8403.400,8403.800,0.400,ok
422,228.617128690,228.625532020,228.625529670,8403.330,8400.980,2.350,ok
423,229.159213800,229.167616890,229.167618310,8403.090,8404.510,1.420,ok
424,229.701239910,229.709643510,229.709641880,8403.600,8401.970,1.630,ok
425,230.243339650,230.251744630,230.251745150,8404.980,8405.500,0.520,ok
426,230.785427930,230.793840610,230.793838430,8412.680,8410.500,2.180,ok
427,231.327501010,231.335906300,231.335906770,8405.290,8405.760,0.470,ok
428,231.869640150,231.878099820,231.878045300,8459.670,8405.150,54.520,ok
429,232.411715380,232.420117580,232.420118490,8402.200,8403.110,0.910,ok
430,232.953765400,232.962168320,232.962167180,8402.920,8401.780,1.140,ok
431,233.495896710,233.504299050,233.504299950,8402.340,8403.240,0.900,ok
432,234.037970690,234.046380130,234.046378660,8409.440,8407.970,1.470,ok
433,234.579986480,234.588390640,234.588391920,8404.160,8405.440,1.280,ok
434,235.122140460,235.130541270,235.130540420,8400.810,8399.960,0.850,ok
435,235.664240940,235.672647010,235.672648920,8406.070,8407.980,1.910,ok
436,236.206327260,236.214732920,236.214732120,8405.660,8404.860,0.800,ok
437,236.748500640,236.756898750,236.756900480,8398.110,8399.840,1.730,ok
438,237.290661690,237.299064570,237.299068410,8402.880,8406.720,3.840,ok
439,237.832759420,237.841160190,237.841162150,8400.770,8402.730,1.960,ok
440,238.374886370,238.383290830,238.383290420,8404.460,8404.050,0.410,ok
441,238.917003760,238.925386330,238.925408990,8382.570,8405.230,22.660,ok
442,239.459057860,239.467457630,239.467461920,8399.770,8404.060,4.290,ok
443,240.001218060,240.009618060,240.009620620,8400.000,8402.560,2.560,ok
444,240.543343400,240.551748780,240.551748960,8405.380,8405.560,0.180,ok
445,241.085371230,241.093769550,241.093771930,8398.320,8400.700,2.380,ok
446,241.627540490,241.635940500,241.635940610,8400.010,8400.120,0.110,ok
447,242.169636000,,242.178043860,,8407.860,,missing_rx1
448,242.711739660,242.720151530,242.720152310,8411.870,8412.650,0.780,ok
449,243.253895690,243.262297870,243.262295750,8402.180,8400.060,2.120,ok
450,243.796004100,243.804408220,243.804408650,8404.120,8404.550,0.430,ok
451,244.338037540,244.346439390,244.346437090,8401.850,8399.550,2.300,ok
452,244.880157430,244.888560300,244.888560390,8402.870,8402.960,0.090,ok
453,245.422200600,245.430605520,245.430603890,8404.920,8403.290,1.630,ok
454,245.964228200,245.972659820,245.972632370,8431.620,8404.170,27.450,ok
455,246.506316410,246.514722220,246.514720520,8405.810,8404.110,1.700,ok
456,247.048384230,,,,,,missing_rx1_rx2
457,247.590430780,247.598833230,247.598831810,8402.450,8401.030,1.420,ok
458,248.132564830,248.140969320,248.140965500,8404.490,8400.670,3.820,ok
459,248.674699400,248.683105360,248.683103810,8405.960,8404.410,1.550,ok
460,249.216812800,249.225216090,249.225217060,8403.290,8404.260,0.970,ok
461,249.758987890,249.767391610,249.767374610,8403.720,8386.720,17.000,ok
462,250.301135390,250.309542470,250.309543880,8407.080,8408.490,1.410,ok
463,250.843181620,250.851583080,250.851587070,8401.460,8405.450,3.990,ok
464,251.385314850,251.393718980,251.393720160,8404.130,8405.310,1.180,ok
465,251.927358600,251.935831430,251.935763740,8472.830,8405.140,67.690,ok
466,252.469466270,252.477869480,252.477866930,8403.210,8400.660,2.550,ok
467,253.011570340,253.019975870,253.019975540,8405.530,8405.200,0.330,ok
468,253.553710280,253.562121730,253.562123740,8411.450,8413.460,2.010,ok
469,254.095808550,254.104212720,254.104212060,8404.170,8403.510,0.660,ok
470,254.638007260,254.646418560,254.646420220,8411.300,8412.960,1.660,ok
471,255.180083030,255.188484090,255.188483620,8401.060,8400.590,0.470,ok
472,255.722089360,255.730490100,255.730492140,8400.740,8402.780,2.040,ok
473,256.264223840,256.272625860,256.272630390,8402.020,8406.550,4.530,ok
474,256.806332460,256.814746530,256.814743880,8414.070,8411.420,2.650,ok
475,257.348356980,257.356762390,257.356762130,8405.410,8405.150,0.260,ok
476,257.890484830,257.898887900,257.898885430,8403.070,8400.600,2.470,ok
477,258.432601360,258.441013850,258.441013650,8412.490,8412.290,0.200,ok
478,258.974626480,258.983029480,258.983026960,8403.000,8400.480,2.520,ok
479,259.516775160,259.525180490,259.525180510,8405.330,8405.350,0.020,ok
480,260.058903330,260.067305700,260.067308750,8402.370,8405.420,3.050,ok
481,260.600922740,260.609326150,260.609326880,8403.410,8404.140,0.730,ok
482,261.143073870,261.151487700,261.151485460,8413.830,8411.590,2.240,ok
483,261.685143600,261.693548190,261.693548750,8404.590,8405.150,0.560,ok
484,262.227235670,262.235639290,262.235700320,8403.620,8464.650,61.030,ok
485,262.769441560,262.777845040,262.777845060,8403.480,8403.500,0.020,ok
486,263.311521110,263.319920500,263.319923630,8399.390,8402.520,3.130,ok
487,263.853567560,263.861971500,263.862006670,8403.940,8439.110,35.170,ok
488,264.395680650,264.404076980,264.404080220,8396.330,8399.570,3.240,ok
489,264.937707310,264.946113030,264.946113530,8405.720,8406.220,0.500,ok
490,265.479695540,265.488098670,265.488059280,8403.130,8363.740,39.390,ok
491,266.021793240,266.030199340,266.030200280,8406.100,8407.040,0.940,ok
492,266.563848390,266.572255060,266.572253550,8406.670,8405.160,1.510,ok
493,267.105821060,267.114220730,267.114167780,8399.670,8346.720,52.950,ok
494,267.647895020,267.656296370,267.656294960,8401.350,8399.940,1.410,ok
495,268.189937650,268.198339670,268.198343460,8402.020,8405.810,3.790,ok
496,268.731929530,268.740333170,268.740331680,8403.640,8402.150,1.490,ok
497,269.274018780,269.282423720,269.282419680,8404.940,8400.900,4.040,ok
498,269.816057660,269.824464520,269.824463340,8406.860,8405.680,1.180,ok
499,270.358091520,270.366495300,270.366491440,8403.780,8399.920,3.860,ok
500,270.900172640,270.908570910,270.908575180,8398.270,8402.540,4.270,ok
501,271.442287100,271.450692050,271.450693370,8404.950,8406.270,1.320,ok
502,271.984357510,271.992762580,271.992761860,8405.070,8404.350,0.720,ok
503,272.526543420,272.534948710,272.534944960,8405.290,8401.540,3.750,ok
504,273.068608900,273.077013980,273.077012930,8405.080,8404.030,1.050,ok
505,273.610660310,273.619064730,273.619061740,8404.420,8401.430,2.990,ok
506,274.152820370,274.161225390,274.161224810,8405.020,8404.440,0.580,ok
507,274.694871990,274.703276160,274.703278380,8404.170,8406.390,2.220,ok
508,275.236959170,275.245362130,275.245361480,8402.960,8402.310,0.650,ok
509,275.779089910,275.787492420,275.787494800,8402.510,8404.890,2.380,ok
510,276.321185530,276.329603410,276.329608210,8417.880,8422.680,4.800,ok
511,276.863240460,276.871644120,276.871646220,8403.660,8405.760,2.100,ok
512,277.405336410,277.413739790,277.413740000,8403.380,8403.590,0.210,ok
513,277.947385000,277.955795550,277.955797950,8410.550,8412.950,2.400,ok
514,278.489350680,278.497755990,278.497756440,8405.310,8405.760,0.450,ok
515,279.031430500,279.039841980,279.039844610,8411.480,8414.110,2.630,ok
516,279.573522970,279.581937880,279.581937850,8414.910,8414.880,0.030,ok
517,280.115575370,280.123978260,280.123981100,8402.890,8405.730,2.840,ok
518,280.657668840,280.666074020,280.666069000,8405.180,8400.160,5.020,ok
519,281.199777050,281.208179800,281.208182670,8402.750,8405.620,2.870,ok
520,281.741850270,281.750250840,281.750250650,8400.570,8400.380,0.190,ok
521,282.284007750,282.292411700,282.292409390,8403.950,8401.640,2.310,ok
522,282.826111480,282.834517110,282.834517610,8405.630,8406.130,0.500,ok
523,283.368120550,283.376522840,283.376525600,8402.290,8405.050,2.760,ok
524,283.910248470,283.918648620,283.918649130,8400.150,8400.660,0.510,ok
525,284.452291930,284.460688890,284.460697460,8396.960,8405.530,8.570,ok
526,284.994323340,285.002724780,285.002725860,8401.440,8402.520,1.080,ok
527,285.536443910,285.544845620,285.544849140,8401.710,8405.230,3.520,ok
528,286.078547300,286.086956840,286.086952560,8409.540,8405.260,4.280,ok
529,286.620562340,286.628962060,286.628965360,8399.720,8403.020,3.300,ok
530,287.162656570,287.171077570,287.171073880,8421.000,8417.310,3.690,ok
531,287.704674460,287.713078520,287.713077150,8404.060,8402.690,1.370,ok
532,288.246665570,288.255069520,288.255070400,8403.950,8404.830,0.880,ok
533,288.788728060,288.797130260,288.797133540,8402.200,8405.480,3.280,ok
534,289.330801230,289.339200700,,8399.470,,,missing_rx2
535,289.872828760,289.881241730,289.881239620,8412.970,8410.860,2.110,ok
536,290.414907530,290.423312560,290.423308490,8405.030,8400.960,4.070,ok
537,290.957033820,290.965437820,290.965436760,8404.000,8402.940,1.060,ok
538,291.499008800,291.507408530,291.507409550,8399.730,8400.750,1.020,ok
539,292.041089900,292.049494350,292.049493030,8404.450,8403.130,1.320,ok
540,292.583123430,292.591589830,292.591590250,8466.400,8466.820,0.420,ok
541,293.125227840,293.133630580,293.133629600,8402.740,8401.760,0.980,ok
542,293.667303610,293.675706480,293.675708290,8402.870,8404.680,1.810,ok
543,294.209448930,294.217851550,294.217851220,8402.620,8402.290,0.330,ok
544,294.751437340,294.759837650,294.759839440,8400.310,8402.100,1.790,ok
545,295.293523160,295.301928620,295.301927680,8405.460,8404.520,0.940,ok
546,295.835567910,295.844034680,295.844035660,8466.770,8467.750,0.980,ok
547,296.377646810,296.386050160,296.386049250,8403.350,8402.440,0.910,ok
548,296.919798280,296.928210930,296.928207580,8412.650,8409.300,3.350,ok
549,297.461914850,297.470316800,297.470320550,8401.950,8405.700,3.750,ok
550,298.003968650,298.012321300,298.012379310,8352.650,8410.660,58.010,ok
551,298.546007830,298.554417460,298.554417150,8409.630,8409.320,0.310,ok
552,299.088092150,299.096488790,299.096490680,8396.640,8398.530,1.890,ok
553,299.630054320,299.638458720,299.638458800,8404.400,8404.480,0.080,ok
554,300.172177560,300.180580120,300.180582350,8402.560,8404.790,2.230,ok
555,300.714330110,300.722735710,300.722735200,8405.600,8405.090,0.510,ok
556,301.256343610,301.264746320,301.264806540,8402.710,8462.930,60.220,ok
557,301.798396140,301.806802200,301.806801650,8406.060,8405.510,0.550,ok
558,302.340536480,302.348947870,302.348950340,8411.390,8413.860,2.470,ok
559,302.882581270,302.891030360,302.891032080,8449.090,8450.810,1.720,ok
560,303.424667610,303.433068930,303.433071560,8401.320,8403.950,2.630,ok
561,303.966784010,303.975199810,303.975199980,8415.800,8415.970,0.170,ok
562,304.508825200,304.517245590,304.517260030,8420.390,8434.830,14.440,ok
563,305.050969350,305.059371060,305.059370950,8401.710,8401.600,0.110,ok
564,305.593034640,305.601436710,305.601439620,8402.070,8404.980,2.910,ok
565,306.135052620,306.143457430,306.143516290,8404.810,8463.670,58.860,ok
566,306.677170850,306.685583130,306.685581120,8412.280,8410.270,2.010,ok
567,307.219262660,307.227668600,307.227669560,8405.940,8406.900,0.960,ok
568,307.761310300,307.769709060,307.769712740,8398.760,8402.440,3.680,ok
569,308.303441050,308.311845000,308.311846030,8403.950,8404.980,1.030,ok
570,308.845585380,308.854001190,308.853999280,8415.810,8413.900,1.910,ok
571,309.387647980,309.396051760,309.396052360,8403.780,8404.380,0.600,ok
572,309.929809890,309.938212450,309.938209250,8402.560,8399.360,3.200,ok
573,310.471947280,310.480352980,310.480353870,8405.700,8406.590,0.890,ok
574,311.014040150,311.022443720,311.022441970,8403.570,8401.820,1.750,ok
575,311.556207310,311.564609430,311.564610320,8402.120,8403.010,0.890,ok
576,312.098263010,312.106670140,312.106668410,8407.130,8405.400,1.730,ok
577,312.640366150,312.648770650,312.648772120,8404.500,8405.970,1.470,ok
578,313.182565560,313.190961500,313.190965150,8395.940,8399.590,3.650,ok
579,313.724628010,313.733017600,313.733033140,8389.590,8405.130,15.540,ok
580,314.266704640,314.275107640,314.275106570,8403.000,8401.930,1.070,ok
581,314.808870310,314.817273470,314.817274910,8403.160,8404.600,1.440,ok
582,315.350905510,315.359309260,315.359312960,8403.750,8407.450,3.700,ok
583,315.892904410,315.901309830,315.901306390,8405.420,8401.980,3.440,ok
584,316.435068860,316.443470690,316.443469190,8401.830,8400.330,1.500,ok
585,316.977169780,316.985575200,316.985639280,8405.420,8469.500,64.080,ok
586,317.519242530,317.527646840,317.527645820,8404.310,8403.290,1.020,ok
587,318.061361120,318.069762270,318.069763980,8401.150,8402.860,1.710,ok
588,318.603432130,318.611837190,318.611887690,8405.060,8455.560,50.500,ok
589,319.145468420,319.153874150,319.153870480,8405.730,8402.060,3.670,ok
590,319.687595570,319.695999050,319.695998690,8403.480,8403.120,0.360,ok
591,320.229690470,320.238099720,320.238102000,8409.250,8411.530,2.280,ok
592,320.771761930,320.780165600,320.780165040,8403.670,8403.110,0.560,ok
593,321.313943680,321.322356490,321.322353690,8412.810,8410.010,2.800,ok
594,321.856065610,321.864472280,321.864471580,8406.670,8405.970,0.700,ok
595,322.398187800,322.406592830,322.406589890,8405.030,8402.090,2.940,ok
596,322.940398280,322.948803360,322.948802840,8405.080,8404.560,0.520,ok
597,323.482573170,323.490983990,323.490981240,8410.820,8408.070,2.750,ok
598,324.024708200,324.033109570,324.033109380,8401.370,8401.180,0.190,ok
599,324.566856450,324.575260220,324.575257950,8403.770,8401.500,2.270,ok
600,325.108968400,325.117370860,325.117370860,8402.460,8402.460,0.000,ok
601,325.651014460,325.659416190,325.659419240,8401.730,8404.780,3.050,ok
602,326.193170910,326.201572170,326.201572480,8401.260,8401.570,0.310,ok
603,326.735274690,326.743672860,326.743675800,8398.170,8401.110,2.940,ok
604,327.277350580,327.285763480,327.285763790,8412.900,8413.210,0.310,ok
605,327.819480820,327.827883870,327.827882240,8403.050,8401.420,1.630,ok
606,328.361572060,328.369979850,328.369980470,8407.790,8408.410,0.620,ok
607,328.903590620,328.911995450,328.911994000,8404.830,8403.380,1.450,ok
608,329.445704080,329.454106000,329.454107030,8401.920,8402.950,1.030,ok
609,329.987780550,329.996191830,329.996190090,8411.280,8409.540,1.740,ok
610,330.529833670,330.538247220,330.538242830,8413.550,8409.160,4.390,ok
611,331.071925180,331.080327960,331.080326750,8402.780,8401.570,1.210,ok
612,331.613957440,331.622368620,331.622369880,8411.180,8412.440,1.260,ok
613,332.155986590,332.164383970,332.164387440,8397.380,8400.850,3.470,ok
614,332.698133790,332.706554930,332.706551190,8421.140,8417.400,3.740,ok
615,333.240190000,333.248595520,333.248594300,8405.520,8404.300,1.220,ok
616,333.782238530,333.790656010,333.790657550,8417.480,8419.020,1.540,ok
617,334.324362080,334.332761970,334.332765830,8399.890,8403.750,3.860,ok
618,334.866428210,334.874832500,334.874833910,8404.290,8405.700,1.410,ok
619,335.408453470,335.416858080,335.416857190,8404.610,8403.720,0.890,ok
620,335.950539430,335.958943930,335.958945130,8404.500,8405.700,1.200,ok
621,336.492643960,336.501049420,336.501048390,8405.460,8404.430,1.030,ok
622,337.034691590,337.043094990,337.043091770,8403.400,8400.180,3.220,ok
623,337.576834130,,337.585234880,,8400.750,,missing_rx1
624,338.118959890,338.127368010,338.127362870,8408.120,8402.980,5.140,ok
625,338.661003470,338.669403700,338.669406320,8400.230,8402.850,2.620,ok
626,339.203133870,339.211539200,339.211539990,8405.330,8406.120,0.790,ok
627,339.745199830,339.753604650,339.753602940,8404.820,8403.110,1.710,ok
628,340.287270000,340.295674910,340.295671390,8404.910,8401.390,3.520,ok
629,340.829375710,340.837775860,340.837779340,8400.150,8403.630,3.480,ok
630,341.371472240,341.379876810,341.379877490,8404.570,8405.250,0.680,ok
631,341.913495050,341.921907300,341.921905510,8412.250,8410.460,1.790,ok
632,342.455601260,342.464003040,342.464003870,8401.780,8402.610,0.830,ok
633,342.997647800,343.006053370,343.006052020,8405.570,8404.220,1.350,ok
634,343.539711340,343.548114150,343.548115180,8402.810,8403.840,1.030,ok
635,344.081823440,344.090224880,344.090228470,8401.440,8405.030,3.590,ok
636,344.623877610,344.632278990,344.632281890,8401.380,8404.280,2.900,ok
637,345.165867060,345.174271160,345.174269850,8404.100,8402.790,1.310,ok
638,345.707972680,345.716377150,345.716373250,8404.470,8400.570,3.900,ok
639,346.250095290,346.258502450,346.258501520,8407.160,8406.230,0.930,ok
640,346.792159510,346.800557990,346.800559230,8398.480,8399.720,1.240,ok
641,347.334280090,347.342698730,347.342698080,8418.640,8417.990,0.650,ok
642,347.876377580,347.884779110,347.884780910,8401.530,8403.330,1.800,ok
643,348.418468620,348.426869760,348.426874390,8401.140,8405.770,4.630,ok
644,348.960602240,348.969005280,348.969007320,8403.040,8405.080,2.040,ok
645,349.502712480,349.511116360,349.511115750,8403.880,8403.270,0.610,ok
646,350.044763830,350.053161830,350.053163870,8398.000,8400.040,2.040,ok
647,350.586903070,350.595338850,350.595307360,8435.780,8404.290,31.490,ok
648,351.129021380,351.137422920,351.137425270,8401.540,8403.890,2.350,ok
649,351.671083660,351.679488640,351.679488260,8404.980,8404.600,0.380,ok
650,352.213214360,352.221619410,352.221616770,8405.050,8402.410,2.640,ok
651,352.755359940,352.763764890,352.763764900,8404.950,8404.960,0.010,ok
652,353.297402200,353.305805320,353.305803060,8403.120,8400.860,2.260,ok
653,353.839511940,353.847916070,353.847916440,8404.130,8404.500,0.370,ok
654,354.381651820,354.390056620,354.390054470,8404.800,8402.650,2.150,ok
655,354.923657520,354.932062290,354.932062700,8404.770,8405.180,0.410,ok
656,355.465810190,355.474189410,355.474210700,8379.220,8400.510,21.290,ok
657,356.007979700,356.016383580,356.016384160,8403.880,8404.460,0.580,ok
658,356.549967730,356.558368810,356.558333990,8401.080,8366.260,34.820,ok
659,357.092098280,357.100499740,357.100500370,8401.460,8402.090,0.630,ok
660,357.634093600,357.642557420,357.642558680,8463.820,8465.080,1.260,ok
661,358.176301980,358.184711070,358.184707530,8409.090,8405.550,3.540,ok
662,358.718443100,358.726846140,358.726844670,8403.040,8401.570,1.470,ok
663,359.260623150,359.269026800,359.269028170,8403.650,8405.020,1.370,ok
664,359.802646210,359.811047710,359.811051390,8401.500,8405.180,3.680,ok
665,360.344719400,360.353123380,360.353124510,8403.980,8405.110,1.130,ok
666,360.886879860,360.895283780,360.895282650,8403.920,8402.790,1.130,ok
667,361.428890800,,361.437295890,,8405.090,,missing_rx1
668,361.970974410,361.979374530,361.979374000,8400.120,8399.590,0.530,ok
669,362.513126160,362.521525510,362.521527060,8399.350,8400.900,1.550,ok
670,363.055200780,363.063606140,363.063605420,8405.360,8404.640,0.720,ok
671,363.597314540,363.605716890,363.605712330,8402.350,8397.790,4.560,ok
672,364.139392810,364.147797340,364.147796640,8404.530,8403.830,0.700,ok
673,364.681448770,364.689851490,364.689849940,8402.720,8401.170,1.550,ok
674,365.223599520,365.232003770,365.232002700,8404.250,8403.180,1.070,ok
675,365.765670010,365.774074170,365.774076340,8404.160,8406.330,2.170,ok
676,366.307715820,366.316172870,366.316114280,8457.050,8398.460,58.590,ok
677,366.849859300,366.858265730,366.858262500,8406.430,8403.200,3.230,ok
678,367.391919610,367.400326210,367.400325430,8406.600,8405.820,0.780,ok
679,367.933903780,367.942306490,367.942308980,8402.710,8405.200,2.490,ok
680,368.475931150,368.484332080,368.484332300,8400.930,8401.150,0.220,ok
681,369.018023850,369.026427790,369.026425080,8403.940,8401.230,2.710,ok
682,369.560007140,369.568408140,369.568408650,8401.000,8401.510,0.510,ok
683,370.102133380,370.110539150,370.110536380,8405.770,8403.000,2.770,ok
684,370.644220810,370.652619400,370.652619970,8398.590,8399.160,0.570,ok
685,371.186241890,371.194653490,371.194661390,8411.600,8419.500,7.900,ok
686,371.728333450,371.736735490,371.736736290,8402.040,8402.840,0.800,ok
687,372.270456040,372.278856600,372.278859230,8400.560,8403.190,2.630,ok
688,372.812512740,372.820917050,372.820917350,8404.310,8404.610,0.300,ok
689,373.354638280,,,,,,missing_rx1_rx2
690,373.896758380,373.905162890,373.905163440,8404.510,8405.060,0.550,ok
691,374.438855080,374.447268690,374.447266650,8413.610,8411.570,2.040,ok
692,374.980969300,374.989374410,374.989375200,8405.110,8405.900,0.790,ok
693,375.523090210,375.531495000,375.531493200,8404.790,8402.990,1.800,ok
694,376.065172550,376.073570340,376.073576390,8397.790,8403.840,6.050,ok
695,376.607281940,376.615681310,376.615679660,8399.370,8397.720,1.650,ok
696,377.149322760,377.157737010,377.157726850,8414.250,8404.090,10.160,ok
697,377.691318500,377.699722380,377.699721350,8403.880,8402.850,1.030,ok
698,378.233416970,378.241823010,378.241818100,8406.040,8401.130,4.910,ok
699,378.775508540,378.783918540,378.783917270,8410.000,8408.730,1.270,ok
700,379.317512610,379.325913630,379.325915500,8401.020,8402.890,1.870,ok
701,379.859653390,379.868059610,379.868058080,8406.220,8404.690,1.530,ok
702,380.401714690,380.410120510,380.410121640,8405.820,8406.950,1.130,ok
703,380.943690800,380.952095640,380.952095010,8404.840,8404.210,0.630,ok
704,381.485784830,381.494186350,381.494188000,8401.520,8403.170,1.650,ok
705,382.027867840,382.036271870,382.036271190,8404.030,8403.350,0.680,ok
706,382.569832030,382.578232680,382.578234240,8400.650,8402.210,1.560,ok
707,383.111948390,383.120353400,383.120352390,8405.010,8404.000,1.010,ok
708,383.654042600,383.662443850,383.662445520,8401.250,8402.920,1.670,ok
709,384.196068350,384.204479410,384.204478520,8411.060,8410.170,0.890,ok
710,384.738174710,384.746579960,384.746577000,8405.250,8402.290,2.960,ok
711,385.280308670,385.288710320,385.288710400,8401.650,8401.730,0.080,ok
712,385.822316400,385.830720730,385.830718320,8404.330,8401.920,2.410,ok
713,386.364397390,386.372801720,386.372801450,8404.330,8404.060,0.270,ok
714,386.906417850,386.914827400,386.914887230,8409.550,8469.380,59.830,ok
715,387.448411780,387.456817620,387.456817710,8405.840,8405.930,0.090,ok
716,387.990519790,387.998923390,387.998920480,8403.600,8400.690,2.910,ok
717,388.532561660,388.540964160,388.541022030,8402.500,8460.370,57.870,ok
718,389.074539370,389.082944410,389.082941990,8405.040,8402.620,2.420,ok
719,389.616660770,389.625079710,389.625080110,8418.940,8419.340,0.400,ok
720,390.158703310,390.167110740,390.167108170,8407.430,8404.860,2.570,ok
721,390.700739310,390.709141030,390.709141580,8401.720,8402.270,0.550,ok
722,391.242892170,391.251296450,391.251294530,8404.280,8402.360,1.920,ok
723,391.784965770,391.793367050,391.793367490,8401.280,8401.720,0.440,ok
724,392.327033730,392.335437970,392.335435740,8404.240,8402.010,2.230,ok
725,392.869155850,392.877558280,392.877558920,8402.430,8403.070,0.640,ok
726,393.411239640,393.419643850,393.419642430,8404.210,8402.790,1.420,ok
727,393.953306120,393.961709370,393.961710220,8403.250,8404.100,0.850,ok
728,394.495392950,394.503795060,394.503797510,8402.110,8404.560,2.450,ok
729,395.037567490,395.045965780,395.045966840,8398.290,8399.350,1.060,ok
730,395.579635210,395.588041220,395.588040020,8406.010,8404.810,1.200,ok
731,396.121744420,396.130146790,396.130148390,8402.370,8403.970,1.600,ok
732,396.663875120,396.672277210,396.672280940,8402.090,8405.820,3.730,ok
733,397.205916560,397.214318010,397.214319000,8401.450,8402.440,0.990,ok
734,397.748082320,397.756483350,397.756487200,8401.030,8404.880,3.850,ok
735,398.290165460,398.298569030,398.298570380,8403.570,8404.920,1.350,ok
736,398.832198560,398.840599390,398.840598640,8400.830,8400.080,0.750,ok
737,399.374292600,399.382690170,399.382692010,8397.570,8399.410,1.840,ok
738,399.916344620,399.924740750,399.924745340,8396.130,8400.720,4.590,ok
739,400.458357340,400.466760870,400.466762870,8403.530,8405.530,2.000,ok
740,401.000479090,401.008860260,401.008881300,8381.170,8402.210,21.040,ok
741,401.542486080,401.550892420,401.550889210,8406.340,8403.130,3.210,ok
742,402.084476450,402.092877960,402.092876080,8401.510,8399.630,1.880,ok
743,402.626572920,402.634978510,402.634975490,8405.590,8402.570,3.020,ok
744,403.168585870,403.176989130,403.176994110,8403.260,8408.240,4.980,ok
745,403.710617890,403.719019540,403.719022000,8401.650,8404.110,2.460,ok
746,404.252683440,404.261085480,404.261085030,8402.040,8401.590,0.450,ok
747,404.794765850,404.803180530,404.803244860,8414.680,8479.010,64.330,ok
748,405.336807900,405.345216710,405.345216410,8408.810,8408.510,0.300,ok
749,405.878892750,405.887296430,405.887294360,8403.680,8401.610,2.070,ok
750,406.420952110,406.429367160,406.429367830,8415.050,8415.720,0.670,ok
