event,T0_tx_rise_s,T1_rx1_rise_s,T2_rx2_rise_s,T1-T0_us,T2-T0_us,T2-T1_us,status
751,406.962940770,406.971343070,406.971340470,8402.300,8399.700,2.600,ok
752,407.505023400,407.513420930,407.513423810,8397.530,8400.410,2.880,ok
753,408.047122790,408.055529220,408.055526910,8406.430,8404.120,2.310,ok
754,408.589154960,408.597559600,408.597560290,8404.640,8405.330,0.690,ok
755,409.131334010,409.139740270,409.139738030,8406.260,8404.020,2.240,ok
756,409.673466020,409.681871100,409.681871100,8405.080,8405.080,0.000,ok
757,410.215512030,410.223916520,410.223914860,8404.490,8402.830,1.660,ok
758,410.757654120,410.766024900,410.766057790,8370.780,8403.670,32.890,ok
759,411.299696730,411.308102630,411.308101070,8405.900,8404.340,1.560,ok
760,411.841679260,411.850083040,411.850084150,8403.780,8404.890,1.110,ok
761,412.383787270,412.392188490,412.392192090,8401.220,8404.820,3.600,ok
762,412.925872370,412.934283910,412.934280150,8411.540,8407.780,3.760,ok
763,413.467901990,413.476304470,413.476303390,8402.480,8401.400,1.080,ok
764,414.010032800,414.018430510,414.018431600,8397.710,8398.800,1.090,ok
765,414.552187060,414.560590400,414.560589860,8403.340,8402.800,0.540,ok
766,415.094241140,415.102651270,415.102647600,8410.130,8406.460,3.670,ok
767,415.636379000,415.644781850,415.644780820,8402.850,8401.820,1.030,ok
768,416.178458540,416.186862520,416.186863910,8403.980,8405.370,1.390,ok
769,416.720521750,416.728922840,416.728922270,8401.090,8400.520,0.570,ok
770,417.262603050,417.271008240,417.271005320,8405.190,8402.270,2.920,ok
771,417.804698880,417.813104120,417.813137500,8405.240,8438.620,33.380,ok
772,418.346705820,418.355109570,418.355106340,8403.750,8400.520,3.230,ok
773,418.888790840,418.897195390,418.897194590,8404.550,8403.750,0.800,ok
774,419.430819360,419.439215210,419.439280640,8395.850,8461.280,65.430,ok
775,419.972765030,419.981166180,419.981165930,8401.150,8400.900,0.250,ok
776,420.514862920,420.523281730,420.523279120,8418.810,8416.200,2.610,ok
777,421.056925670,421.065332270,421.065321210,8406.600,8395.540,11.060,ok
778,421.598958310,421.607362850,421.607360320,8404.540,8402.010,2.530,ok
779,422.141100450,422.149498270,422.149498520,8397.820,8398.070,0.250,ok
780,422.683118440,422.691523400,422.691510730,8404.960,8392.290,12.670,ok
781,423.225163440,423.233573110,423.233574610,8409.670,8411.170,1.500,ok
782,423.767330660,423.775729700,423.775732940,8399.040,8402.280,3.240,ok
783,424.309413280,424.317820230,424.317815960,8406.950,8402.680,4.270,ok
784,424.851408540,424.859810470,424.859814020,8401.930,8405.480,3.550,ok
785,425.393516010,425.401921370,425.401917290,8405.360,8401.280,4.080,ok
786,425.935582630,425.943986910,425.943985290,8404.280,8402.660,1.620,ok
787,426.477666490,426.486067520,426.486068140,8401.030,8401.650,0.620,ok
788,427.019782730,427.028187820,427.028186340,8405.090,8403.610,1.480,ok
789,427.561913490,427.570318630,427.570319840,8405.140,8406.350,1.210,ok
790,428.103954670,428.112359030,428.112357690,8404.360,8403.020,1.340,ok
791,428.646095590,428.654499450,428.654500790,8403.860,8405.200,1.340,ok
792,429.188200210,429.196600110,429.196604290,8399.900,8404.080,4.180,ok
793,429.730216820,429.738620810,429.738622210,8403.990,8405.390,1.400,ok
794,430.272309080,430.280710960,430.280715250,8401.880,8406.170,4.290,ok
795,430.814374840,430.822781460,430.822778310,8406.620,8403.470,3.150,ok
796,431.356390510,431.364791980,431.364791520,8401.470,8401.010,0.460,ok
797,431.898497080,431.906897760,431.906899620,8400.680,8402.540,1.860,ok
798,432.440525250,432.448904570,432.448932890,8379.320,8407.640,28.320,ok
799,432.982480470,432.990883420,432.990885750,8402.950,8405.280,2.330,ok
800,433.524583780,433.532989270,433.532989170,8405.490,8405.390,0.100,ok
801,434.066604970,434.075004900,434.075007460,8399.930,8402.490,2.560,ok
802,434.608641680,434.617033130,434.617055190,8391.450,8413.510,22.060,ok
803,435.150788730,435.159191020,435.159188210,8402.290,8399.480,2.810,ok
804,435.692823250,435.701241650,435.701241630,8418.400,8418.380,0.020,ok
805,436.234826260,436.243231930,436.243229610,8405.670,8403.350,2.320,ok
806,436.776858670,436.785262470,436.785262860,8403.800,8404.190,0.390,ok
807,437.318887930,437.327302760,437.327301090,8414.830,8413.160,1.670,ok
808,437.860826030,437.869228380,437.869229100,8402.350,8403.070,0.720,ok
809,438.402902230,438.411304260,438.411306960,8402.030,8404.730,2.700,ok
810,438.944901000,438.953304800,438.953265040,8403.800,8364.040,39.760,ok
811,439.486881150,439.495284880,439.495283400,8403.730,8402.250,1.480,ok
812,440.028913120,440.037315300,440.037316650,8402.180,8403.530,1.350,ok
813,440.570941590,440.579341010,440.579394340,8399.420,8452.750,53.330,ok
814,441.113024070,441.121426750,441.121427780,8402.680,8403.710,1.030,ok
815,441.655179640,441.663582140,441.663581020,8402.500,8401.380,1.120,ok
816,442.197263930,442.205730810,442.205669140,8466.880,8405.210,61.670,ok
817,442.739323440,442.747732890,442.747737080,8409.450,8413.640,4.190,ok
818,443.281464100,443.289883360,443.289885210,8419.260,8421.110,1.850,ok
819,443.823551550,443.831954250,443.831953500,8402.700,8401.950,0.750,ok
820,444.365540290,444.373940000,444.373941600,8399.710,8401.310,1.600,ok
821,444.907654680,444.916060210,444.916059790,8405.530,8405.110,0.420,ok
822,445.449705340,445.458110770,445.458112940,8405.430,8407.600,2.170,ok
823,445.991760500,446.000166210,446.000165670,8405.710,8405.170,0.540,ok
824,446.533906410,446.542311940,446.542308980,8405.530,8402.570,2.960,ok
825,447.076014940,447.084422230,447.084422210,8407.290,8407.270,0.020,ok
826,447.618068450,447.626487640,447.626490210,8419.190,8421.760,2.570,ok
827,448.160182940,448.168646240,448.168588810,8463.300,8405.870,57.430,ok
828,448.702215320,448.710618650,448.710621790,8403.330,8406.470,3.140,ok
829,449.244286690,449.252689130,449.252688190,8402.440,8401.500,0.940,ok
830,449.786407460,449.794810020,449.794812810,8402.560,8405.350,2.790,ok
831,450.328466200,450.336870470,450.336871280,8404.270,8405.080,0.810,ok
832,450.870514560,450.878916170,450.878919140,8401.610,8404.580,2.970,ok
833,451.412632430,451.421036370,451.421037220,8403.940,8404.790,0.850,ok
834,451.954711020,451.963117040,451.963115300,8406.020,8404.280,1.740,ok
835,452.496777170,452.505182450,452.505178390,8405.280,8401.220,4.060,ok
836,453.038950150,453.047352900,453.047356490,8402.750,8406.340,3.590,ok
837,453.581052390,453.589458330,453.589459570,8405.940,8407.180,1.240,ok
838,454.123070150,454.131473810,454.131471700,8403.660,8401.550,2.110,ok
839,454.665211130,454.673624650,454.673620990,8413.520,8409.860,3.660,ok
840,455.207263300,455.215675050,455.215674140,8411.750,8410.840,0.910,ok
841,455.749264560,455.757665510,455.757667100,8400.950,8402.540,1.590,ok
842,456.291385580,456.299786000,456.299785420,8400.420,8399.840,0.580,ok
843,456.833433480,456.841836470,456.841833340,8402.990,8399.860,3.130,ok
844,457.375467240,457.383872080,457.383871270,8404.840,8404.030,0.810,ok
845,457.917604320,457.926022370,457.926019690,8418.050,8415.370,2.680,ok
846,458.459686200,458.468093050,458.468092390,8406.850,8406.190,0.660,ok
847,459.001756790,459.010158450,459.010160850,8401.660,8404.060,2.400,ok
848,459.543870270,459.552273480,459.552273690,8403.210,8403.420,0.210,ok
849,460.085940850,460.094344580,460.094346970,8403.730,8406.120,2.390,ok
850,460.627937480,460.636340270,460.636340040,8402.790,8402.560,0.230,ok
851,461.169964610,461.178365600,461.178368420,8400.990,8403.810,2.820,ok
852,461.711996090,461.720401160,461.720401230,8405.070,8405.140,0.070,ok
853,462.253962430,462.262366370,462.262364440,8403.940,8402.010,1.930,ok
854,462.796042780,462.804446880,462.804447760,8404.100,8404.980,0.880,ok
855,463.338080370,463.346487340,463.346485600,8406.970,8405.230,1.740,ok
856,463.880051320,463.888452720,463.888453960,8401.400,8402.640,1.240,ok
857,464.422175030,464.430573900,464.430576900,8398.870,8401.870,3.000,ok
858,464.964223070,464.972629180,464.972629720,8406.110,8406.650,0.540,ok
859,465.506284310,465.514689390,465.514687260,8405.080,8402.950,2.130,ok
860,466.048422960,466.056835110,466.056835760,8412.150,8412.800,0.650,ok
861,466.590404970,466.598810640,466.598809330,8405.670,8404.360,1.310,ok
862,467.132422890,467.140825790,467.140827530,8402.900,8404.640,1.740,ok
863,467.674541840,,467.682945550,,8403.710,,missing_rx1
864,468.216597860,468.224996320,468.224998630,8398.460,8400.770,2.310,ok
865,468.758627520,468.767032450,468.767032010,8404.930,8404.490,0.440,ok
866,469.300739450,469.309142910,469.309144980,8403.460,8405.530,2.070,ok
867,469.842761160,469.851163380,469.851162920,8402.220,8401.760,0.460,ok
868,470.384810160,470.393214100,470.393210880,8403.940,8400.720,3.220,ok
869,470.926884110,470.935289690,470.935289280,8405.580,8405.170,0.410,ok
870,471.468925290,471.477329980,471.477332020,8404.690,8406.730,2.040,ok
871,472.010978250,472.019380530,472.019380160,8402.280,8401.910,0.370,ok
872,472.553077300,472.561481110,472.561483530,8403.810,8406.230,2.420,ok
873,473.095147710,473.103556600,473.103556820,8408.890,8409.110,0.220,ok
874,473.637171330,473.645615200,473.645574650,8443.870,8403.320,40.550,ok
875,474.179313990,474.187717520,474.187717790,8403.530,8403.800,0.270,ok
876,474.721399420,474.729803160,474.729805480,8403.740,8406.060,2.320,ok
877,475.263407460,475.271808460,475.271808660,8401.000,8401.200,0.200,ok
878,475.805486390,475.813889170,475.813891940,8402.780,8405.550,2.770,ok
879,476.347592050,476.355994650,476.355995250,8402.600,8403.200,0.600,ok
880,476.889635360,476.898040130,476.898038320,8404.770,8402.960,1.810,ok
881,477.431795080,477.440205280,477.440206060,8410.200,8410.980,0.780,ok
882,477.973876650,477.982281150,477.982279220,8404.500,8402.570,1.930,ok
883,478.515883080,478.524286800,478.524287520,8403.720,8404.440,0.720,ok
884,479.058038090,479.066436870,479.066435590,8398.780,8397.500,1.280,ok
885,479.600117210,479.608517450,479.608518450,8400.240,8401.240,1.000,ok
886,480.142119050,480.150523070,480.150521650,8404.020,8402.600,1.420,ok
887,480.684249470,480.692653050,480.692654990,8403.580,8405.520,1.940,ok
888,481.226348150,481.234758740,481.234758200,8410.590,8410.050,0.540,ok
889,481.768456640,481.776859260,481.776861390,8402.620,8404.750,2.130,ok
890,482.310623200,482.319034870,482.319034060,8411.670,8410.860,0.810,ok
891,482.852829940,482.861235060,482.861232230,8405.120,8402.290,2.830,ok
892,483.394844720,483.403250750,483.403250490,8406.030,8405.770,0.260,ok
893,483.936937310,483.945341420,483.945343390,8404.110,8406.080,1.970,ok
894,484.478965730,484.487372000,484.487371530,8406.270,8405.800,0.470,ok
895,485.021030340,485.029432440,485.029434500,8402.100,8404.160,2.060,ok
896,485.563160870,485.571562460,485.571562560,8401.590,8401.690,0.100,ok
897,486.105188840,486.113593190,486.113595840,8404.350,8407.000,2.650,ok
898,486.647251940,486.655653550,486.655653860,8401.610,8401.920,0.310,ok
899,487.189402970,487.197804270,487.197806780,8401.300,8403.810,2.510,ok
900,487.731494260,487.739899530,487.739900050,8405.270,8405.790,0.520,ok
901,488.273568410,488.281970060,488.281967950,8401.650,8399.540,2.110,ok
902,488.815676460,488.824080510,488.824081020,8404.050,8404.560,0.510,ok
903,489.357732330,489.366141250,489.366144140,8408.920,8411.810,2.890,ok
904,489.899750830,489.908151360,489.908152390,8400.530,8401.560,1.030,ok
905,490.441859810,,490.450331670,,8471.860,,missing_rx1
906,490.983969770,490.992371850,490.992373480,8402.080,8403.710,1.630,ok
907,491.526016500,491.534422940,491.534421270,8406.440,8404.770,1.670,ok
908,492.068127810,492.076533330,492.076529820,8405.520,8402.010,3.510,ok
909,492.610236900,492.618638570,492.618642880,8401.670,8405.980,4.310,ok
910,493.152296690,493.160699090,493.160700710,8402.400,8404.020,1.620,ok
911,493.694400810,493.702804750,493.702804040,8403.940,8403.230,0.710,ok
912,494.236520240,494.244925040,494.244922080,8404.800,8401.840,2.960,ok
913,494.778519570,494.786925690,494.786925220,8406.120,8405.650,0.470,ok
914,495.320582440,495.328986030,495.328982910,8403.590,8400.470,3.120,ok
915,495.862699730,495.871101310,495.871101170,8401.580,8401.440,0.140,ok
916,496.404805020,496.413206850,496.413204150,8401.830,8399.130,2.700,ok
917,496.946954020,496.955357170,496.955357060,8403.150,8403.040,0.110,ok
918,497.489162090,497.497562710,497.497560290,8400.620,8398.200,2.420,ok
919,498.031252050,498.039653460,498.039653530,8401.410,8401.480,0.070,ok
920,498.573402500,498.581803640,498.581806550,8401.140,8404.050,2.910,ok
921,499.115574410,499.123984140,499.123984440,8409.730,8410.030,0.300,ok
922,499.657609110,499.666014790,499.666012850,8405.680,8403.740,1.940,ok
923,500.199735860,500.208140140,500.208140650,8404.280,8404.790,0.510,ok
924,500.741887100,500.750290410,500.750288750,8403.310,8401.650,1.660,ok
925,501.283968470,,,,,,missing_rx1_rx2
926,501.826131110,501.834535990,501.834534500,8404.880,8403.390,1.490,ok
927,502.368207240,502.376611990,502.376613460,8404.750,8406.220,1.470,ok
928,502.910244630,502.918647150,502.918645990,8402.520,8401.360,1.160,ok
929,503.452351620,503.460757900,503.460754290,8406.280,8402.670,3.610,ok
930,503.994460530,504.002863330,504.002862050,8402.800,8401.520,1.280,ok
931,504.536520670,504.544923600,504.544925200,8402.930,8404.530,1.600,ok
932,505.078657910,505.087069310,505.087066630,8411.400,8408.720,2.680,ok
933,505.620714850,505.629124080,505.629126240,8409.230,8411.390,2.160,ok
934,506.162722450,506.171085550,506.171124540,8363.100,8402.090,38.990,ok
935,506.704709870,506.713115470,506.713112650,8405.600,8402.780,2.820,ok
936,507.246679820,507.255086130,507.255085450,8406.310,8405.630,0.680,ok
937,507.788658290,507.797061460,507.797057080,8403.170,8398.790,4.380,ok
938,508.330722070,508.339132110,508.339130480,8410.040,8408.410,1.630,ok
939,508.872837560,508.881242540,508.881240050,8404.980,8402.490,2.490,ok
940,509.414830480,509.423232940,509.423231760,8402.460,8401.280,1.180,ok
941,509.956943470,509.965352990,509.965356060,8409.520,8412.590,3.070,ok
942,510.498978960,510.507383630,510.507383750,8404.670,8404.790,0.120,ok
943,511.041064170,511.049469560,511.049467020,8405.390,8402.850,2.540,ok
944,511.583232200,511.591634530,511.591635150,8402.330,8402.950,0.620,ok
945,512.125286920,512.133689460,512.133693270,8402.540,8406.350,3.810,ok
946,512.667340550,512.675760680,512.675761400,8420.130,8420.850,0.720,ok
947,513.209499310,513.217901180,513.217904410,8401.870,8405.100,3.230,ok
948,513.751536060,513.759940150,513.759942470,8404.090,8406.410,2.320,ok
949,514.293526470,514.301931650,514.301995620,8405.180,8469.150,63.970,ok
950,514.835605850,514.844017030,514.844013430,8411.180,8407.580,3.600,ok
951,515.377706500,515.386113130,515.386111560,8406.630,8405.060,1.570,ok
952,515.919770340,515.928240070,515.928174350,8469.730,8404.010,65.720,ok
953,516.461897510,516.470299010,516.470302700,8401.500,8405.190,3.690,ok
954,517.003954790,517.012359220,517.012355880,8404.430,8401.090,3.340,ok
955,517.546011610,517.554414810,517.554413500,8403.200,8401.890,1.310,ok
956,518.088199130,518.096600180,518.096601950,8401.050,8402.820,1.770,ok
957,518.630300260,518.638705780,518.638704700,8405.520,8404.440,1.080,ok
958,519.172390910,519.180796320,519.180793090,8405.410,8402.180,3.230,ok
959,519.714546560,519.722951450,519.722951060,8404.890,8404.500,0.390,ok
960,520.256579650,520.264982280,520.264984070,8402.630,8404.420,1.790,ok
961,520.798671710,,520.807072080,,8400.370,,missing_rx1
962,521.340834840,521.349237340,521.349239930,8402.500,8405.090,2.590,ok
963,521.882894630,521.891334390,521.891298210,8439.760,8403.580,36.180,ok
964,522.424906700,522.433308970,522.433311390,8402.270,8404.690,2.420,ok
965,522.967050990,522.975454050,522.975454170,8403.060,8403.180,0.120,ok
966,523.509099890,523.517504780,523.517502540,8404.890,8402.650,2.240,ok
967,524.051151240,524.059565170,524.059560670,8413.930,8409.430,4.500,ok
968,524.593224890,524.601625570,524.601628560,8400.680,8403.670,2.990,ok
969,525.135291500,525.143695890,525.143763340,8404.390,8471.840,67.450,ok
970,525.677297270,525.685701300,525.685699350,8404.030,8402.080,1.950,ok
971,526.219442160,526.227846840,526.227847820,8404.680,8405.660,0.980,ok
972,526.761448410,526.769852610,526.769850910,8404.200,8402.500,1.700,ok
973,527.303481100,527.311882800,527.311883910,8401.700,8402.810,1.110,ok
974,527.845583790,527.853988250,527.853986730,8404.460,8402.940,1.520,ok
975,528.387625810,528.396028810,528.396029940,8403.000,8404.130,1.130,ok
976,528.929649080,528.938054460,528.938052950,8405.380,8403.870,1.510,ok
977,529.471789810,529.480189660,529.480190830,8399.850,8401.020,1.170,ok
978,530.013863160,530.022275140,530.022274060,8411.980,8410.900,1.080,ok
979,530.555956080,530.564360760,530.564362090,8404.680,8406.010,1.330,ok
980,531.098085810,531.106490940,531.106489760,8405.130,8403.950,1.180,ok
981,531.640175300,531.648581410,531.648578160,8406.110,8402.860,3.250,ok
982,532.182197320,532.190601800,532.190601470,8404.480,8404.150,0.330,ok
983,532.724297760,532.732758770,532.732699480,8461.010,8401.720,59.290,ok
984,533.266412270,533.274817930,533.274817480,8405.660,8405.210,0.450,ok
985,533.808469810,533.816873470,533.816870340,8403.660,8400.530,3.130,ok
986,534.350595100,534.358998730,534.358998420,8403.630,8403.320,0.310,ok
987,534.892731090,534.901134100,534.901136170,8403.010,8405.080,2.070,ok
988,535.434715500,535.443119760,535.443119360,8404.260,8403.860,0.400,ok
989,535.976843240,535.985245280,535.985242590,8402.040,8399.350,2.690,ok
990,536.518968840,536.527370260,536.527370670,8401.420,8401.830,0.410,ok
991,537.060992080,537.069395570,537.069393760,8403.490,8401.680,1.810,ok
992,537.603089030,537.611491470,537.611491190,8402.440,8402.160,0.280,ok
993,538.145248670,538.153651870,538.153654860,8403.200,8406.190,2.990,ok
994,538.687289510,538.695687460,538.695687940,8397.950,8398.430,0.480,ok
995,539.229405480,539.237807710,,8402.230,,,missing_rx2
996,539.771528660,539.779998160,539.779995540,8469.500,8466.880,2.620,ok
997,540.313634710,540.322038620,540.322038410,8403.910,8403.700,0.210,ok
998,540.855783590,540.864189140,540.864181320,8405.550,8397.730,7.820,ok
999,541.397870600,541.406274570,541.406269770,8403.970,8399.170,4.800,ok
1000,541.939972980,541.948374720,541.948372750,8401.740,8399.770,1.970,ok
1001,542.482163390,542.490575590,542.490575300,8412.200,8411.910,0.290,ok
1002,543.024211390,543.032675540,543.032678250,8464.150,8466.860,2.710,ok
1003,543.566310960,543.574713990,543.574711750,8403.030,8400.790,2.240,ok
1004,544.108431990,544.116836320,544.116834660,8404.330,8402.670,1.660,ok
1005,544.650493580,544.658961700,544.658962840,8468.120,8469.260,1.140,ok
1006,545.192632950,545.201032580,545.201030970,8399.630,8398.020,1.610,ok
1007,545.734635960,545.743037740,545.743038520,8401.780,8402.560,0.780,ok
1008,546.276668520,546.285153080,546.285151590,8484.560,8483.070,1.490,ok
1009,546.818749100,546.827148430,546.827149890,8399.330,8400.790,1.460,ok
1010,547.360763580,547.369169240,547.369167630,8405.660,8404.050,1.610,ok
1011,547.902817100,547.911284530,547.911280860,8467.430,8463.760,3.670,ok
1012,548.444924600,548.453325000,548.453323880,8400.400,8399.280,1.120,ok
1013,548.987011820,548.995415320,548.995416910,8403.500,8405.090,1.590,ok
1014,549.529061800,549.537530610,549.537529840,8468.810,8468.040,0.770,ok
1015,550.071178150,550.079581160,550.079583110,8403.010,8404.960,1.950,ok
1016,550.613196830,550.621668790,550.621600880,8471.960,8404.050,67.910,ok
1017,551.155253810,551.163722150,551.163718860,8468.340,8465.050,3.290,ok
1018,551.697332700,551.705737350,551.705736980,8404.650,8404.280,0.370,ok
1019,552.239316400,552.247717940,552.247720190,8401.540,8403.790,2.250,ok
1020,552.781395000,552.789793160,552.789859560,8398.160,8464.560,66.400,ok
1021,553.323454330,553.331858600,553.331856230,8404.270,8401.900,2.370,ok
1022,553.865507950,,,,,,missing_rx1_rx2
1023,554.407564190,554.415963900,554.415914210,8399.710,8350.020,49.690,ok
1024,554.949726310,554.958129750,554.958129670,8403.440,8403.360,0.080,ok
1025,555.491752760,555.500155110,555.500157810,8402.350,8405.050,2.700,ok
1026,556.033828480,556.042205410,556.042205920,8376.930,8377.440,0.510,ok
1027,556.575938700,556.584404770,556.584343860,8466.070,8405.160,60.910,ok
1028,557.118011880,557.126416270,557.126417090,8404.390,8405.210,0.820,ok
1029,557.660166270,557.668566740,557.668565310,8400.470,8399.040,1.430,ok
1030,558.202307630,558.210707090,558.210707890,8399.460,8400.260,0.800,ok
1031,558.744349270,558.752752350,558.752751440,8403.080,8402.170,0.910,ok
1032,559.286493720,559.294892820,559.294894150,8399.100,8400.430,1.330,ok
1033,559.828574550,559.836978720,559.836977070,8404.170,8402.520,1.650,ok
1034,560.370627060,560.379023680,560.379025200,8396.620,8398.140,1.520,ok
1035,560.912699380,560.921079040,560.921078410,8379.660,8379.030,0.630,ok
1036,561.454670140,561.463074570,561.463071200,8404.430,8401.060,3.370,ok
1037,561.996740500,562.005144950,562.005144240,8404.450,8403.740,0.710,ok
1038,562.538847430,562.547283410,562.547227410,8435.980,8379.980,56.000,ok
1039,563.080838140,563.089240510,563.089240390,8402.370,8402.250,0.120,ok
1040,563.622858460,563.631261290,563.631324880,8402.830,8466.420,63.590,ok
1041,564.164986150,564.173391290,564.173391330,8405.140,8405.180,0.040,ok
1042,564.707037200,564.715436570,564.715439150,8399.370,8401.950,2.580,ok
1043,565.249069960,565.257472580,565.257530620,8402.620,8460.660,58.040,ok
1044,565.791218570,565.799622700,565.799620410,8404.130,8401.840,2.290,ok
1045,566.333291550,566.341692730,566.341693390,8401.180,8401.840,0.660,ok
1046,566.875255620,566.883658830,566.883685240,8403.210,8429.620,26.410,ok
1047,567.417396390,567.425803770,567.425804480,8407.380,8408.090,0.710,ok
1048,567.959509910,567.967919300,567.967922540,8409.390,8412.630,3.240,ok
1049,568.501500580,568.509904610,568.509887820,8404.030,8387.240,16.790,ok
1050,569.043641190,569.052045070,569.052043730,8403.880,8402.540,1.340,ok
1051,569.585612010,569.594015530,569.594016580,8403.520,8404.570,1.050,ok
1052,570.127617130,570.136036070,570.135985910,8418.940,8368.780,50.160,ok
1053,570.669710930,570.678111010,570.678112790,8400.080,8401.860,1.780,ok
1054,571.211723530,571.220126820,571.220125580,8403.290,8402.050,1.240,ok
1055,571.753705580,571.762107280,571.762174880,8401.700,8469.300,67.600,ok
1056,572.295817080,572.304222380,572.304221710,8405.300,8404.630,0.670,ok
1057,572.837891160,572.846292840,572.846294360,8401.680,8403.200,1.520,ok
1058,573.379931980,573.388333180,573.388329920,8401.200,8397.940,3.260,ok
1059,573.922071210,573.930473770,573.930475740,8402.560,8404.530,1.970,ok
1060,574.464121570,574.472524170,574.472523460,8402.600,8401.890,0.710,ok
1061,575.006107880,575.014509350,575.014511780,8401.470,8403.900,2.430,ok
1062,575.548165360,575.556569910,575.556569500,8404.550,8404.140,0.410,ok
1063,576.090278470,576.098680120,576.098682740,8401.650,8404.270,2.620,ok
1064,576.632315010,576.640720640,576.640720750,8405.630,8405.740,0.110,ok
1065,577.174386660,577.182790710,577.182788760,8404.050,8402.100,1.950,ok
1066,577.716415280,577.724821270,577.724821920,8405.990,8406.640,0.650,ok
1067,578.258428350,578.266890620,578.266829760,8462.270,8401.410,60.860,ok
1068,578.800564240,578.808967430,578.808967730,8403.190,8403.490,0.300,ok
1069,579.342677220,579.351097340,579.351095870,8420.120,8418.650,1.470,ok
1070,579.884737140,579.893143250,579.893138680,8406.110,8401.540,4.570,ok
1071,580.426916100,580.435318440,580.435321670,8402.340,8405.570,3.230,ok
1072,580.968998970,580.977398650,580.977399850,8399.680,8400.880,1.200,ok
1073,581.511017950,581.519419060,581.519418090,8401.110,8400.140,0.970,ok
1074,582.053169860,582.061574620,582.061571020,8404.760,8401.160,3.600,ok
1075,582.595243780,582.603654780,582.603653740,8411.000,8409.960,1.040,ok
1076,583.137316960,583.145720300,583.145716770,8403.340,8399.810,3.530,ok
1077,583.679547720,583.687946000,583.687949680,8398.280,8401.960,3.680,ok
1078,584.221686990,584.230095900,584.230097730,8408.910,8410.740,1.830,ok
1079,584.763747250,584.772151390,,8404.140,,,missing_rx2
1080,585.305880600,585.314281890,585.314283290,8401.290,8402.690,1.400,ok
1081,585.848001070,585.856407400,585.856464490,8406.330,8463.420,57.090,ok
1082,586.390032400,586.398432940,586.398434810,8400.540,8402.410,1.870,ok
1083,586.932156370,586.940557950,586.940558000,8401.580,8401.630,0.050,ok
1084,587.474224530,587.482628260,587.482688970,8403.730,8464.440,60.710,ok
1085,588.016215810,588.024618940,588.024618740,8403.130,8402.930,0.200,ok
1086,588.558348410,588.566754290,588.566751540,8405.880,8403.130,2.750,ok
1087,589.100427940,589.108829640,589.108892430,8401.700,8464.490,62.790,ok
1088,589.642427080,589.650829890,589.650827710,8402.810,8400.630,2.180,ok
1089,590.184505800,590.192910470,590.192910800,8404.670,8405.000,0.330,ok
1090,590.726629860,590.735030880,590.735025790,8401.020,8395.930,5.090,ok
1091,591.268675270,591.277081480,591.277081590,8406.210,8406.320,0.110,ok
1092,591.810779510,591.819181750,591.819184620,8402.240,8405.110,2.870,ok
1093,592.352888210,592.361292040,592.361291810,8403.830,8403.600,0.230,ok
1094,592.894858280,592.903262390,592.903260940,8404.110,8402.660,1.450,ok
1095,593.436972250,593.445377620,593.445373740,8405.370,8401.490,3.880,ok
1096,593.979083470,593.987483200,593.987481830,8399.730,8398.360,1.370,ok
1097,594.521167980,594.529573690,594.529569760,8405.710,8401.780,3.930,ok
1098,595.063298620,595.071765730,595.071698060,8467.110,8399.440,67.670,ok
1099,595.605433260,595.613839490,595.613835940,8406.230,8402.680,3.550,ok
1100,596.147407770,596.155809820,596.155808930,8402.050,8401.160,0.890,ok
1101,596.689492420,596.697895250,596.697896980,8402.830,8404.560,1.730,ok
1102,597.231625480,597.240025490,597.240024610,8400.010,8399.130,0.880,ok
1103,597.773652970,597.782055810,597.782058040,8402.840,8405.070,2.230,ok
1104,598.315745600,598.324146440,598.324145990,8400.840,8400.390,0.450,ok
1105,598.857853740,598.866256770,598.866259000,8403.030,8405.260,2.230,ok
1106,599.399822580,599.408227440,599.408226920,8404.860,8404.340,0.520,ok
1107,599.941903180,599.950292640,599.950305120,8389.460,8401.940,12.480,ok
1108,600.483917620,600.492387960,600.492387960,8470.340,8470.340,0.000,ok
1109,601.025973840,601.034378260,601.034375970,8404.420,8402.130,2.290,ok
1110,601.568047480,601.576453960,601.576449080,8406.480,8401.600,4.880,ok
1111,602.110197300,602.118598870,602.118602130,8401.570,8404.830,3.260,ok
1112,602.652245620,602.660649760,602.660649840,8404.140,8404.220,0.080,ok
1113,603.194301770,603.202705050,603.202703200,8403.280,8401.430,1.850,ok
1114,603.736467950,603.744870430,603.744871170,8402.480,8403.220,0.740,ok
1115,604.278489910,604.286890680,604.286894070,8400.770,8404.160,3.390,ok
1116,604.820576520,604.828981360,604.828982120,8404.840,8405.600,0.760,ok
1117,605.362663930,605.371081880,605.371084960,8417.950,8421.030,3.080,ok
1118,605.904646030,605.913052210,605.913046730,8406.180,8400.700,5.480,ok
1119,606.446773650,606.455177370,606.455175960,8403.720,8402.310,1.410,ok
1120,606.988857920,606.997273010,606.997273880,8415.090,8415.960,0.870,ok
1121,607.530886530,607.539288170,607.539291880,8401.640,8405.350,3.710,ok
1122,608.072968100,608.081373690,608.081369910,8405.590,8401.810,3.780,ok
1123,608.615097290,608.623509210,608.623508140,8411.920,8410.850,1.070,ok
1124,609.157090670,609.165494700,609.165496060,8404.030,8405.390,1.360,ok
1125,609.699190880,609.707594480,609.707593830,8403.600,8402.950,0.650,ok
